label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match,sweep_case,window_mode
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,41,A,-2.7246217394337642e-11,4.967986364601866e-11,-4.967986364601866e-11,-7.69260810403563e-11,7.0359478877904795e-06,8.14749763794706e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,41,B,2.7246217445583135e-11,-4.967986364601866e-11,4.967986364601866e-11,7.692608109160179e-11,7.0359478877904795e-06,8.14749763794706e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,42,A,-2.9155234663688114e-11,4.819349015014253e-11,-4.819349015014253e-11,-7.734872481383065e-11,7.11742286416995e-06,7.903732384623375e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,42,B,2.9155234584067016e-11,-4.819349015014253e-11,4.819349015014253e-11,7.734872473420955e-11,7.11742286416995e-06,7.903732384623375e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,43,A,-3.098630759531401e-11,4.6751712275154735e-11,-4.6751712275154735e-11,-7.773801987046874e-11,7.196460188016184e-06,7.667280813125377e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,43,B,3.09863076131017e-11,-4.6751712275154735e-11,4.6751712275154735e-11,7.773801988825643e-11,7.196460188016184e-06,7.667280813125377e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,44,A,-3.274322899946523e-11,4.535319171540354e-11,-4.535319171540354e-11,-7.809642071486876e-11,7.273132996147438e-06,7.43792344132618e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,44,B,3.2743228942714025e-11,-4.535319171540354e-11,4.535319171540354e-11,7.809642065811756e-11,7.273132996147438e-06,7.43792344132618e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,45,A,-3.4429595012117585e-11,4.3996630358181816e-11,-4.3996630358181816e-11,-7.84262253702994e-11,7.3475122305606995e-06,7.215447378741818e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,45,B,3.442959515950132e-11,-4.3996630358181816e-11,4.3996630358181816e-11,7.842622551768313e-11,7.3475122305606995e-06,7.215447378741818e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,46,A,-3.604881218294449e-11,4.268076907354119e-11,-4.268076907354119e-11,-7.872958125648568e-11,7.419666704348118e-06,6.999646128060755e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
slow_C_strong_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,46,B,3.60488120982412e-11,-4.268076907354119e-11,4.268076907354119e-11,7.872958117178239e-11,7.419666704348118e-06,6.999646128060755e-08,False,slow_C_strong_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,1,A,1.0844828116821789e-10,1.0844828116821796e-10,-1.0844828116821796e-10,-7.754818242684634e-26,5.203521088164241e-07,1.7785518111587746e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,1,B,-1.0844828116821804e-10,-1.0844828116821796e-10,1.0844828116821796e-10,-7.754818242684634e-26,5.203521088164241e-07,1.7785518111587746e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,2,A,8.458965908339398e-11,8.458965908339393e-11,-8.458965908339393e-11,5.169878828456423e-26,6.982072899323015e-07,1.3872704089676604e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,2,B,-8.458965908339393e-11,-8.458965908339393e-11,8.458965908339393e-11,0.0,6.982072899323015e-07,1.3872704089676604e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,3,A,6.597993381196633e-11,6.597993381196603e-11,-6.597993381196603e-11,2.972680326362443e-25,8.369343308290676e-07,1.0820709145162428e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,3,B,-6.597993381196602e-11,-6.597993381196603e-11,6.597993381196603e-11,1.2924697071141057e-26,8.369343308290676e-07,1.0820709145162428e-07,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,4,A,5.146434806494505e-11,5.1464348064945903e-11,-5.1464348064945903e-11,-8.530300066953098e-25,9.451414222806919e-07,8.440153082651128e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,4,B,-5.1464348064945406e-11,-5.1464348064945903e-11,5.1464348064945903e-11,4.976008372389307e-25,9.451414222806919e-07,8.440153082651128e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,5,A,4.0142191154731586e-11,4.014219115473077e-11,-4.014219115473077e-11,8.142559154818866e-25,1.0295429531072031e-06,6.583319349375847e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,5,B,-4.014219115473121e-11,-4.014219115473077e-11,4.014219115473077e-11,-4.3943970041879595e-25,1.0295429531072031e-06,6.583319349375847e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,6,A,3.131090874328237e-11,3.131090874328269e-11,-3.131090874328269e-11,-3.166550782429559e-25,1.0953761466009616e-06,5.134989033898361e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,6,B,-3.1310908743282423e-11,-3.131090874328269e-11,3.131090874328269e-11,2.649562899583917e-25,1.0953761466009616e-06,5.134989033898361e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,7,A,2.4422508445598608e-11,2.4422508445598097e-11,-2.4422508445598097e-11,5.105255343100718e-25,1.1467260369399452e-06,4.005291385078088e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,7,B,-2.442250844559871e-11,-2.4422508445598097e-11,2.4422508445598097e-11,-6.139231108792002e-25,1.1467260369399452e-06,4.005291385078088e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,8,A,1.9049556200335884e-11,1.9049556200335522e-11,-1.9049556200335522e-11,3.618915179919496e-25,1.1867789507907261e-06,3.1241272168550255e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,8,B,-1.9049556200335186e-11,-1.9049556200335522e-11,1.9049556200335522e-11,3.360421238496675e-25,1.1867789507907261e-06,3.1241272168550255e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,9,A,1.4858653438835554e-11,1.4858653438837127e-11,-1.4858653438837127e-11,-1.5735818684114237e-24,1.2180202229592764e-06,2.436819163969289e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,9,B,-1.485865343883819e-11,-1.4858653438837127e-11,1.4858653438837127e-11,-1.063056334101352e-24,1.2180202229592764e-06,2.436819163969289e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,10,A,1.1589749276919531e-11,1.158974927691753e-11,-1.158974927691753e-11,2.0017124588929713e-24,1.2423884145989693e-06,1.900718881414475e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,10,B,-1.1589749276916403e-11,-1.158974927691753e-11,1.158974927691753e-11,1.1260642323231646e-24,1.2423884145989693e-06,1.900718881414475e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,11,A,9.040004024415455e-12,9.040004024418004e-12,-9.040004024418004e-12,-2.5493964972825736e-24,1.261395603413114e-06,1.4825606600045528e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,11,B,-9.040004024416696e-12,-9.040004024418004e-12,9.040004024418004e-12,1.308625578453032e-24,1.261395603413114e-06,1.4825606600045528e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,12,A,7.051202722634651e-12,7.0512027226312856e-12,-7.0512027226312856e-12,3.365267999898353e-24,1.2762212100131595e-06,1.1563972465115308e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,12,B,-7.051202722631807e-12,-7.0512027226312856e-12,7.0512027226312856e-12,-5.218346442473202e-25,1.2762212100131595e-06,1.1563972465115308e-08,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,13,A,5.499937703461008e-12,5.499937703463937e-12,-5.499937703463937e-12,-2.929059473747342e-24,1.2877851824782748e-06,9.019897833680857e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,13,B,-5.499937703464833e-12,-5.499937703463937e-12,5.499937703463937e-12,-8.966508593104109e-25,1.2877851824782748e-06,9.019897833680857e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,14,A,4.289950985574303e-12,4.289950985570986e-12,-4.289950985570986e-12,3.316800385881574e-24,1.2968050803119557e-06,7.035519616336417e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,14,B,-4.289950985571873e-12,-4.289950985570986e-12,4.289950985570986e-12,-8.86957336507055e-25,1.2968050803119557e-06,7.035519616336417e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,15,A,3.3461613433151035e-12,3.3461613433185495e-12,-3.3461613433185495e-12,-3.4460473565929844e-24,1.3038405999282921e-06,5.487704603042421e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,15,B,-3.3461613433161374e-12,-3.3461613433185495e-12,3.3461613433185495e-12,2.4120715909017e-24,1.3038405999282921e-06,5.487704603042421e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,16,A,2.6100054205739604e-12,2.610005420571305e-12,-2.610005420571305e-12,2.655217454552541e-24,1.3093283045313345e-06,4.280408889736941e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,16,B,-2.6100054205736502e-12,-2.610005420571305e-12,2.610005420571305e-12,-2.3450247248451556e-24,1.3093283045313345e-06,4.280408889736941e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,17,A,2.0358037994279412e-12,2.0358037994316615e-12,-2.0358037994316615e-12,-3.720293272571259e-24,1.3136087134210715e-06,3.338718231067925e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,17,B,-2.0358037994295956e-12,-2.0358037994316615e-12,2.0358037994316615e-12,2.0659320474652034e-24,1.3136087134210715e-06,3.338718231067925e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,18,A,1.587926533856263e-12,1.587926533853269e-12,-1.587926533853269e-12,2.9940868558865206e-24,1.3169474316521394e-06,2.6041995155193612e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,18,B,-1.587926533854712e-12,-1.587926533853269e-12,1.587926533853269e-12,-1.4431232073495937e-24,1.3169474316521394e-06,2.6041995155193612e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,19,A,1.2385822658492921e-12,1.2385822658524637e-12,-1.2385822658524637e-12,-3.1715994922229735e-24,1.3195516311676588e-06,2.0312749159980404e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,19,B,-1.2385822658528076e-12,-1.2385822658524637e-12,1.2385822658524637e-12,-3.4391811112739407e-25,1.3195516311676588e-06,2.0312749159980404e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,20,A,9.660937361519041e-13,9.660937361491845e-13,-9.660937361491845e-13,2.7196389915165097e-24,1.3215829060836568e-06,1.5843937272846626e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,20,B,-9.660937361476648e-13,-9.660937361491845e-13,9.660937361491845e-13,1.5196616478177571e-24,1.3215829060836568e-06,1.5843937272846626e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,21,A,7.535526824651633e-13,7.535526824633556e-13,-7.535526824633556e-13,1.807741028629987e-24,1.3231672998109415e-06,1.2358263992399033e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,21,B,-7.53552682462475e-13,-7.535526824633556e-13,7.535526824633556e-13,8.805959621673528e-25,1.3231672998109415e-06,1.2358263992399033e-09,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,22,A,5.877706601836907e-13,5.877706601855468e-13,-5.877706601855468e-13,-1.8561076684508978e-24,1.3244031262101814e-06,9.639438827042968e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,22,B,-5.87770660187413e-13,-5.877706601855468e-13,5.877706601855468e-13,-1.8662050880377267e-24,1.3244031262101814e-06,9.639438827042968e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,23,A,4.584606824897473e-13,4.584606824942503e-13,-4.584606824942503e-13,-4.503045238942239e-24,1.3253670700928857e-06,7.518755192905706e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,23,B,-4.584606824928492e-13,-4.584606824942503e-13,4.584606824942503e-13,1.4011179418683853e-24,1.3253670700928857e-06,7.518755192905706e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,24,A,3.57598899652758e-13,3.575988996494977e-13,-3.575988996494977e-13,3.260305323293266e-24,1.3261189456121762e-06,5.864621954251762e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,24,B,-3.575988996529648e-13,-3.575988996494977e-13,3.575988996494977e-13,-3.467100476431523e-24,1.3261189456121762e-06,5.864621954251762e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,25,A,2.7892670884264033e-13,2.789267088393316e-13,-2.789267088393316e-13,3.308722450212111e-24,1.3267054078076014e-06,4.5743980249650384e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,25,B,-2.789267088348855e-13,-2.789267088393316e-13,2.789267088393316e-13,4.446095792472524e-24,1.3267054078076014e-06,4.5743980249650384e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,26,A,2.1756239985993698e-13,2.1756239985822613e-13,-2.1756239985822613e-13,1.7108562876943633e-24,1.327162847610098e-06,3.5680233576749085e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,26,B,-2.1756239986055737e-13,-2.1756239985822613e-13,2.1756239985822613e-13,-2.331241747109134e-24,1.327162847610098e-06,3.5680233576749085e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,27,A,1.6969823873676282e-13,1.6969823873631088e-13,-1.6969823873631088e-13,4.519352571574968e-25,1.3275196499458654e-06,2.7830511152754986e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,27,B,-1.6969823873510845e-13,-1.6969823873631088e-13,1.6969823873631088e-13,1.2024259679485586e-24,1.3275196499458654e-06,2.7830511152754986e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,28,A,1.3236419296513106e-13,1.3236419297060255e-13,-1.3236419297060255e-13,-5.471488751515004e-24,1.327797955057393e-06,2.170772764717882e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,28,B,-1.3236419297092132e-13,-1.3236419297060255e-13,1.3236419297060255e-13,-3.1877553635619e-25,1.327797955057393e-06,2.170772764717882e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,29,A,1.0324363719834116e-13,1.0324363720273126e-13,-1.0324363720273126e-13,-4.390105600863557e-24,1.3280150323338647e-06,1.6931956501247928e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,29,B,-1.0324363720247706e-13,-1.0324363720273126e-13,1.0324363720273126e-13,2.5420253809841884e-25,1.3280150323338647e-06,1.6931956501247928e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,30,A,8.05296036534597e-14,8.052960364818188e-14,-8.052960364818188e-14,5.2778202438396245e-24,1.3281843518988772e-06,1.3206854998301828e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,30,B,-8.052960365087476e-14,-8.052960364818188e-14,8.052960364818188e-14,-2.692880829611413e-24,1.3281843518988772e-06,1.3206854998301828e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,31,A,6.2812657431873e-14,6.281265743261545e-14,-6.281265743261545e-14,-7.424506404450492e-25,1.3283164204488602e-06,1.0301275818948934e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,31,B,-6.281265743249339e-14,-6.281265743261545e-14,6.281265743261545e-14,1.2206518103027848e-25,1.3283164204488602e-06,1.0301275818948934e-10,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,32,A,4.8993439351705336e-14,4.899343935080149e-14,-4.899343935080149e-14,9.038452707660265e-25,1.3284194332070497e-06,8.034924053531444e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,32,B,-4.899343934994758e-14,-4.899343935080149e-14,4.899343935080149e-14,8.539135309091573e-25,1.3284194332070497e-06,8.034924053531444e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,33,A,3.8214449213043306e-14,3.821444922117792e-14,-3.821444922117792e-14,-8.13461374778148e-24,1.328499782447585e-06,6.267169672273179e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,33,B,-3.8214449219453956e-14,-3.821444922117792e-14,3.821444922117792e-14,1.7239640004955157e-24,1.328499782447585e-06,6.267169672273179e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,34,A,2.9806836912033763e-14,2.9806836899153956e-14,-2.9806836899153956e-14,1.2879807730190361e-23,1.3285624541443078e-06,4.888321251461249e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,34,B,-2.980683689631733e-14,-2.9806836899153956e-14,2.9806836899153956e-14,2.836623908317165e-24,1.3285624541443078e-06,4.888321251461249e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,35,A,2.32488992657626e-14,2.3248899272315483e-14,-2.3248899272315483e-14,-6.552884523940934e-24,1.3286113373568224e-06,3.812819480659739e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,35,B,-2.3248899281272235e-14,-2.3248899272315483e-14,2.3248899272315483e-14,-8.956751961428335e-24,1.3286113373568224e-06,3.812819480659739e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,36,A,1.8133707915170678e-14,1.813370791094197e-14,-1.813370791094197e-14,4.228707815098959e-24,1.328649465551629e-06,2.973928097394483e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,36,B,-1.8133707906692076e-14,-1.813370791094197e-14,1.813370791094197e-14,4.2498934635695746e-24,1.328649465551629e-06,2.973928097394483e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,37,A,1.414385863762148e-14,1.414385863907409e-14,-1.414385863907409e-14,-1.4526100485957816e-24,1.328679204832603e-06,2.3195928168081507e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,37,B,-1.4143858646100081e-14,-1.414385863907409e-14,1.414385863907409e-14,-7.025991230072752e-24,1.328679204832603e-06,2.3195928168081507e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,38,A,1.103177620298599e-14,1.1031776199564287e-14,-1.1031776199564287e-14,3.421703109057864e-24,1.328702400760771e-06,1.809211296728543e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,38,B,-1.1031776197402521e-14,-1.1031776199564287e-14,1.1031776199564287e-14,2.1617660256750728e-24,1.328702400760771e-06,1.809211296728543e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,39,A,8.604351885970858e-15,8.604351891248674e-15,-8.604351891248674e-15,-5.277815510674193e-24,1.3287204928737383e-06,1.4111137101647825e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,39,B,-8.604351891347532e-15,-8.604351891248674e-15,8.604351891248674e-15,-9.885847092048676e-26,1.3287204928737383e-06,1.4111137101647825e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,40,A,6.71096092114751e-15,6.710960925553759e-15,-6.710960925553759e-15,-4.406249639288905e-24,1.32873460401084e-06,1.1005975917908166e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,40,B,-6.710960920527124e-15,-6.710960925553759e-15,6.710960925553759e-15,5.026635098703676e-24,1.32873460401084e-06,1.1005975917908166e-11,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,41,A,5.2341159807613966e-15,5.234115969011397e-15,-5.234115969011397e-15,1.1749999564011017e-23,1.3287456099867579e-06,8.583950189178691e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,41,B,-5.234115979107035e-15,-5.234115969011397e-15,5.234115969011397e-15,-1.0095638338904962e-23,1.3287456099867579e-06,8.583950189178691e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,42,A,4.082176887886431e-15,4.082176900088354e-15,-4.082176900088354e-15,-1.2201922988254936e-23,1.328754193936947e-06,6.6947701161449005e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,42,B,-4.082176880648601e-15,-4.082176900088354e-15,4.082176900088354e-15,1.9439753348093928e-23,1.328754193936947e-06,6.6947701161449005e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,43,A,3.183664428001787e-15,3.1836644238053586e-15,-3.1836644238053586e-15,4.1964284157182205e-24,1.3287608887070632e-06,5.221209655040788e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,43,B,-3.183664435860003e-15,-3.1836644238053586e-15,3.1836644238053586e-15,-1.2054644234971983e-23,1.3287608887070632e-06,5.221209655040788e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,44,A,2.4828246955274793e-15,2.4828246913956112e-15,-2.4828246913956112e-15,4.131868039234933e-24,1.3287661099167182e-06,4.0718324938888024e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,44,B,-2.4828246758819397e-15,-2.4828246913956112e-15,2.4828246913956112e-15,1.5513671508899474e-23,1.3287661099167182e-06,4.0718324938888024e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,45,A,1.936169695462492e-15,1.936169697786668e-15,-1.936169697786668e-15,-2.3241759199810695e-24,1.328770181749212e-06,3.175318304370135e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,45,B,-1.9361697070430205e-15,-1.936169697786668e-15,1.936169697786668e-15,-9.256352655761318e-24,1.328770181749212e-06,3.175318304370135e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,46,A,1.5097788089113894e-15,1.5097788026167467e-15,-1.5097788026167467e-15,6.294642623577331e-24,1.3287733570675165e-06,2.4760372362914645e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:C_only,single_C_memory_time_gradient,46,B,-1.5097788014667639e-15,-1.5097788026167467e-15,1.5097788026167467e-15,1.1499828893999183e-24,1.3287733570675165e-06,2.4760372362914645e-12,True,fast_C_weak_reaction,C_only
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,1,A,1.084126372271171e-10,1.0844841741918655e-10,-1.0844841741918655e-10,-3.578019206945211e-14,5.20352192193881e-07,1.7785540456746595e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,1,B,-1.0841263722700254e-10,-1.0844841741918655e-10,1.0844841741918655e-10,3.578019218401663e-14,5.20352192193881e-07,1.7785540456746595e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,2,A,8.452306039869735e-11,8.458990313532386e-11,-8.458990313532386e-11,-6.684273662650667e-14,6.98207596761347e-07,1.3872744114193112e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,2,B,-8.452306039922923e-11,-8.458990313532386e-11,8.458990313532386e-11,6.684273609462954e-14,6.98207596761347e-07,1.3872744114193112e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,3,A,6.587617300245168e-11,6.598029901096058e-11,-6.598029901096058e-11,-1.0412600850890525e-13,8.369350379032781e-07,1.0820769037797535e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
fast_C_weak_reaction:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,3,B,-6.587617300194379e-11,-6.598029901096058e-11,6.598029901096058e-11,1.0412600901679414e-13,8.369350379032781e-07,1.0820769037797535e-07,True,fast_C_weak_reaction,combined_minus_R2_R3_residual
