関係ID,関係辺,周波数セル,符号付き倍数k,成分種別,振幅,強度,関係内強度比,絶対位相度,絶対位相セル,絶対位相セル誤差度,同周波数基準関係への相対位相度,相対位相セル
3,"(1,4)",114,-30,倍音,0.011822346448137375,0.00013976787553978643,1.4498571346613769e-05,-103.33701384276131,103,-0.8370138427613134,144.71993630206185,58
4,"(1,5)",114,-30,倍音,0.02909151123486015,0.0008463160259279943,0.00017478363589291647,44.555428961206786,18,-0.44457103879321264,-67.38762089397002,117
5,"(2,3)",114,-30,倍音,0.0249615326479523,0.0006230781121347887,2.452023058821718e-05,108.47867393028564,43,0.9786739302856523,-3.4643759248911774,143
6,"(2,4)",114,-30,倍音,0.011394462030452012,0.0001298337649634126,8.607465143423408e-06,155.63805048022212,62,0.6380504802221147,43.69500062504529,17
7,"(2,5)",114,-30,倍音,0.026804061130585376,0.0007184576930921578,3.19323872080483e-05,3.498401719332563,1,0.998401719332563,-108.44464813584426,101
8,"(3,4)",114,-30,倍音,0.022204019397686216,0.0004930184774128258,8.984743105730206e-05,-121.61107346315002,95,0.8889265368500212,126.44587668167317,51
9,"(3,5)",114,-30,倍音,0.014584328239177696,0.00021270263018807598,2.0906840159880068e-05,121.3488389118401,49,-1.1511610881598768,9.405789056663279,4
10,"(4,5)",114,-30,倍音,0.030956140774502334,0.000958282651650806,5.39367611836111e-05,111.94304985517682,45,-0.5569501448231776,6.1016746092801916e-15,0
1,"(1,2)",115,-29,倍音,0.013072538009812533,0.00017089125001799342,1.1672302799085806e-05,42.55344387765048,17,0.05344387765048147,-70.63022215692506,116
2,"(1,3)",115,-29,倍音,0.007683112898566691,5.903022381212187e-05,3.1985706244425365e-06,-165.16498156356192,78,-0.16498156356194063,81.65135240186255,33
3,"(1,4)",115,-29,倍音,0.012157053723605475,0.00014779395523862975,1.5331142412732343e-05,-102.11270233197068,103,0.38729766802930393,144.7036316334538,58
4,"(1,5)",115,-29,倍音,0.029905283766728172,0.0008943259971685355,0.00018469879414994574,45.79430407190357,18,0.7943040719035668,-67.38936196267197,117
5,"(2,3)",115,-29,倍音,0.02567278246651177,0.0006590917595728341,2.593748939141616e-05,109.71387953366619,44,-0.2861204663338141,-3.4697865009093456,143
6,"(2,4)",115,-29,倍音,0.011725577303996136,0.0001374891631119893,9.114987764688154e-06,156.8923220441121,63,-0.607677955887912,43.708656009536554,17
7,"(2,5)",115,-29,倍音,0.027570096457078776,0.0007601102186526277,3.3783664725400244e-05,4.741073037671867,2,-0.2589269623281331,-108.44259299690366,101
8,"(3,4)",115,-29,倍音,0.022816104201375077,0.0005205746109280054,9.486924650568693e-05,-120.35335868366684,96,-0.3533586836668181,126.46297528175764,51
9,"(3,5)",115,-29,倍音,0.014998602206649992,0.000224958068153326,2.2111444364361465e-05,122.57302922485908,49,0.07302922485909731,9.389363190283552,4
10,"(4,5)",115,-29,倍音,0.03183453569605972,0.0010134376629837006,5.7041150759293136e-05,113.18366603457552,45,0.6836660345755307,-2.7135241843120695e-15,0
1,"(1,2)",116,-28,倍音,0.013477752820500847,0.00018164982109051853,1.2407140300893396e-05,43.793567032870925,18,-1.206432967129075,-70.63016426760234,116
2,"(1,3)",116,-28,倍音,0.00791664853584518,6.267332404009965e-05,3.3959731179210848e-06,-163.9551324727677,78,1.0448675272322998,81.62113622675906,33
3,"(1,4)",116,-28,倍音,0.012517414696345984,0.0001566856706802984,1.6253508659102904e-05,-100.88992620972279,104,-0.8899262097227815,144.68634248980396,58
4,"(1,5)",116,-28,倍音,0.030780970317171783,0.0009474681336666104,0.00019567386203438807,47.03247523130338,19,-0.46752476869661597,-67.39125606916988,117
5,"(2,3)",116,-28,倍音,0.0264387017058045,0.0006990049478885098,2.7508208314053566e-05,110.94823224890796,44,0.9482322489079559,-3.4754990515653104,143
6,"(2,4)",116,-28,倍音,0.012082446658770188,0.00014598551726202686,9.67826244299112e-06,158.14690109398973,63,0.6469010939897376,43.72316979351648,17
7,"(2,5)",116,-28,倍音,0.028395119974627996,0.0008062828383735178,3.583584119384583e-05,5.983296514467338,2,0.9832965144673381,-108.44043478600592,101
8,"(3,4)",116,-28,倍音,0.0234743954453139,0.000551047241522974,0.00010042256286592452,-119.0951674124139,96,0.9048325875861212,126.48110128711284,51
9,"(3,5)",116,-28,倍音,0.015444672341041545,0.00023853790372213373,2.344622546877694e-05,123.79575900679642,50,-1.2042409932035645,9.372027706323161,4
10,"(4,5)",116,-28,倍音,0.03278032247653617,0.0010745495416657025,6.048082150807975e-05,114.42373130047326,46,-0.5762686995267347,-1.4067484304257034e-15,0
1,"(1,2)",117,-27,倍音,0.01391568506073409,0.00019364629070953794,1.3226529391314845e-05,45.03309829082451,18,0.03309829082450927,-70.63008235855281,116
2,"(1,3)",117,-27,倍音,0.008168849215077292,6.673009749866888e-05,3.6157906211698715e-06,-162.74774788466323,79,-0.24774788466322584,81.58907146595948,33
3,"(1,4)",117,-27,倍音,0.012906135127504123,0.00016656832392939586,1.727866807196882e-05,-99.66887558035158,104,0.331124419648386,144.66794377027114,58
4,"(1,5)",117,-27,倍音,0.03172505658067297,0.0010064792150469013,0.00020786100140742598,48.26986881993581,19,0.7698688199358102,-67.3933118294415,117
5,"(2,3)",117,-27,倍音,0.027265109445556875,0.0007433861930781948,2.925476038296634e-05,112.18163248216882,45,-0.31836751783116995,-3.481548167208489,143
6,"(2,4)",117,-27,倍音,0.012467845796722547,0.0001554471788108521,1.030553318418339e-05,159.40179098322733,64,-0.5982090167726734,43.738610333850005,17
7,"(2,5)",117,-27,倍音,0.02928542330962065,0.0008576360184236725,3.8118271524111385e-05,7.225025095774874,3,-0.2749749042251259,-108.43815555360244,101
8,"(3,4)",117,-27,倍音,0.024183668112629276,0.0005848498033818021,0.00010658272416882062,-117.83644894759502,97,-0.33644894759500177,126.50037040302769,51
9,"(3,5)",117,-27,倍音,0.015925900969301954,0.00025363432168401296,2.4930073585919053e-05,125.01685034012469,50,0.016850340124712388,9.353669690747372,4
10,"(4,5)",117,-27,倍音,0.03380064783800738,0.0011424837942689932,6.430448830674157e-05,115.66318064937732,46,0.6631806493773238,-5.564307305439081e-15,0
1,"(1,2)",118,-26,倍音,0.014390075050518165,0.00020707425995954536,1.4143693512043066e-05,46.27196548138711,19,-1.228034518612881,-70.62999548416649,116
2,"(1,3)",118,-26,倍音,0.008441817281204037,7.126427900923511e-05,3.861476624864296e-06,-161.54301632626684,79,0.9569836737331532,81.55502270817958,33
3,"(1,4)",118,-26,倍音,0.01332633643191902,0.00017759124269669217,1.842211089513801e-05,-98.44979194367787,105,-0.949791943677856,144.64824709076856,58
4,"(1,5)",118,-26,倍音,0.032744973712443656,0.001072233303428626,0.00022144072610846792,49.50642392591876,20,-0.493576074081238,-67.39553703963485,117
5,"(2,3)",118,-26,倍音,0.028158699943985222,0.0007929123825353933,3.120378340591524e-05,113.41400617480443,45,0.9140061748044251,-3.487954790749176,143
6,"(2,4)",118,-26,倍音,0.012884989545863956,0.00016602295559702343,1.1006665359448035e-05,160.65698121700066,64,0.6569812170006772,43.75502025144708,18
7,"(2,5)",118,-26,倍音,0.030248244286175698,0.0009149562823961608,4.066591334301839e-05,8.466230945588718,3,0.9662309455887181,-108.43573001996488,101
8,"(3,4)",118,-26,倍音,0.02494940653484536,0.0006224728864409843,0.00011343913526939793,-116.57717465988031,97,0.9228253401197075,126.52086437456612,51
9,"(3,5)",118,-26,倍音,0.016446167983196806,0.0002704764413315277,2.658550917274193e-05,126.23608762255323,50,1.236087622553247,9.33412665699964,4
10,"(4,5)",118,-26,倍音,0.034903734051133055,0.001218270650712225,6.857013745503145e-05,116.9019609655536,47,-0.5980390344463944,5.7586819730960475e-15,0
1,"(1,2)",119,-25,倍音,0.014905238901876944,0.00022216614672202582,1.5174507389773137e-05,47.51018740039966,19,0.010187400399660793,-70.62980958100697,116
2,"(1,3)",119,-25,倍音,0.008737959564700888,7.635193735434773e-05,4.137152939114275e-06,-160.34131004679662,80,-0.341310046796614,81.51869297179678,33
3,"(1,4)",119,-25,倍音,0.013781642009293847,0.00018993365647233294,1.970242918018354e-05,-97.23283637586779,105,0.26716362413219075,144.6271666427256,58
4,"(1,5)",119,-25,倍音,0.03384928472036403,0.00114577407608027,0.00023662857938861162,50.742006276895765,20,0.7420062768957615,-67.39799070451086,117
5,"(2,3)",119,-25,倍音,0.029127166639181523,0.0008483918364266491,3.338708751470677e-05,114.64523558692028,46,-0.3547644130797161,-3.494761394486352,143
6,"(2,4)",119,-25,倍音,0.013337613198055038,0.00017789192582093192,1.1793531145242755e-05,161.91262214343024,65,-0.5873778565697596,43.77262516202361,18
7,"(2,5)",119,-25,倍音,0.031291925944491435,0.0009791846293155362,4.35205900529792e-05,9.706829986195256,4,-0.29317001380474345,-108.43316699521137,101
8,"(3,4)",119,-25,倍音,0.025777923928474344,0.0006645013620622101,0.00012109838282060006,-115.31726079217697,98,-0.3172607921769233,126.54274222641641,51
9,"(3,5)",119,-25,倍音,0.01700997002623294,0.000289339080293343,2.843954443981643e-05,127.4533328919569,51,-0.04666710804311017,9.313335910550277,4
10,"(4,5)",119,-25,倍音,0.036099053554279545,0.0013031416675147425,7.33470868830544e-05,118.13999698140663,47,0.6399969814066292,1.9845789821763866e-15,0
1,"(1,2)",120,-24,倍音,0.015466193743181998,0.000239203148901642,1.633817754964514e-05,48.74766354337897,19,1.2476635433789711,-70.62948666398931,116
2,"(1,3)",120,-24,倍音,0.009060102681746788,8.208546060379534e-05,4.447825639570402e-06,-159.14322895690245,80,0.8567710430975366,81.47962083572926,33
3,"(1,4)",120,-24,倍音,0.014276226436093482,0.0002038106412546144,2.1141933452282948e-05,-96.01819590240031,106,-1.0181959024003076,144.60465389023142,58
4,"(1,5)",120,-24,倍音,0.035047971448153484,0.0012283603026305818,0.00025368452599592277,51.976426484157024,21,-0.5235735158429737,-67.40072372321126,117
5,"(2,3)",120,-24,倍音,0.030179469515081474,0.000910800380211732,3.584307474083813e-05,115.8750963881744,46,0.8750963881744036,-3.5020538191938666,143
6,"(2,4)",120,-24,倍音,0.013830025426321972,0.00019126960329271224,1.2680418254853715e-05,163.16884733691055,65,0.668847336910539,43.79169712954226,18
7,"(2,5)",120,-24,倍音,0.032426186120041896,0.0010514575462915977,4.673281366993571e-05,10.94667547556466,4,0.9466754755646603,-108.43047473180361,101
8,"(3,4)",120,-24,倍音,0.02667649867875158,0.0007116355817574347,0.00012968809851792953,-114.05655304232438,98,0.94344695767563,126.56629675030736,51
9,"(3,5)",120,-24,倍音,0.017622491520669893,0.00031055220739608226,3.052461248639412e-05,128.66840238827282,51,1.1684023882728238,9.291252180904543,4
10,"(4,5)",120,-24,倍音,0.03739761516631326,0.0013985816201276633,7.871890690149096e-05,119.37715020736827,48,-0.6228497926317117,-9.193215927464546e-15,0
1,"(1,2)",121,-23,倍音,0.016078917087640893,0.00025853157471123026,1.76583577148404e-05,49.98409828101416,20,-0.01590171898583481,-70.62923518113783,116
2,"(1,3)",121,-23,倍音,0.009411621552276523,8.857862024327596e-05,4.799659468775598e-06,-157.9489407246774,81,-0.44894072467740437,81.43772581317062,33
3,"(1,4)",121,-23,倍音,0.01481494283644786,0.00021948253124721775,2.276762901584871e-05,-94.80642467699133,106,0.19357532300863708,144.5802418608567,58
4,"(1,5)",121,-23,倍音,0.03635267052151776,0.0013215166540460265,0.0002729234453925584,53.20964147671897,21,0.7096414767189708,-67.40369198543303,117
5,"(2,3)",121,-23,倍音,0.03132619195300271,0.0009813303022763716,3.8618665663890534e-05,117.10347862373271,47,-0.3965213762672876,-3.509854838419293,143
6,"(2,4)",121,-23,倍音,0.014367278533934083,0.0002064186924716431,1.3684742954973178e-05,164.4253942116381,66,-0.574605788361906,43.81206074948609,18
7,"(2,5)",121,-23,倍音,0.03366244328859093,0.0011331600881576004,5.036414398740831e-05,12.185767512339565,5,-0.31423248766043604,-108.42756594981245,101
8,"(3,4)",121,-23,倍音,0.027653638747452705,0.0007647237359746177,0.00013936285614774097,-112.79500661013674,99,-0.2950066101367256,126.59165992771128,51
9,"(3,5)",121,-23,倍音,0.018289781710935486,0.0003345161150336702,3.28800586138923e-05,129.8807891518396,52,-0.11921084816039833,9.267455689687615,4
10,"(4,5)",121,-23,倍音,0.03881235892859675,0.0015063992056022241,8.478739968816204e-05,120.613333462152,48,0.6133334621520107,1.8766762238541044e-16,0
1,"(1,2)",122,-22,倍音,0.016750490034547975,0.000280578916397491,1.9164246682530944e-05,51.21952623142217,20,1.219526231422174,-70.62902165491226,116
2,"(1,3)",122,-22,倍音,0.009796408810611851,9.596962558463351e-05,5.200143340312429e-06,-156.75844823788725,81,0.7415517621127374,81.3930038757783,33
3,"(1,4)",122,-22,倍音,0.015403594622950408,0.00023727072730818672,2.461285581579458e-05,-93.5980140233283,107,-1.098014023328292,144.55343809033727,58
4,"(1,5)",122,-22,倍音,0.03777688147488529,0.0014270927739675314,0.0002947273313382526,54.441598245297506,22,-0.558401754702495,-67.40694964103695,117
5,"(2,3)",122,-22,倍音,0.03257968163271174,0.001061435655288855,4.1771082173093346e-05,118.33041000111247,47,0.8304100011124737,-3.518137885221968,143
6,"(2,4)",122,-22,倍音,0.014955444234773298,0.0002236653122594139,1.4828125639030339e-05,165.68226245020108,66,0.6822624502010992,43.83371456386664,18
7,"(2,5)",122,-22,倍音,0.03501405997049386,0.0012259843956173404,5.4489789459121745e-05,13.42416641640664,5,0.9241664164066398,-108.4243814699278,101
8,"(3,4)",122,-22,倍音,0.0287193960930596,0.000824803711950047,0.00015031179974049147,-111.53266033682193,99,0.9673396631780957,126.61879177684365,51
9,"(3,5)",122,-22,倍音,0.01901905950143364,0.00036172462431907317,3.555442119283902e-05,131.09010800157256,52,1.0901080015725455,9.241560115238107,4
10,"(4,5)",122,-22,倍音,0.04035845637508145,0.0016288050009793528,9.167698716151637e-05,121.84854788633444,49,-0.6514521136655449,7.734228935194074e-15,0
1,"(1,2)",123,-21,倍音,0.017489072862248618,0.00030586766958104103,2.0891532219611756e-05,52.45419517495464,21,-0.04580482504535809,-70.62832509669937,116
2,"(1,3)",123,-21,倍音,0.010218983824375248,0.00010442763040284296,5.658442902906374e-06,-155.57336038755773,82,-0.5733603875577312,81.34411934078827,33
3,"(1,4)",123,-21,倍音,0.016049050714126663,0.00025757202882460955,2.6718775129000334e-05,-92.39269110091419,107,0.10730889908579766,144.5247886274318,58
4,"(1,5)",123,-21,倍音,0.03933665317804558,0.0015473722832498433,0.00031956780382337005,55.67177657736931,22,0.6717765773693062,-67.4107436942847,117
5,"(2,3)",123,-21,倍音,0.03395432276724588,0.0011528960345823119,4.537035736232712e-05,119.55539946632867,48,-0.4446005336713195,-3.5271208053253478,143
6,"(2,4)",123,-21,倍音,0.015601652253404444,0.00024341155303615996,1.6137223309019223e-05,166.94042534451648,67,-0.5595746554835023,43.85790507286246,18
7,"(2,5)",123,-21,倍音,0.036496788398062405,0.0013320155633729425,5.920242367189105e-05,14.661440356386395,6,-0.33855964361360374,-108.42107991526761,101
8,"(3,4)",123,-21,倍音,0.029885454320416147,0.0008931403799376801,0.00016276543859379436,-110.26923282672556,100,-0.26923282672554755,126.64824690162042,51
9,"(3,5)",123,-21,倍音,0.019818823315774413,0.0003927857576218835,3.8607463595616924e-05,132.29660825007952,53,-0.2033917499204818,9.214087978425498,4
10,"(4,5)",123,-21,倍音,0.042053693885499184,0.0017685131694152715,9.954043549103254e-05,123.08252027165402,49,0.5825202716540298,-1.0917267650667535e-14,0
1,"(1,2)",124,-20,倍音,0.018304541503685254,0.000335056239660136,2.2885185073105775e-05,53.687392325365344,21,1.187392325365345,-70.62738622754127,116
2,"(1,3)",124,-20,倍音,0.010685041559146662,0.00011417011312069133,6.18634229101694e-06,-154.39537043624514,82,0.6046295637548661,81.2898510108483,33
3,"(1,4)",124,-20,倍音,0.016759254892738627,0.0002808726245597836,2.9135820879895076e-05,-91.19096590488553,108,-1.1909659048855175,144.4942555422079,58
4,"(1,5)",124,-20,倍音,0.04105147934277486,0.001685223956230271,0.0003480373304296055,56.899784880637135,23,-0.6002151193628634,-67.41499367226947,117
5,"(2,3)",124,-20,倍音,0.03546765175394589,0.0012579543209391808,4.9504756174455685e-05,120.77772105222093,48,0.7777210522209406,-3.5370575006856693,143
6,"(2,4)",124,-20,倍音,0.0163142024410115,0.00026615320128630564,1.7644904648093746e-05,168.19979154652106,67,0.6997915465210672,43.88501299361447,18
7,"(2,5)",124,-20,倍音,0.038129669289635335,0.00145387168013696,6.46184095282477e-05,15.897123187250594,6,0.8971231872505953,-108.417655365656,101
8,"(3,4)",124,-20,倍音,0.031165450814270055,0.000971285324456686,0.00017700653266392388,-109.00427655207757,100,0.9957234479224499,126.68094489501584,51
9,"(3,5)",124,-20,倍音,0.020698967158098464,0.0004284472414120388,4.211268090677891e-05,133.49970062015194,53,0.9997006201519291,9.18492206724533,4
10,"(4,5)",124,-20,倍音,0.04391947913517682,0.001928920647505232,0.00010856894062247702,124.3147785529066,50,-0.6852214470933875,-1.040461799221579e-14,0
1,"(1,2)",125,-19,倍音,0.019209622579278402,0.0003690095996383226,2.5204285077758015e-05,54.918431134343415,22,-0.08156886565658575,-70.62719284914829,116
2,"(1,3)",125,-19,倍音,0.011201536914566278,0.00012547442924839102,6.798870097290432e-06,-153.22217079253738,83,-0.7221707925373698,81.23220522397094,32
3,"(1,4)",125,-19,倍音,0.017543930502245852,0.0003077894974676324,3.192799469505112e-05,-89.99543147879113,108,0.004568521208891096,144.4589445377172,58
4,"(1,5)",125,-19,倍音,0.04294416219879791,0.0018442010669566633,0.000380869743600609,58.126188712590974,23,0.6261887125909762,-67.41943527090072,117
5,"(2,3)",125,-19,倍音,0.03714117461239129,0.0013794668515881392,5.428668513784337e-05,121.99808124336893,49,-0.5019187566310545,-3.5475427401227773,143
6,"(2,4)",125,-19,倍音,0.017103544067357073,0.0002925312196640253,1.939366294531163e-05,169.45826692937956,68,-0.5417330706204251,43.912642945887846,18
7,"(2,5)",125,-19,倍音,0.03993561345700833,0.0015948532221875848,7.088443915425496e-05,17.132002041223128,7,-0.36799795877687186,-108.41362194226858,101
8,"(3,4)",125,-19,倍音,0.032576329110066235,0.0010612172182873488,0.0001933956742498633,-107.7379367314738,101,-0.2379367314738043,126.71643928503451,51
9,"(3,5)",125,-19,倍音,0.02167169899712633,0.00046966253742204635,4.616379021869223e-05,134.69718767034465,54,-0.30281232965533894,9.15156368685295,4
10,"(4,5)",125,-19,倍音,0.04598188468337901,0.002114333719035565,0.00011900488093948439,125.5456239834917,50,0.5456239834917161,-1.5788785912547817e-15,0
1,"(1,2)",126,-18,倍音,0.020219259324474412,0.00040881844763034547,2.7923329661940907e-05,56.148770853221755,22,1.1487708532217578,-70.6266426047839,116
2,"(1,3)",126,-18,倍音,0.011776165519960146,0.00013867807435349823,7.514313621664938e-06,-152.05355874957488,83,0.44644125042514166,81.17102779241948,32
3,"(1,4)",126,-18,倍音,0.018415380107984006,0.000339126224521533,3.5178654198929804e-05,-88.8061365573233,108,1.193863442676684,144.41844998467104,58
4,"(1,5)",126,-18,倍音,0.04504133611985928,0.0020287219594621398,0.0004189775325379027,59.35053684075969,24,-0.6494631592403086,-67.42487661724599,117
5,"(2,3)",126,-18,倍音,0.03899980399191145,0.001520984711407512,5.985589145008718e-05,123.21692052961559,49,0.7169205296155999,-3.5584929283900846,143
6,"(2,4)",126,-18,倍音,0.01798276660106866,0.00032337989462851054,2.1438808093435704e-05,170.71742591623766,68,0.7174259162376816,43.94201245823201,18
7,"(2,5)",126,-18,倍音,0.04194181058889274,0.0017591154754745555,7.818519732840848e-05,18.366356872762015,7,0.8663568727620152,-108.40905658524365,101
8,"(3,4)",126,-18,倍音,0.03413904032855092,0.001165474074554426,0.00021239538954423288,-106.47043575803306,101,1.0295642419669244,126.75415078396131,51
9,"(3,5)",126,-18,倍音,0.022752246019813835,0.0005176646989461345,5.088199007087778e-05,135.88942604526088,54,0.8894260452608866,9.114012587255226,4
10,"(4,5)",126,-18,倍音,0.048271861502198095,0.0023301726128873946,0.000131153333018593,126.77541345800566,51,-0.7245865419943512,-1.0481504687275737e-15,0
1,"(1,2)",127,-17,倍音,0.021349867186056293,0.0004558168288622433,3.113343747464531e-05,57.378058834304646,23,-0.12194116569535564,-70.62407777096762,116
2,"(1,3)",127,-17,倍音,0.012418820149553075,0.00015422709390694548,8.356841973595834e-06,-150.8999929594769,84,-0.8999929594768763,81.09787043525087,32
3,"(1,4)",127,-17,倍音,0.019387752432080383,0.0003758849443676388,3.899175445705917e-05,-87.61913993443656,109,-0.11913993443655636,144.3787234602912,58
4,"(1,5)",127,-17,倍音,0.04737779637216331,0.0022446555890821705,0.00046357277088891844,60.57026151494823,24,0.5702615149482315,-67.43187509032403,117
5,"(2,3)",127,-17,倍音,0.041073704894732485,0.0016870492337795714,6.639109193583971e-05,124.43055189930777,50,-0.5694481006922094,-3.571584705964483,143
6,"(2,4)",127,-17,倍音,0.01896640250609433,0.00035972442402318127,2.3848306654976402e-05,171.98245996573738,69,-0.5175400342626258,43.98032336046513,18
7,"(2,5)",127,-17,倍音,0.04418227499167221,0.0019520734234397437,8.676135702234396e-05,19.597234802387742,8,-0.40276519761225654,-108.40490180288451,101
8,"(3,4)",127,-17,倍音,0.03587684488980572,0.001287147999247179,0.00023456918233526772,-105.20090732866751,102,-0.20090732866751496,126.79695606606025,51
9,"(3,5)",127,-17,倍音,0.023957990320467984,0.0005739853001956376,5.6417821042928034e-05,137.079471959992,55,-0.4205280400079944,9.07733535471975,4
10,"(4,5)",127,-17,倍音,0.05082690298931096,0.0025833740674848274,0.00014540472989449217,128.00213660527226,51,0.5021366052722452,4.259722030065801e-15,0
1,"(1,2)",128,-16,倍音,0.02262466277961282,0.0005118753658911976,3.496237674805354e-05,58.60174052054766,23,1.1017405205476627,-70.62271446409895,116
2,"(1,3)",128,-16,倍音,0.013143636000493968,0.00017275516731348107,9.360791264289359e-06,-149.76282557972792,84,0.2371744202720902,81.0127194356255,32
3,"(1,4)",128,-16,倍音,0.020477883172541164,0.00041934369922824456,4.349987090046986e-05,-86.4394565591051,109,1.0605434408949221,144.33608845624832,58
4,"(1,5)",128,-16,倍音,0.04999816366595006,0.0024998163699671283,0.0005162693140879517,61.7862239208015,25,-0.7137760791984971,-67.43823106384511,117
5,"(2,3)",128,-16,倍音,0.043403497543581714,0.0018838635990157037,7.413640271578183e-05,125.63764781735689,50,0.6376478173569003,-3.586807167289721,143
6,"(2,4)",128,-16,倍音,0.020072692768657655,0.0004029129949849213,2.671153810522514e-05,173.24795630678588,69,0.7479563067858604,44.02350132213925,18
7,"(2,5)",128,-16,倍音,0.04670049644733591,0.0021809363684276344,9.69333410475608e-05,20.824053226832888,8,0.8240532268328871,-108.40040175781373,101
8,"(3,4)",128,-16,倍音,0.037817384786900964,0.0014301545921205285,0.0002606306294870123,-103.92841113760493,102,1.0715888623950398,126.84713387774848,51
9,"(3,5)",128,-16,倍音,0.02531025563356907,0.0006406090402366148,6.296636199260265e-05,138.26211822507494,55,0.762118225074936,9.037663240428323,4
10,"(4,5)",128,-16,倍音,0.05369541810791106,0.002883197925783383,0.00016228026010923601,129.2244549846466,52,-0.7755450153533974,-9.673782687330877e-16,0
1,"(1,2)",129,-15,倍音,0.024077879101056226,0.0005797442620050802,3.9597993293649196e-05,59.82332103512133,24,-0.17667896487866092,-70.62366622887778,116
2,"(1,3)",129,-15,倍音,0.013965563154245013,0.00019503695421520592,1.0568136661975455e-05,-148.62020545646646,85,-1.120205456466468,80.93280727953442,32
3,"(1,4)",129,-15,倍音,0.02171035786458334,0.0004713396386082756,4.889357695720239e-05,-85.27990424692942,110,-0.2799042469294209,144.2731084890715,58
4,"(1,5)",129,-15,倍音,0.05295002498228748,0.002803705145624868,0.0005790293038426839,63.002236934345774,25,0.5022369343457792,-67.44475032965335,117
5,"(2,3)",129,-15,倍音,0.04603878876597822,0.0021195700710383626,8.341224940750525e-05,126.84679195771359,51,-0.653208042286414,-3.6001953062855323,143
6,"(2,4)",129,-15,倍音,0.021329728281556184,0.0004549573085650177,3.0161870267897278e-05,174.504263947703,70,-0.49573605229699963,44.0572766837039,18
7,"(2,5)",129,-15,倍音,0.049547397519584306,0.002454944600963709,0.00010911184099774859,22.053362735959038,9,-0.4466372640409616,-108.39362452804006,101
8,"(3,4)",129,-15,倍音,0.04000245277631555,0.0016001962281213555,0.00029161892884574484,-102.65260781130448,103,-0.15260781130448212,126.90040492469642,51
9,"(3,5)",129,-15,倍音,0.026840036171680584,0.0007203875416971221,7.080790291174774e-05,139.42799520288702,56,-0.5720047971129811,8.981007938887899,4
10,"(4,5)",129,-15,倍音,0.056937654277439076,0.0032418964746171765,0.00018246954135316506,130.44698726399912,52,0.446987263999109,1.305277773564551e-14,0
1,"(1,2)",130,-14,倍音,0.02574335365530782,0.0006627202574222504,4.5265462771827804e-05,61.05108564549605,24,1.0510856454960544,-70.61866975766567,116
2,"(1,3)",130,-14,倍音,0.014900761862137039,0.00022203270407211768,1.2030909575592383e-05,-147.48508116633627,85,0.014918833663742507,80.84516343050204,32
3,"(1,4)",130,-14,倍音,0.023115573546483786,0.000534329740382901,5.542774284605786e-05,-84.12843924774687,110,0.8715607522531471,144.20180534909142,58
4,"(1,5)",130,-14,倍音,0.056292351888574385,0.003168828881147084,0.0006544357147934865,64.210881009147,26,-0.7891189908529961,-67.4588743940147,117
5,"(2,3)",130,-14,倍音,0.049035011777164475,0.0024044323799866586,9.462254449775095e-05,128.0553405370479,51,0.5553405370478911,-3.6144148661138233,143
6,"(2,4)",130,-14,倍音,0.02276939058814574,0.0005184451477555399,3.437086292106178e-05,175.76963390781015,70,0.769633907810153,44.09987850464843,18
7,"(2,5)",130,-14,倍音,0.052786371284497084,0.002786400993384778,0.00012384366719591936,23.282778360782196,9,0.7827783607821945,-108.38697704237953,101
8,"(3,4)",130,-14,倍音,0.042485666934667654,0.0018050318948835125,0.0003289480742848091,-101.37322866945594,103,1.1267713305440168,126.95701592738234,51
9,"(3,5)",130,-14,倍音,0.02858396680407326,0.0008170431582563622,8.030831916975023e-05,140.58939391168659,56,0.5893939116865913,8.919638508524873,4
10,"(4,5)",130,-14,倍音,0.060625244881268636,0.003675420316913789,0.0002068703503515048,131.66975540316173,53,-0.8302445968382839,8.61287966952091e-15,0
1,"(1,2)",131,-13,倍音,0.02765543974544292,0.0007648233475138239,5.2239360991576915e-05,62.26555067900389,25,-0.23444932099610213,-70.61261954764286,116
2,"(1,3)",131,-13,倍音,0.015982802135098336,0.00025544996408970394,1.3841633969621532e-05,-146.41849076310686,85,1.081509236893154,80.70333901024638,32
3,"(1,4)",131,-13,倍音,0.024721420913259497,0.000611148651970544,6.339641566247777e-05,-82.96421575831758,111,-0.4642157583175383,144.15761401503568,58
4,"(1,5)",131,-13,倍音,0.060127124084888746,0.0036152710507196084,0.0007466362441740405,65.40333450533686,26,0.4033345053368485,-67.4748357213099,117
5,"(2,3)",131,-13,倍音,0.052473821599555985,0.002753501953262028,0.0001083596125496472,129.23805765877387,52,-0.7619423412261378,-3.6401125678729,143
6,"(2,4)",131,-13,倍音,0.024418849660869962,0.0005962802187601691,3.953102030228714e-05,177.06027189809882,71,-0.43972810190119754,44.182101671452045,18
7,"(2,5)",131,-13,倍音,0.056514097248134325,0.0031938431877715835,0.0001419527389494143,24.495359567944856,10,-0.5046404320551436,-108.3828106587019,101
8,"(3,4)",131,-13,倍音,0.04531190357004791,0.002053168605141321,0.00037416837938304194,-100.09386599048433,104,-0.09386599048435408,127.02796378286892,51
9,"(3,5)",131,-13,倍音,0.030576793388500827,0.0009349402939230678,9.189659416433792e-05,141.75866991039538,57,-0.7413300896046188,8.880499683748614,4
