case,step,C_memory,delta_C_memory_forward,R2_memory,R3_memory,reaction_memory_abs_sum,c_effect_increment_abs,blind_signal_ratio,Q_raw,Q_closed
R_decay_0_96,34,3.457728889780659e-06,1.585395372455989e-08,7.292744990333067e-06,4.557965618958167e-06,1.1850710609291235e-05,1.585395372455989e-11,1.3378061659973385e-06,1.5308439499071893e-08,0.0
R_decay_0_96,35,3.473582843505219e-06,1.459205609199394e-08,7.384758802277747e-06,4.61547425142359e-06,1.2000233053701338e-05,1.459205609199394e-11,1.2159810585922899e-06,1.5473815897206557e-08,0.0
R_decay_0_96,36,3.488174899597213e-06,1.3431187026196505e-08,7.473100483033639e-06,4.670687801896025e-06,1.2143788284929664e-05,1.3431187026196506e-11,1.1060129434951112e-06,1.5631963184526874e-08,0.0
R_decay_0_96,37,3.5016060866234094e-06,1.2363261176106312e-08,7.5579170185523855e-06,4.723698136595241e-06,1.2281615155147625e-05,1.2363261176106313e-11,1.0066478244047948e-06,1.5783221241771037e-08,0.0
R_decay_0_96,38,3.5139693477995157e-06,1.1380840141433713e-08,7.639349511325332e-06,4.774593444578334e-06,1.2413942955903665e-05,1.1380840141433713e-11,9.167788334343326e-07,1.5927912303703184e-08,0.0
R_decay_0_96,39,3.5253501879409494e-06,1.0477080711701667e-08,7.717533415882922e-06,4.823458384926823e-06,1.2540991800809745e-05,1.0477080711701667e-11,8.354268050015936e-07,1.606634198875069e-08,0.0
R_decay_0_96,40,3.535827268652651e-06,9.645687246332966e-09,7.792598764867638e-06,4.870374228042272e-06,1.266297299290991e-05,9.645687246332966e-12,7.617237477907957e-07,1.619880026156256e-08,0.0
R_decay_0_96,41,3.545472955898984e-06,8.880867864551474e-09,7.8646703860579e-06,4.915418991286188e-06,1.2780089377344089e-05,8.880867864551473e-12,6.948987289787689e-07,1.632556233324307e-08,0.0
R_decay_0_96,42,3.5543538237635355e-06,8.177294140244716e-09,7.933868110705034e-06,4.958667569190648e-06,1.2892535679895682e-05,8.177294140244716e-12,6.342657754281957e-07,1.6446889503659217e-08,0.0
R_decay_0_96,43,3.5625311179037802e-06,7.530064021419487e-09,8.000306973531053e-06,5.000191858456909e-06,1.3000498831987961e-05,7.530064021419487e-12,5.792134685548856e-07,1.656302994989174e-08,0.0
R_decay_0_96,44,3.5700611819251997e-06,6.934667716282783e-09,8.064097404721093e-06,5.040060877950684e-06,1.3104158282671778e-05,6.934667716282783e-12,5.291959671650799e-07,1.6674219464596974e-08,0.0
R_decay_0_96,45,3.5769958496414825e-06,6.386956308567924e-09,8.125345414230881e-06,5.078340883894302e-06,1.3203686298125184e-05,6.386956308567924e-12,4.837252388732395e-07,1.6780682147766666e-08,0.0
R_decay_0_96,46,3.5833828059500504e-06,5.883112883813192e-09,8.184152768716856e-06,5.115095480448037e-06,1.3299248249164893e-05,5.883112883813192e-12,4.423643181623152e-07,1.6882631055114943e-08,0.0
C_source_half,1,2.806395063865378e-07,1.2371564570928821e-07,7.287272561406077e-07,4.5545453508787983e-07,1.1841817912284875e-06,1.2371564570928822e-10,0.00010447352477945451,1.4648212976150256e-09,0.0
C_source_half,2,4.04355152095826e-07,1.138188458502614e-07,1.0393962300483815e-06,6.496226437802383e-07,1.6890188738286197e-06,1.1381884585026141e-10,6.738755120732316e-05,2.0933740259244465e-09,0.0
C_source_half,3,5.181739979460874e-07,1.0471391151405963e-07,1.3189994920825851e-06,8.243746825516154e-07,2.1433741746342005e-06,1.0471391151405963e-10,4.885470430375539e-05,2.661548172580288e-09,0.0
C_source_half,4,6.22887909460147e-07,9.633748130504192e-08,1.570643932336062e-06,9.816524577100384e-07,2.5522963900461005e-06,9.633748130504191e-11,3.774541298602935e-05,3.175184299506247e-09,0.0
C_source_half,5,7.192253907651889e-07,8.863126395471688e-08,1.7971257200007588e-06,1.1232035750004742e-06,2.920329295001233e-06,8.863126395471688e-11,3.0349749977315297e-05,3.639554685766422e-09,0.0
C_source_half,6,8.078566547199058e-07,8.154163259001977e-08,2.0009613786472885e-06,1.250600861654555e-06,3.2515622403018433e-06,8.154163259001977e-11,2.5077678532289218e-05,4.05941889502175e-09,0.0
C_source_half,7,8.893982873099256e-07,7.501925147228003e-08,2.1844157536575746e-06,1.3652598460359842e-06,3.549675599693559e-06,7.501925147228003e-11,2.1134114756502367e-05,4.439073887003484e-09,0.0
C_source_half,8,9.644175387822056e-07,6.901873260800795e-08,2.34952718262718e-06,1.4684544891419875e-06,3.8179816717691676e-06,6.901873260800796e-11,1.8077282329128158e-05,4.782399210551372e-09,0.0
C_source_half,9,1.0334362713902136e-06,6.349831984066839e-08,2.498130148469035e-06,1.5613313427931472e-06,4.059461491262182e-06,6.349831984066839e-11,1.564205498126927e-05,5.092897762652395e-09,0.0
C_source_half,10,1.096934591230882e-06,5.841959822396958e-08,2.6318756669742795e-06,1.6449222918589244e-06,4.276797958833204e-06,5.841959822396959e-11,1.3659658180324145e-05,5.3737325500640864e-09,0.0
C_source_half,11,1.1553541894548515e-06,5.3747226653266336e-08,2.7522496354077335e-06,1.7201560221298338e-06,4.472405657537567e-06,5.374722665326634e-11,1.2017520495414693e-05,5.627759846992419e-09,0.0
C_source_half,12,1.2091014161081179e-06,4.944869189362783e-08,2.860589346055494e-06,1.7878683412846836e-06,4.648457687340178e-06,4.944869189362783e-11,1.0637655588067127e-05,5.857559103448297e-09,0.0
C_source_half,13,1.2585501080017457e-06,4.549408229212044e-08,2.9580983482482404e-06,1.8488114676551503e-06,4.8069098159033905e-06,4.5494082292120436e-11,9.464309511613018e-06,6.065459923905137e-09,0.0
C_source_half,14,1.3040441902938661e-06,4.1855879598921657e-08,3.0458598240296664e-06,1.9036623900185422e-06,4.949522214048208e-06,4.185587959892166e-11,8.456549498883405e-06,6.2535664043420746e-09,0.0
C_source_half,15,1.3459000698927878e-06,3.850876744797759e-08,3.1248486261207574e-06,1.953030391325474e-06,5.077879017446231e-06,3.8508767447977584e-11,7.5836323228008746e-06,6.42377908733902e-09,0.0
C_source_half,16,1.3844088373407654e-06,3.5429455163919856e-08,3.1959421119640698e-06,1.997463819977544e-06,5.193405931941614e-06,3.542945516391986e-11,6.82200768209046e-06,6.577814769282378e-09,0.0
C_source_half,17,1.4198382925046852e-06,3.259651566866483e-08,3.2599298942523626e-06,2.037456183907727e-06,5.29738607816009e-06,3.2596515668664826e-11,6.153320748709028e-06,6.717224370664774e-09,0.0
C_source_half,18,1.45243480817335e-06,2.999023635929854e-08,3.3175226163042863e-06,2.0734516351901794e-06,5.390974251494465e-06,2.999023635929854e-11,5.563045742795889e-06,6.843409059667817e-09,0.0
C_source_half,19,1.4824250445326486e-06,2.7592481919170612e-08,3.369359849812407e-06,2.105849906132754e-06,5.475209755945161e-06,2.7592481919170612e-11,5.039529652578113e-06,6.95763480047781e-09,0.0
C_source_half,20,1.5100175264518192e-06,2.5386568107181414e-08,3.4160172027353626e-06,2.135010751709601e-06,5.551027954444964e-06,2.5386568107181416e-11,4.573309360990197e-06,7.061045480896781e-09,0.0
C_source_half,21,1.5354040945590006e-06,2.335714564671848e-08,3.458012716327837e-06,2.1612579477048983e-06,5.619270664032735e-06,2.3357145646718483e-11,4.1566151629286275e-06,7.154674758591736e-09,0.0
C_source_half,22,1.5587612402057191e-06,2.1490093405967733e-08,3.4958126224018675e-06,2.1848828890011678e-06,5.680695511403035e-06,2.1490093405967734e-11,3.783003923169268e-06,7.239456751608753e-09,0.0
C_source_half,23,1.5802513336116869e-06,1.9772420126062975e-08,3.5298365248029246e-06,2.2061478280018285e-06,5.735984352804753e-06,1.9772420126062976e-11,3.447084041711996e-06,7.316235686416439e-09,0.0
C_source_half,24,1.6000237537377498e-06,1.819217401300797e-08,3.560462062685186e-06,2.225288789178243e-06,5.785750851863428e-06,1.819217401300797e-11,3.1443065003652516e-06,7.385774605601179e-09,0.0
C_source_half,25,1.6182159277507578e-06,1.673835956406561e-08,3.58802910741143e-06,2.2425181921321444e-06,5.830547299543574e-06,1.673835956406561e-11,2.870804180831518e-06,7.448763227294332e-09,0.0
C_source_half,26,1.6349542873148234e-06,1.5400861049679057e-08,3.6128435397198315e-06,2.2580272123248963e-06,5.870870752044727e-06,1.5400861049679058e-11,2.6232669224263185e-06,7.505825039359551e-09,0.0
C_source_half,27,1.6503551483645025e-06,1.4170372118327009e-08,3.6351806491353355e-06,2.2719879057095854e-06,5.907168554844921e-06,1.4170372118327008e-11,2.3988433691645386e-06,7.557523703209424e-09,0.0
C_source_half,28,1.6645255204828295e-06,1.3038331034302661e-08,3.6552881934049696e-06,2.284555120878106e-06,5.9398433142830755e-06,1.3038331034302662e-11,2.1950631261518987e-06,7.604368834765905e-09,0.0
C_source_half,29,1.6775638515171321e-06,1.1996861097680683e-08,3.6733891519582373e-06,2.295868219973899e-06,5.969257371932136e-06,1.1996861097680684e-11,2.009774474474959e-06,7.646821223449267e-09,0.0
C_source_half,30,1.6895607126148128e-06,1.1038715831762977e-08,3.689684203993204e-06,2.306052627495753e-06,5.995736831488957e-06,1.1038715831762978e-11,1.8410941210409443e-06,7.685297544103773e-09,0.0
C_source_half,31,1.7005994284465758e-06,1.0157228556492159e-08,3.704353958728532e-06,2.3152212242053333e-06,6.019575182933866e-06,1.015722855649216e-11,1.6873663419453552e-06,7.72017461138044e-09,0.0
C_source_half,32,1.710756657003068e-06,9.346265996870817e-09,3.7175609626074194e-06,2.323475601629638e-06,6.041036564237058e-06,9.346265996870818e-12,1.5471295194935123e-06,7.751793221240126e-09,0.0
C_source_half,33,1.7201029229999388e-06,8.600185603487199e-09,3.7294515057605494e-06,2.3309071911003445e-06,6.060358696860894e-06,8.600185603487198e-12,1.4190885446998157e-06,7.780461619860832e-09,0.0
C_source_half,34,1.728703108603426e-06,7.913796288110874e-09,3.740157247804192e-06,2.3375982798776202e-06,6.077755527681812e-06,7.913796288110874e-12,1.302091907459359e-06,7.806458636285237e-09,0.0
C_source_half,35,1.7366169048915368e-06,7.282322301075693e-09,3.749796681041807e-06,2.34362292565113e-06,6.093419606692937e-06,7.282322301075693e-12,1.1951125593052676e-06,7.830036511584472e-09,0.0
C_source_half,36,1.7438992271926125e-06,6.701369999037103e-09,3.758476447330479e-06,2.34904777958155e-06,6.107524226912029e-06,6.701369999037103e-12,1.0972318324188331e-06,7.851423454104641e-09,0.0
C_source_half,37,1.7506005971916496e-06,6.16689727183863e-09,3.7662925232471785e-06,2.3539328270294867e-06,6.120225350276665e-06,6.16689727183863e-12,1.007625850175575e-06,7.870825947468314e-09,0.0
C_source_half,38,1.7567674944634883e-06,5.6751854156770635e-09,3.7733312867262348e-06,2.358332054203897e-06,6.131663340930132e-06,5.675185415677063e-12,9.255539810533982e-07,7.88843083539362e-09,0.0
C_source_half,39,1.7624426798791653e-06,5.222813256844136e-09,3.779670477022124e-06,2.3622940481388272e-06,6.141964525160951e-06,5.222813256844136e-12,8.503489779936936e-07,7.904407205040117e-09,0.0
C_source_half,40,1.7676654931360095e-06,4.8066333459369015e-09,3.7853800586661055e-06,2.365862536666316e-06,6.151242595332422e-06,4.806633345936902e-12,7.814085156687182e-07,7.91890808846843e-09,0.0
C_source_half,41,1.7724721264819464e-06,4.423750056871149e-09,3.7905229990183434e-06,2.3690768743864652e-06,6.159599873404808e-06,4.423750056871149e-12,7.181878933356521e-07,7.932071999886755e-09,0.0
C_source_half,42,1.7768958765388175e-06,4.0714994382825285e-09,3.7951559680568296e-06,2.3719724800355195e-06,6.167128448092349e-06,4.0714994382825285e-12,6.601937145547776e-07,7.944024324631165e-09,0.0
C_source_half,43,1.7809673759771e-06,3.74743067707871e-09,3.7993299681802288e-06,2.3745812301126422e-06,6.1739111982928714e-06,3.74743067707871e-12,6.06978389665679e-07,7.954878574269971e-09,0.0
C_source_half,44,1.7847148066541788e-06,3.4492890451695236e-09,3.803090901023973e-06,2.3769318131399834e-06,6.180022714163956e-06,3.4492890451695237e-12,5.581353345618163e-07,7.964737520818137e-09,0.0
C_source_half,45,1.7881640956993483e-06,3.1750002106606677e-09,3.8064800775889458e-06,2.3790500484930904e-06,6.185530126082036e-06,3.1750002106606676e-12,5.132947614745089e-07,7.973694221781382e-09,0.0
C_source_half,46,1.791339095910009e-06,2.922655804372899e-09,3.8095346773520316e-06,2.3809591733450196e-06,6.190493850697051e-06,2.9226558043728988e-12,4.721199753786698e-07,7.981832946607061e-09,0.0
C_source_double,1,1.1225580250768597e-06,4.948625815043658e-07,7.287272558327526e-07,4.5545453489547037e-07,1.1841817907282229e-06,4.948625815043658e-10,0.0004178940981688679,2.306739815805083e-09,0.0
C_source_double,2,1.6174206065812255e-06,4.5527538087663226e-07,1.0393962288723747e-06,6.496226430452342e-07,1.6890188719176088e-06,4.5527538087663226e-10,0.0002695502036396671,3.306439478498835e-09,0.0
C_source_double,3,2.0726959874578578e-06,4.188556420700972e-07,1.3189994892735907e-06,8.243746807959945e-07,2.1433741700695852e-06,4.1885564207009724e-10,0.00019541881577144274,4.216070157527443e-09,0.0
C_source_double,4,2.491551629527955e-06,3.85349919553037e-07,1.570643926966004e-06,9.816524543537525e-07,2.5522963813197562e-06,3.85349919553037e-10,0.0001509816502399216,5.043848010847712e-09,0.0
C_source_double,5,2.876901549080992e-06,3.545250482959215e-07,1.797125711013823e-06,1.123203569383639e-06,2.920329280397462e-06,3.5452504829592154e-10,0.00012139899794028366,5.797230829478454e-09,0.0
C_source_double,6,3.2314265973769135e-06,3.2616652084522246e-07,2.0009613648903354e-06,1.2506008530564592e-06,3.2515622179467948e-06,3.261665208452225e-10,0.00010031071189256866,6.4829888153237076e-09,0.0
C_source_double,7,3.557593118222136e-06,3.000769942799051e-07,2.184415733906108e-06,1.3652598336913173e-06,3.549675567597425e-06,3.0007699427990507e-10,8.453645651988704e-05,7.107268685819561e-09,0.0
C_source_double,8,3.857670112502041e-06,2.760749166551468e-07,2.349527155607412e-06,1.4684544722546325e-06,3.817981627862045e-06,2.760749166551468e-10,7.230912653965296e-05,7.675651740364085e-09,0.0
C_source_double,9,4.133745029157188e-06,2.539932633699436e-07,2.498130112876555e-06,1.5613313205478466e-06,4.059461433424402e-06,2.539932633699436e-10,6.256821687690844e-05,8.193206462581587e-09,0.0
C_source_double,10,4.387738292527131e-06,2.3367837466069808e-07,2.6318756214897504e-06,1.6449222634310941e-06,4.276797884920844e-06,2.3367837466069807e-10,5.463862940182478e-05,8.664536177447974e-09,0.0
C_source_double,11,4.6214166671878295e-06,2.149888861272745e-07,2.752249578710018e-06,1.7201559866937616e-06,4.472405565403779e-06,2.1498888612727452e-10,4.807007839144052e-05,9.09382223259161e-09,0.0
C_source_double,12,4.836405553315104e-06,1.9779474484559175e-07,2.8605892768325244e-06,1.7878682980203276e-06,4.648457574852852e-06,1.9779474484559176e-10,4.255061849238303e-05,9.484863128167956e-09,0.0
C_source_double,13,5.034200298160696e-06,1.8197630421712475e-07,2.958098265205958e-06,1.8488114157537234e-06,4.806909680959681e-06,1.8197630421712477e-10,3.785723391848584e-05,9.841109979120377e-09,0.0
C_source_double,14,5.2161766023778205e-06,1.674234912536229e-07,3.0458597258992693e-06,1.9036623286870433e-06,4.949522054586312e-06,1.6742349125362291e-10,3.382619360155905e-05,1.0165698656964132e-08,0.0
C_source_double,15,5.383600093631443e-06,1.5403504050001348e-07,3.124848511664507e-06,1.953030319790316e-06,5.077878831454823e-06,1.540350405000135e-10,3.033452463375975e-05,1.0461478925086268e-08,0.0
C_source_double,16,5.537635134131457e-06,1.4171778926229805e-07,3.1959419799798427e-06,1.997463737487401e-06,5.193405717467244e-06,1.4171778926229805e-10,2.7288025810433306e-05,1.07310408515987e-08,0.0
C_source_double,17,5.679352923393755e-06,1.303860292341577e-07,3.2599297435771444e-06,2.0374560897357153e-06,5.29738583331286e-06,1.303860292341577e-10,2.461327781982936e-05,1.0976738756706617e-08,0.0
C_source_double,18,5.809738952627913e-06,1.199609100086842e-07,3.317522445816741e-06,2.0734515286354632e-06,5.390973974452204e-06,1.199609100086842e-10,2.2252177542903803e-05,1.120071292708012e-08,0.0
C_source_double,19,5.929699862636597e-06,1.1036989032291318e-07,3.3693596584346777e-06,2.105849786521673e-06,5.475209444956351e-06,1.1036989032291318e-10,2.0158112932936954e-05,1.1404909307592948e-08,0.0
C_source_double,20,6.04006975295951e-06,1.0154623321513038e-07,3.416016989434209e-06,2.135010618396381e-06,5.55102760783059e-06,1.0154623321513038e-10,1.8293231522012895e-05,1.1591097360790103e-08,0.0
C_source_double,21,6.14161598617464e-06,9.34285415807223e-08,3.4580124801152284e-06,2.1612578000720187e-06,5.619270280187247e-06,9.34285415807223e-11,1.6626454490031943e-05,1.176088626636189e-08,0.0
C_source_double,22,6.235044527755363e-06,8.596033089357104e-08,3.4958123623351047e-06,2.1848827264594407e-06,5.680695088794545e-06,8.596033089357105e-11,1.5132009296385595e-05,1.191573961654991e-08,0.0
C_source_double,23,6.321004858648934e-06,7.908963611873444e-08,3.529836239984377e-06,2.2061476499902365e-06,5.735983889974613e-06,7.908963611873444e-11,1.3788329541330787e-05,1.2056988748623547e-08,0.0
C_source_double,24,6.400094494767668e-06,7.276865008022075e-08,3.560461752261725e-06,2.2252885951635785e-06,5.785750347425303e-06,7.276865008022076e-11,1.2577219152327111e-05,1.2185844842192969e-08,0.0
C_source_double,25,6.472863144847889e-06,6.695339076664535e-08,3.5880287705735846e-06,2.242517981608492e-06,5.830546752182076e-06,6.695339076664536e-11,1.1483209656382245e-05,1.2303409897029968e-08,0.0
C_source_double,26,6.539816535614534e-06,6.160339525897366e-08,3.612843175700763e-06,2.2580269848129774e-06,5.870870160513741e-06,6.160339525897366e-11,1.0493060410926025e-05,1.2410686696128274e-08,0.0
C_source_double,27,6.601419930873508e-06,5.6681438149987966e-08,3.635180257209623e-06,2.2719876607560156e-06,5.907167917965639e-06,5.668143814998797e-11,9.595365992153548e-06,1.2508587848839148e-08,0.0
C_source_double,28,6.658101369023496e-06,5.2153272495491415e-08,3.6552877728872946e-06,2.28455485805456e-06,5.939842630941854e-06,5.2153272495491414e-11,8.780244820597496e-06,1.2597943999965351e-08,0.0
C_source_double,29,6.710254641518987e-06,4.79873914942089e-08,3.6733887022019603e-06,2.2958679388762262e-06,5.9692566410781866e-06,4.79873914942089e-11,8.039090020686606e-06,1.2679511282597172e-08,0.0
C_source_double,30,6.758242033013196e-06,4.4154809237589575e-08,3.689683724388881e-06,2.306052327743051e-06,5.995736052131932e-06,4.4154809237589576e-11,7.364368420102357e-06,1.2753978085145126e-08,0.0
C_source_double,31,6.802396842250786e-06,4.0628859003545525e-08,3.704353448702385e-06,2.3152209054389907e-06,6.019574354141376e-06,4.062885900354553e-11,6.749457123258805e-06,1.2821971196392164e-08,0.0
C_source_double,32,6.843025701254331e-06,3.738500769010589e-08,3.717560421619794e-06,2.323475263512371e-06,6.041035685132165e-06,3.7385007690105896e-11,6.188509659381029e-06,1.2884061386386498e-08,0.0
C_source_double,33,6.880410708944437e-06,3.440068509759502e-08,3.7294509333043523e-06,2.3309068333152196e-06,6.060357766619572e-06,3.440068509759502e-11,5.676345592511694e-06,1.2940768475564013e-08,0.0
C_source_double,34,6.914811394042032e-06,3.165512687100579e-08,3.7401566434033424e-06,2.337597902127089e-06,6.077754545530432e-06,3.1655126871005786e-11,5.208358882193573e-06,1.2992565939572463e-08,0.0
C_source_double,35,6.946466520913038e-06,2.912923000956026e-08,3.7497960442497143e-06,2.3436225276560706e-06,6.0934185719057845e-06,2.912923000956026e-11,4.78044133450195e-06,1.3039885092818823e-08,0.0
C_source_double,36,6.975595750922598e-06,2.680541993776687e-08,3.758475777728529e-06,2.3490473610803305e-06,6.107523138808859e-06,2.680541993776687e-11,4.388918278088536e-06,1.3083118889731458e-08,0.0
C_source_double,37,7.002401170860365e-06,2.4667528212893156e-08,3.7662918204432695e-06,2.353932387777044e-06,6.120224208220314e-06,2.4667528212893156e-11,4.0304942063660395e-06,1.3122625379080681e-08,0.0
C_source_double,38,7.027068699073258e-06,2.2700680017640033e-08,3.7733305503533538e-06,2.3583315939708455e-06,6.131662144324199e-06,2.2700680017640035e-11,3.702206593142615e-06,1.3158730843397461e-08,0.0
C_source_double,39,7.049769379090898e-06,2.089119065510428e-08,3.7796697067369542e-06,2.362293566710596e-06,6.14196327344755e-06,2.0891190655104282e-11,3.4013864500654743e-06,1.3191732652538445e-08,0.0
C_source_double,40,7.070660569746003e-06,1.922647032566241e-08,3.785379254147698e-06,2.3658620338423115e-06,6.15124128799001e-06,1.9226470325662412e-11,3.1256244756974712e-06,1.3221901857736012e-08,0.0
C_source_double,41,7.089887040071665e-06,1.7694936523003147e-08,3.790522159966834e-06,2.369076349979271e-06,6.159598509946105e-06,1.769493652300315e-11,2.8727418669302155e-06,1.3249485550017771e-08,0.0
C_source_double,42,7.107581976594668e-06,1.6285933439734467e-08,3.7951550941922016e-06,2.371971933870126e-06,6.167127028062328e-06,1.6285933439734468e-11,2.640765037857734e-06,1.3274709004656995e-08,0.0
C_source_double,43,7.123867910034403e-06,1.4989657821636283e-08,3.799329059241135e-06,2.37458066202571e-06,6.173909721266845e-06,1.4989657821636283e-11,2.42790362968905e-06,1.3297777631301252e-08,0.0
C_source_double,44,7.138857567856039e-06,1.379709075451409e-08,3.8030899567666187e-06,2.3769312229791367e-06,6.180021179745756e-06,1.379709075451409e-11,2.2325313058363495e-06,1.3318878747601795e-08,0.0
C_source_double,45,7.152654658610553e-06,1.2699934909063579e-08,3.8064790977860036e-06,2.379049436116253e-06,6.1855285339022565e-06,1.269993490906358e-11,2.0531689150662745e-06,1.333818319251281e-08,0.0
C_source_double,46,7.1653545935196166e-06,1.1690556806875406e-08,3.809533661791631e-06,2.3809585386197692e-06,6.1904922004114004e-06,1.1690556806875406e-11,1.8884696771120216e-06,1.335584679393102e-08,0.0
C_return_half,1,5.612790127730756e-07,2.4743129141857643e-07,7.287272561406077e-07,4.5545453508787983e-07,1.1841817912284875e-06,1.2371564570928822e-10,0.00010447352477945451,1.7454608040015635e-09,0.0
C_return_half,2,8.08710304191652e-07,2.276376917005228e-07,1.0393962300483815e-06,6.496226437802383e-07,1.6890188738286197e-06,1.1381884585026141e-10,6.738755120732316e-05,2.497729178020272e-09,0.0
C_return_half,3,1.0363479958921748e-06,2.0942782302811925e-07,1.3189994920825851e-06,8.243746825516154e-07,2.1433741746342005e-06,1.0471391151405963e-10,4.885470430375539e-05,3.1797221705263745e-09,0.0
C_return_half,4,1.245775818920294e-06,1.9267496261008384e-07,1.570643932336062e-06,9.816524577100384e-07,2.5522963900461005e-06,9.633748130504191e-11,3.774541298602935e-05,3.798072208966394e-09,0.0
C_return_half,5,1.4384507815303779e-06,1.7726252790943375e-07,1.7971257200007588e-06,1.1232035750004742e-06,2.920329295001233e-06,8.863126395471688e-11,3.0349749977315297e-05,4.35878007653161e-09,0.0
C_return_half,6,1.6157133094398116e-06,1.6308326518003954e-07,2.0009613786472885e-06,1.250600861654555e-06,3.2515622403018433e-06,8.154163259001977e-11,2.5077678532289218e-05,4.867275549741655e-09,0.0
C_return_half,7,1.7787965746198512e-06,1.5003850294456006e-07,2.1844157536575746e-06,1.3652598460359842e-06,3.549675599693559e-06,7.501925147228003e-11,2.1134114756502367e-05,5.32847217431341e-09,0.0
C_return_half,8,1.9288350775644112e-06,1.380374652160159e-07,2.34952718262718e-06,1.4684544891419875e-06,3.8179816717691676e-06,6.901873260800796e-11,1.8077282329128158e-05,5.746816749333578e-09,0.0
C_return_half,9,2.066872542780427e-06,1.2699663968133678e-07,2.498130148469035e-06,1.5613313427931472e-06,4.059461491262182e-06,6.349831984066839e-11,1.564205498126927e-05,6.126334034042609e-09,0.0
C_return_half,10,2.193869182461764e-06,1.1683919644793916e-07,2.6318756669742795e-06,1.6449222918589244e-06,4.276797958833204e-06,5.841959822396959e-11,1.3659658180324145e-05,6.470667141294969e-09,0.0
C_return_half,11,2.310708378909703e-06,1.0749445330653267e-07,2.7522496354077335e-06,1.7201560221298338e-06,4.472405657537567e-06,5.374722665326634e-11,1.2017520495414693e-05,6.783114036447271e-09,0.0
C_return_half,12,2.4182028322162357e-06,9.889738378725566e-08,2.860589346055494e-06,1.7878683412846836e-06,4.648457687340178e-06,4.944869189362783e-11,1.0637655588067127e-05,7.066660519556415e-09,0.0
C_return_half,13,2.5171002160034914e-06,9.098816458424088e-08,2.9580983482482404e-06,1.8488114676551503e-06,4.8069098159033905e-06,4.5494082292120436e-11,9.464309511613018e-06,7.324010031906882e-09,0.0
C_return_half,14,2.6080883805877323e-06,8.371175919784331e-08,3.0458598240296664e-06,1.9036623900185422e-06,4.949522214048208e-06,4.185587959892166e-11,8.456549498883405e-06,7.557610594635943e-09,0.0
C_return_half,15,2.6918001397855756e-06,7.701753489595517e-08,3.1248486261207574e-06,1.953030391325474e-06,5.077879017446231e-06,3.8508767447977584e-11,7.5836323228008746e-06,7.769679157231809e-09,0.0
C_return_half,16,2.7688176746815308e-06,7.085891032783971e-08,3.1959421119640698e-06,1.997463819977544e-06,5.193405931941614e-06,3.542945516391986e-11,6.82200768209046e-06,7.962223606623143e-09,0.0
C_return_half,17,2.8396765850093705e-06,6.519303133732965e-08,3.2599298942523626e-06,2.037456183907727e-06,5.29738607816009e-06,3.2596515668664826e-11,6.153320748709028e-06,8.137062663169461e-09,0.0
C_return_half,18,2.9048696163467e-06,5.998047271859708e-08,3.3175226163042863e-06,2.0734516351901794e-06,5.390974251494465e-06,2.999023635929854e-11,5.563045742795889e-06,8.295843867841167e-09,0.0
C_return_half,19,2.9648500890652972e-06,5.5184963838341223e-08,3.369359849812407e-06,2.105849906132754e-06,5.475209755945161e-06,2.7592481919170612e-11,5.039529652578113e-06,8.44005984501046e-09,0.0
C_return_half,20,3.0200350529036384e-06,5.077313621436283e-08,3.4160172027353626e-06,2.135010751709601e-06,5.551027954444964e-06,2.5386568107181416e-11,4.573309360990197e-06,8.571063007348603e-09,0.0
C_return_half,21,3.0708081891180013e-06,4.671429129343696e-08,3.458012716327837e-06,2.1612579477048983e-06,5.619270664032735e-06,2.3357145646718483e-11,4.1566151629286275e-06,8.690078853150736e-09,0.0
C_return_half,22,3.1175224804114382e-06,4.298018681193547e-08,3.4958126224018675e-06,2.1848828890011678e-06,5.680695511403035e-06,2.1490093405967734e-11,3.783003923169268e-06,8.798217991814471e-09,0.0
C_return_half,23,3.1605026672233737e-06,3.954484025212595e-08,3.5298365248029246e-06,2.2061478280018285e-06,5.735984352804753e-06,1.9772420126062976e-11,3.447084041711996e-06,8.896487020028128e-09,0.0
C_return_half,24,3.2000475074754997e-06,3.638434802601594e-08,3.560462062685186e-06,2.225288789178243e-06,5.785750851863428e-06,1.819217401300797e-11,3.1443065003652516e-06,8.98579835933893e-09,0.0
C_return_half,25,3.2364318555015156e-06,3.347671912813122e-08,3.58802910741143e-06,2.2425181921321444e-06,5.830547299543574e-06,1.673835956406561e-11,2.870804180831518e-06,9.066979155045092e-09,0.0
C_return_half,26,3.269908574629647e-06,3.0801722099358114e-08,3.6128435397198315e-06,2.2580272123248963e-06,5.870870752044727e-06,1.5400861049679058e-11,2.6232669224263185e-06,9.140779326674376e-09,0.0
C_return_half,27,3.300710296729005e-06,2.8340744236654017e-08,3.6351806491353355e-06,2.2719879057095854e-06,5.907168554844921e-06,1.4170372118327008e-11,2.3988433691645386e-06,9.207878851573925e-09,0.0
C_return_half,28,3.329051040965659e-06,2.6076662068605322e-08,3.6552881934049696e-06,2.284555120878106e-06,5.9398433142830755e-06,1.3038331034302662e-11,2.1950631261518987e-06,9.268894355248734e-09,0.0
C_return_half,29,3.3551277030342643e-06,2.3993722195361367e-08,3.6733891519582373e-06,2.295868219973899e-06,5.969257371932136e-06,1.1996861097680684e-11,2.009774474474959e-06,9.324385074966403e-09,0.0
