time,source_cid,target_cid,source_branch,target_branch,subspace_overlap,sigma_source,sigma_target,ambiguity_flag
2815,0,0,0,0,9.99809194663083267e-01,3.96544032079437514e+00,3.96668622103322388e+00,0
2815,1,1,2,2,9.99309855629140209e-01,1.39265541798252657e+00,1.39063244050159951e+00,0
2815,2,2,1,1,9.99279554962091199e-01,1.08206020147142645e+00,1.08590860264248246e+00,0
2815,3,3,3,3,9.98827533501456699e-01,8.67233629507502712e-01,8.63406586007909871e-01,0
2815,4,4,3,3,9.98808353767686841e-01,3.55615031133645676e-01,3.61129646456332776e-01,0
2820,0,0,0,0,9.99818451509802308e-01,3.96668622103322388e+00,3.96773678395372942e+00,0
2820,1,1,2,2,9.99339858343039067e-01,1.39063244050159951e+00,1.38741213204448677e+00,0
2820,2,2,1,1,9.99319980314554490e-01,1.08590860264248246e+00,1.09066999062503345e+00,0
2820,3,3,3,3,9.98949186449760496e-01,8.63406586007909871e-01,8.61093681936464850e-01,0
2820,4,4,3,3,9.98930833902323623e-01,3.61129646456332776e-01,3.66359122985944918e-01,0
2825,0,0,0,0,9.99828363154429356e-01,3.96773678395372942e+00,3.96832055944425122e+00,0
2825,1,1,2,2,9.99328258392945812e-01,1.38741213204448677e+00,1.38305855027566760e+00,0
2825,2,2,1,1,9.99310833394036813e-01,1.09066999062503345e+00,1.09650087893820669e+00,0
2825,3,3,3,3,9.99057149464945504e-01,8.61093681936464850e-01,8.59999197546963745e-01,0
2825,4,4,3,3,9.99039275020502160e-01,3.66359122985944918e-01,3.71314678352165584e-01,0
2830,0,0,0,0,9.99839265297949198e-01,3.96832055944425122e+00,3.96816626201218492e+00,0
2830,1,1,2,2,9.99275996396756350e-01,1.38305855027566760e+00,1.37773049397445768e+00,0
2830,2,2,1,1,9.99250012958700751e-01,1.09650087893820669e+00,1.10336604509464942e+00,0
2830,3,3,3,3,9.99141960132924223e-01,8.59999197546963745e-01,8.59857732503449768e-01,0
2830,4,4,3,3,9.99127403565620908e-01,3.71314678352165584e-01,3.75969493004950917e-01,0
2835,0,0,0,0,9.99851644578047205e-01,3.96816626201218492e+00,3.96708084605287414e+00,0
2835,1,1,2,2,9.99182051624728840e-01,1.37773049397445768e+00,1.37169207373775515e+00,0
2835,2,2,1,1,9.99135732498562357e-01,1.10336604509464942e+00,1.11103043115065536e+00,0
2835,3,3,3,3,9.99202685410363722e-01,8.59857732503449768e-01,8.60434650012179114e-01,0
2835,4,4,3,3,9.99196651124462987e-01,3.75969493004950917e-01,3.80263842922114070e-01,0
2840,0,0,0,0,9.99865833521458081e-01,3.96708084605287414e+00,3.96502102619774854e+00,0
2840,1,1,2,2,9.99045333673819647e-01,1.37169207373775515e+00,1.36530823474212570e+00,0
2840,2,2,1,1,9.98970343687756279e-01,1.11103043115065536e+00,1.11908500764041197e+00,0
2840,3,3,3,3,9.99245363789841523e-01,8.60434650012179114e-01,8.61513619852327883e-01,0
2840,4,4,3,3,9.99251947149646602e-01,3.80263842922114070e-01,3.84122443008239500e-01,0
2845,0,0,0,0,9.99881727280060306e-01,3.96502102619774854e+00,3.96213334609537116e+00,0
2845,1,1,2,2,9.98870305947986981e-01,1.36530823474212570e+00,1.35901935702623855e+00,0
2845,2,2,1,1,9.98765019928923858e-01,1.11908500764041197e+00,1.12700311409986464e+00,0
2845,3,3,3,3,9.99278277488181876e-01,8.61513619852327883e-01,8.62883985846489732e-01,0
2845,4,4,3,3,9.99297732226363755e-01,3.84122443008239500e-01,3.87474916218507603e-01,0
2850,0,0,0,0,9.99898609617439149e-01,3.96213334609537116e+00,3.95874760044224994e+00,0
2850,1,1,2,2,9.98675786923515219e-01,1.35901935702623855e+00,1.35329547500182046e+00,0
2850,2,2,1,1,9.98546187358682280e-01,1.12700311409986464e+00,1.13421510420277283e+00,0
2850,3,3,3,3,9.99306670766487493e-01,8.62883985846489732e-01,8.64337988405388447e-01,0
2850,4,4,3,3,9.99335329908552339e-01,3.87474916218507603e-01,3.90271718058348704e-01,0
2855,0,0,0,0,9.99915161011388332e-01,3.95874760044224994e+00,3.95532494246904998e+00,0
2855,1,1,2,2,9.98501905279794988e-01,1.35329547500182046e+00,1.34857806208355679e+00,0
2855,2,2,1,1,9.98360365786790105e-01,1.13421510420277283e+00,1.14018459835066976e+00,0
2855,3,3,3,3,9.99329500879143851e-01,8.64337988405388447e-01,8.65682174670687754e-01,0
2855,4,4,3,3,9.99361820300535109e-01,3.90271718058348704e-01,3.92490780466132616e-01,0
2860,0,0,0,0,9.99929665676138058e-01,3.95532494246904998e+00,3.95237668292390909e+00,0
2860,1,1,2,2,9.98404767533096704e-01,1.34857806208355679e+00,1.34522277012989200e+00,0
2860,2,2,1,1,9.98267387668065886e-01,1.14018459835066976e+00,1.14447023070317822e+00,0
2860,3,3,3,3,9.99339106380418674e-01,8.65682174670687754e-01,8.66761473818189798e-01,0
2860,4,4,3,3,9.99370153381028636e-01,3.92490780466132616e-01,3.94133417730036406e-01,0
2865,0,0,0,0,9.99940353630609402e-01,3.95237668292390909e+00,3.95037594119173896e+00,0
2865,1,1,2,2,9.98431311265646437e-01,1.34522277012989200e+00,1.34345792282641385e+00,0
2865,2,2,1,1,9.98314167874456038e-01,1.14447023070317822e+00,1.14676079981818324e+00,0
2865,3,3,3,3,9.99323196108669487e-01,8.66761473818189798e-01,8.67490553753284210e-01,0
2865,4,4,3,3,9.99350335225362540e-01,3.94133417730036406e-01,3.95211070720195068e-01,0
2870,0,0,0,0,9.99945761173922421e-01,3.95037594119173896e+00,3.94968150748840419e+00,0
2870,1,1,2,2,9.98586389795947715e-01,1.34345792282641385e+00,1.34336926896605680e+00,0
2870,2,2,1,1,9.98501284507856690e-01,1.14676079981818324e+00,1.14687840600516844e+00,0
2870,3,3,3,3,9.99268219234399568e-01,8.67490553753284210e-01,8.67885736993667889e-01,0
2870,4,4,3,3,9.99291699398332178e-01,3.95211070720195068e-01,3.95726956016354159e-01,0
2875,0,0,0,0,9.99945003517974218e-01,3.94968150748840419e+00,3.95048569505982794e+00,0
2875,1,1,2,2,9.98822949510202340e-01,1.34336926896605680e+00,1.34491116438513458e+00,0
2875,2,2,1,1,9.98773920533333470e-01,1.14687840600516844e+00,1.14475416803907781e+00,0
2875,3,3,3,3,9.99163491428926354e-01,8.67885736993667889e-01,8.68090880615017935e-01,0
2875,4,4,3,3,9.99186260374250734e-01,3.95726956016354159e-01,3.95658411312920455e-01,0
2880,0,0,0,0,9.99937909798646052e-01,3.95048569505982794e+00,3.95279020900182942e+00,0
2880,1,1,2,2,9.99069785568883040e-01,1.34491116438513458e+00,1.34793275029871840e+00,0
2880,2,2,1,1,9.99051712170131667e-01,1.14475416803907781e+00,1.14039161119510113e+00,0
2880,3,3,3,3,9.99005727856636661e-01,8.68090880615017935e-01,8.68390703736877101e-01,0
2880,4,4,3,3,9.99032922574049409e-01,3.95658411312920455e-01,3.94946598186417808e-01,0
2885,0,0,0,0,9.99925028458082066e-01,3.95279020900182942e+00,3.95640866613959918e+00,0
2885,1,1,2,2,9.99271488215296544e-01,1.34793275029871840e+00,1.35220365785372487e+00,0
2885,2,2,1,1,9.99271128429661593e-01,1.14039161119510113e+00,1.13383638620536886e+00,0
2885,3,3,3,3,9.98803448655212422e-01,8.68390703736877101e-01,8.69204511532877588e-01,0
2885,4,4,3,3,9.98841823275443685e-01,3.94946598186417808e-01,3.93500213548536704e-01,0
2890,0,0,0,0,9.99907539651604060e-01,3.95640866613959918e+00,3.96099180375315019e+00,0
2890,1,1,2,2,9.99406638184048957e-01,1.35220365785372487e+00,1.35743063489225424e+00,0
2890,2,2,1,1,9.99405269617231085e-01,1.13383638620536886e+00,1.12516416376515860e+00,0
2890,3,3,3,3,9.98579770860635652e-01,8.69204511532877588e-01,8.71053282542153196e-01,0
2890,4,4,3,3,9.98637084114144979e-01,3.93500213548536704e-01,3.91218540749192656e-01,0
2895,0,0,0,0,9.99887109379522521e-01,3.96099180375315019e+00,3.96607090599111167e+00,0
2895,1,1,2,2,9.99479717534633938e-01,1.35743063489225424e+00,1.36326749482070664e+00,0
2895,2,2,1,1,9.99456073132759526e-01,1.12516416376515860e+00,1.11448695535527231e+00,0
2895,3,3,3,3,9.98370653630596738e-01,8.71053282542153196e-01,8.74496257128805188e-01,0
2895,4,4,3,3,9.98455015644705290e-01,3.91218540749192656e-01,3.88035311640819391e-01,0
2900,0,0,0,0,9.99865704100550756e-01,3.96607090599111167e+00,3.97111538269854369e+00,0
2900,1,1,2,2,9.99504714538840267e-01,1.36326749482070664e+00,1.36932701323668304e+00,0
2900,2,2,1,1,9.99436999475566967e-01,1.11448695535527231e+00,1.10196952113064373e+00,0
2900,3,3,3,3,9.98215538187829710e-01,8.74496257128805188e-01,8.80041763467101723e-01,0
2900,4,4,3,3,9.98335134627555520e-01,3.88035311640819391e-01,3.83977238267104892e-01,0
2905,0,0,0,0,9.99845373361145429e-01,3.97111538269854369e+00,3.97560035326396521e+00,0
2905,1,1,2,2,9.99494883326160988e-01,1.36932701323668304e+00,1.37520208154007983e+00,0
2905,2,2,1,1,9.99360553635469939e-01,1.10196952113064373e+00,1.08784456974588450e+00,0
2905,3,3,3,3,9.98140895391179339e-01,8.80041763467101723e-01,8.88049816694674199e-01,0
2905,4,4,3,3,9.98305483043777087e-01,3.83977238267104892e-01,3.79221000508957018e-01,0
2910,0,0,0,0,9.99828010965328473e-01,3.97560035326396521e+00,3.97907824843359581e+00,0
2910,1,1,2,2,9.99460615638216643e-01,1.37520208154007983e+00,1.38049746112745564e+00,0
2910,2,2,1,1,9.99231130373114285e-01,1.08784456974588450e+00,1.07241666281771675e+00,0
2910,3,3,3,3,9.98142634649254346e-01,8.88049816694674199e-01,8.98654125086642330e-01,0
2910,4,4,3,3,9.98370145667621278e-01,3.79221000508957018e-01,3.74125689618517498e-01,0
2915,0,0,0,0,9.99815119283886888e-01,3.97907824843359581e+00,3.98124471760750565e+00,0
2915,1,1,2,2,9.99411029751358093e-01,1.38049746112745564e+00,1.38486701036645421e+00,0
2915,2,2,1,1,9.99032274801489262e-01,1.07241666281771675e+00,1.05604892982497733e+00,0
2915,3,3,3,3,9.98170620642912620e-01,8.98654125086642330e-01,9.11729127554927077e-01,0
2915,4,4,3,3,9.98508283694713450e-01,3.74125689618517498e-01,3.69221498662859915e-01,0
2920,0,0,0,0,9.99807616298365120e-01,3.98124471760750565e+00,3.98198562860438532e+00,0
2920,1,1,2,2,9.99355319120277641e-01,1.38486701036645421e+00,1.38804724472940899e+00,0
2920,2,2,1,1,9.98672388489571849e-01,1.05604892982497733e+00,1.03913503000202967e+00,0
2920,3,3,3,3,9.98085999155682968e-01,9.11729127554927077e-01,9.26909466292474060e-01,0
2920,4,4,3,3,9.98685887768538283e-01,3.69221498662859915e-01,3.65151079596791828e-01,0
2925,0,0,0,0,9.99805731557942057e-01,3.98198562860438532e+00,3.98139245545636067e+00,0
2925,1,1,2,2,9.99302543602347715e-01,1.38804724472940899e+00,1.38987802294854212e+00,0
2925,2,2,1,1,9.97662540818850863e-01,1.03913503000202967e+00,1.02207840400384065e+00,0
2925,3,3,3,3,9.97360404317733651e-01,9.26909466292474060e-01,9.43635371051253280e-01,0
2925,4,4,3,3,9.98871279511594823e-01,3.65151079596791828e-01,3.62579050219950072e-01,0
2930,0,0,0,0,9.99809027572019615e-01,3.98139245545636067e+00,3.97974023761775086e+00,0
2930,1,1,2,2,9.99260434744322468e-01,1.38987802294854212e+00,1.39030501026834141e+00,0
2930,2,2,1,1,9.91511281088474750e-01,1.02207840400384065e+00,1.00540298565802089e+00,0
2930,3,3,3,3,9.91504507522542378e-01,9.43635371051253280e-01,9.61086755877779808e-01,0
2930,4,4,3,3,9.99044252528059173e-01,3.62579050219950072e-01,3.62096177583326684e-01,0
2935,0,0,0,0,9.99816550850562313e-01,3.97974023761775086e+00,3.97743338318764961e+00,0
2935,1,1,2,2,9.99234253750404644e-01,1.39030501026834141e+00,1.38936466193120389e+00,0
2935,2,2,1,1,8.21391386609186203e-01,1.00540298565802089e+00,9.92128257063951358e-01,1
2935,3,3,3,3,8.21878671913029102e-01,9.61086755877779808e-01,9.75860375139339431e-01,1
2935,4,4,3,3,9.99196179315977373e-01,3.62096177583326684e-01,3.64142925115369387e-01,0
2940,0,0,0,0,9.99827068650555262e-01,3.97743338318764961e+00,3.97493394428271252e+00,0
2940,1,1,2,2,9.99226286367141059e-01,1.38936466193120389e+00,1.38715796505709754e+00,0
2940,2,2,1,1,5.37974287111086857e-01,9.92128257063951358e-01,1.00157960224629461e+00,1
2940,3,3,3,3,5.38570232921653291e-01,9.75860375139339431e-01,9.68210909041460899e-01,1
2940,4,4,3,3,9.99325136897568633e-01,3.64142925115369387e-01,3.68966127686075285e-01,0
2945,0,0,0,0,9.99839311535386743e-01,3.97493394428271252e+00,3.97268964879446962e+00,0
2945,1,1,2,2,9.99235966815359644e-01,1.38715796505709754e+00,1.38382163684060089e+00,0
2945,2,2,1,1,9.81895654546454222e-01,1.00157960224629461e+00,1.01913595981074701e+00,0
2945,3,3,3,3,9.82163700711340293e-01,9.68210909041460899e-01,9.52349561014632195e-01,0
2945,4,4,3,3,9.99431072443234703e-01,3.68966127686075285e-01,3.76609903455591144e-01,0
2950,0,0,0,0,9.99852146116318008e-01,3.97268964879446962e+00,3.97107472978456943e+00,0
2950,1,1,2,2,9.99260372388100615e-01,1.38382163684060089e+00,1.37950427435915746e+00,0
2950,2,2,1,1,9.96879219079531476e-01,1.01913595981074701e+00,1.03690129697564815e+00,0
2950,3,3,3,3,9.97000543373018688e-01,9.52349561014632195e-01,9.35810749534305986e-01,0
2950,4,4,3,3,9.99513402423772068e-01,3.76609903455591144e-01,3.86933157963558927e-01,0
2955,0,0,0,0,9.99864644713729711e-01,3.97107472978456943e+00,3.97034926336573246e+00,0
2955,1,1,2,2,9.99294900520223073e-01,1.37950427435915746e+00,1.37435134875659903e+00,0
2955,2,2,1,1,9.98574945918643930e-01,1.03690129697564815e+00,1.05426737752982080e+00,0
2955,3,3,3,3,9.98644984428868954e-01,9.35810749534305986e-01,9.18917156997948070e-01,0
2955,4,4,3,3,9.99570907232451233e-01,3.86933157963558927e-01,3.99643107741121884e-01,0
2960,0,0,0,0,9.99876069616378538e-01,3.97034926336573246e+00,3.97063656996168257e+00,0
2960,1,1,2,2,9.99334063128895278e-01,1.37435134875659903e+00,1.36849896406761884e+00,0
2960,2,2,1,1,9.99040926716401212e-01,1.05426737752982080e+00,1.07111091480634535e+00,0
2960,3,3,3,3,9.99088287801037311e-01,9.18917156997948070e-01,9.01598748266923988e-01,0
2960,4,4,3,3,9.99602803765226922e-01,3.99643107741121884e-01,4.14335908995318303e-01,0
2965,0,0,0,0,9.99885821457394353e-01,3.97063656996168257e+00,3.97191542204324977e+00,0
2965,1,1,2,2,9.99372346465509098e-01,1.36849896406761884e+00,1.36207355880619918e+00,0
2965,2,2,1,1,9.99229639074105780e-01,1.07111091480634535e+00,1.08743707361409681e+00,0
2965,3,3,3,3,9.99265130379404232e-01,9.01598748266923988e-01,8.83753784890430993e-01,0
2965,4,4,3,3,9.99609996418662661e-01,4.14335908995318303e-01,4.30538951377801016e-01,0
2970,0,0,0,0,9.99893405314426498e-01,3.97191542204324977e+00,3.97402425086118205e+00,0
2970,1,1,2,2,9.99405024910084316e-01,1.36207355880619918e+00,1.35519387891375631e+00,0
2970,2,2,1,1,9.99315644962394667e-01,1.08743707361409681e+00,1.10331389531151780e+00,0
2970,3,3,3,3,9.99344889536963876e-01,8.83753784890430993e-01,8.65308280328986879e-01,0
2970,4,4,3,3,9.99595844312058168e-01,4.30538951377801016e-01,4.47752033840043473e-01,0
2975,0,0,0,0,9.99898448954753327e-01,3.97402425086118205e+00,3.97667694064387245e+00,0
2975,1,1,2,2,9.99428776123833740e-01,1.35519387891375631e+00,1.34797242516620441e+00,0
2975,2,2,1,1,9.99350432803752131e-01,1.10331389531151780e+00,1.11884373502127277e+00,0
2975,3,3,3,3,9.99378019978167886e-01,8.65308280328986879e-01,8.46229420086996642e-01,0
2975,4,4,3,3,9.99565856197776936e-01,4.47752033840043473e-01,4.65485065817803079e-01,0
2980,0,0,0,0,9.99900773133314047e-01,3.97667694064387245e+00,3.97949238291790008e+00,0
2980,1,1,2,2,9.99441938915982098e-01,1.34797242516620441e+00,1.34051548053789693e+00,0
2980,2,2,1,1,9.99357159980418852e-01,1.11884373502127277e+00,1.13414299398889784e+00,0
2980,3,3,3,3,9.99385872334897174e-01,8.46229420086996642e-01,8.26523852969013983e-01,0
2980,4,4,3,3,9.99525497016091835e-01,4.65485065817803079e-01,4.83288316886156477e-01,0
2985,0,0,0,0,9.99900475313537207e-01,3.97949238291790008e+00,3.98204077349462171e+00,0
2985,1,1,2,2,9.99444237271469804e-01,1.34051548053789693e+00,1.33292277667815129e+00,0
2985,2,2,1,1,9.99350390151809820e-01,1.13414299398889784e+00,1.14932402192902172e+00,0
2985,3,3,3,3,9.99375250248974556e-01,8.26523852969013983e-01,8.06230307070586960e-01,0
2985,4,4,3,3,9.99474818598023895e-01,4.83288316886156477e-01,5.00769151981546146e-01,0
2990,0,0,0,0,9.99897963828165648e-01,3.98204077349462171e+00,3.98390681998140206e+00,0
2990,1,1,2,2,9.99435702736770182e-01,1.33292277667815129e+00,1.32528884348968368e+00,0
2990,2,2,1,1,9.99339181390027642e-01,1.14932402192902172e+00,1.16447830521464724e+00,0
2990,3,3,3,3,9.99333073654317783e-01,8.06230307070586960e-01,7.85412717200343002e-01,0
2990,4,4,3,3,9.99397425312217647e-01,5.00769151981546146e-01,5.17588774009989261e-01,0
2995,0,0,0,0,9.99893889766125477e-01,3.98390681998140206e+00,3.98476299812726920e+00,0
2995,1,1,2,2,9.99414082500204137e-01,1.32528884348968368e+00,1.31770747418807033e+00,0
2995,2,2,1,1,9.99324626878951849e-01,1.16447830521464724e+00,1.17966228022304676e+00,0
2995,3,3,3,3,9.99205063304768326e-01,7.85412717200343002e-01,7.64160614849938469e-01,0
2995,4,4,3,3,9.99237079836940545e-01,5.17588774009989261e-01,5.33434777246221792e-01,0
3000,0,0,0,0,9.99888975372743127e-01,3.98476299812726920e+00,3.98443712350547186e+00,0
3000,1,1,2,2,9.99367709186989028e-01,1.31770747418807033e+00,1.31027899351453314e+00,0
3000,2,2,1,1,9.99292795520066668e-01,1.17966228022304676e+00,1.19488737362293151e+00,0
3000,3,3,3,3,9.98839711277028641e-01,7.64160614849938469e-01,7.42607238175187034e-01,0
3000,4,4,3,3,9.98840782356001156e-01,5.33434777246221792e-01,5.47968043305145813e-01,0
3005,0,0,0,0,9.99883807182335715e-01,3.98443712350547186e+00,3.98295339226887135e+00,0
3005,1,1,2,2,9.99249276771099870e-01,1.31027899351453314e+00,1.30311933863948193e+00,0
3005,2,2,1,1,9.99190045018053974e-01,1.19488737362293151e+00,1.21011340781792809e+00,0
3005,3,3,3,3,9.97830155768776095e-01,7.42607238175187034e-01,7.20985482386856003e-01,0
3005,4,4,3,3,9.97800361785608492e-01,5.47968043305145813e-01,5.60738598854883308e-01,0
3010,0,0,0,0,9.99878700729117442e-01,3.98295339226887135e+00,3.98053027019800520e+00,0
3010,1,1,2,2,9.98852302124794700e-01,1.30311933863948193e+00,1.29637508292438808e+00,0
3010,2,2,1,1,9.98802210208998620e-01,1.21011340781792809e+00,1.22523701009612451e+00,0
3010,3,3,3,3,9.95052317152989807e-01,7.20985482386856003e-01,6.99764026983167420e-01,0
3010,4,4,3,3,9.94990942971891057e-01,5.60738598854883308e-01,5.71043041970395460e-01,0
3015,0,0,0,0,9.99873712763476696e-01,3.98053027019800520e+00,3.97753244423044894e+00,0
3015,1,1,2,2,9.97057169551593847e-01,1.29637508292438808e+00,1.29027403283956588e+00,0
3015,2,2,1,1,9.97002965789998807e-01,1.22523701009612451e+00,1.24004139129487978e+00,0
3015,3,3,3,3,9.87569391487225556e-01,6.99764026983167420e-01,6.79939476247193308e-01,0
3015,4,4,3,3,9.87477067147815246e-01,5.71043041970395460e-01,5.77655577946669552e-01,0
3020,0,0,0,0,9.99868789421457071e-01,3.97753244423044894e+00,3.97439061864509258e+00,0
3020,1,1,2,2,9.85292962998678190e-01,1.29027403283956588e+00,1.28537769814546921e+00,0
3020,2,2,1,1,9.85215682892097266e-01,1.24004139129487978e+00,1.25393974987547963e+00,0
3020,3,3,3,3,9.71121248730761444e-01,6.79939476247193308e-01,6.63448466958814764e-01,0
3020,4,4,3,3,9.71006517465160091e-01,5.77655577946669552e-01,5.78465650286163813e-01,0
3025,0,0,0,0,9.99863958063009317e-01,3.97439061864509258e+00,3.97151306280039229e+00,0
3025,1,1,2,2,8.90099219699971966e-01,1.28537769814546921e+00,1.28404367563297916e+00,1
3025,2,2,1,1,8.89983925986675306e-01,1.25393974987547963e+00,1.26450576301882966e+00,1
3025,3,3,3,3,9.55464913550611694e-01,6.63448466958814764e-01,6.52690169923195729e-01,0
3025,4,4,3,3,9.55352504045130502e-01,5.78465650286163813e-01,5.71019820457745242e-01,0
3030,0,0,0,0,9.99859454370775835e-01,3.97151306280039229e+00,3.96921217670764559e+00,0
3030,1,1,2,2,8.18516173068763897e-01,1.28404367563297916e+00,1.29129997155744647e+00,1
3030,2,2,1,1,8.18412350825849844e-01,1.26450576301882966e+00,1.26659226091595900e+00,1
3030,3,3,3,3,9.64908361098421041e-01,6.52690169923195729e-01,6.47882334039960983e-01,0
3030,4,4,3,3,9.64827434827275066e-01,5.71019820457745242e-01,5.55229736375132177e-01,0
3035,0,0,0,0,9.99855726099327935e-01,3.96921217670764559e+00,3.96766070456728714e+00,0
3035,1,1,2,2,9.68764212993133755e-01,1.29129997155744647e+00,1.30337900517184258e+00,0
3035,2,2,1,1,9.68721952637815686e-01,1.26659226091595900e+00,1.26379346724130626e+00,0
3035,3,3,3,3,9.83083073028643506e-01,6.47882334039960983e-01,6.46600919056942613e-01,0
3035,4,4,3,3,9.83042342453452456e-01,5.55229736375132177e-01,5.33883034789327082e-01,0
3040,0,0,0,0,9.99853324966428536e-01,3.96766070456728714e+00,3.96688159511527827e+00,0
3040,1,1,2,2,9.95184092016108024e-01,1.30337900517184258e+00,1.31606174014904576e+00,0
3040,2,2,1,1,9.95182508849021263e-01,1.26379346724130626e+00,1.26010257010886662e+00,0
3040,3,3,3,3,9.92797810993344743e-01,6.46600919056942613e-01,6.46668948554611767e-01,0
3040,4,4,3,3,9.92786650838279439e-01,5.33883034789327082e-01,5.09782026564127633e-01,0
3045,0,0,0,0,9.99852744390026693e-01,3.96688159511527827e+00,3.96676724604651598e+00,0
3045,1,1,2,2,9.98557960856721771e-01,1.31606174014904576e+00,1.32825873001182004e+00,0
3045,2,2,1,1,9.98574857689206952e-01,1.26010257010886662e+00,1.25633888481401312e+00,0
3045,3,3,3,3,9.96679107168461309e-01,6.46668948554611767e-01,6.47126827459774456e-01,0
3045,4,4,3,3,9.96683423077955544e-01,5.09782026564127633e-01,4.84771130654766069e-01,0
3050,0,0,0,0,9.99854269366071025e-01,3.96676724604651598e+00,3.96711912977379200e+00,0
3050,1,1,2,2,9.99189477685468619e-01,1.32825873001182004e+00,1.33953313806879337e+00,0
3050,2,2,1,1,9.99215340402085261e-01,1.25633888481401312e+00,1.25263940163771159e+00,0
3050,3,3,3,3,9.98214112799085784e-01,6.47126827459774456e-01,6.47808576564966931e-01,0
3050,4,4,3,3,9.98223174770139665e-01,4.84771130654766069e-01,4.60123550178659024e-01,0
3055,0,0,0,0,9.99857885974420824e-01,3.96711912977379200e+00,3.96769692960352227e+00,0
3055,1,1,2,2,9.99369719108040622e-01,1.33953313806879337e+00,1.34960107498421267e+00,0
3055,2,2,1,1,9.99401181752405998e-01,1.25263940163771159e+00,1.24897801451155965e+00,0
3055,3,3,3,3,9.98848223395533807e-01,6.47808576564966931e-01,6.48954313964345553e-01,0
3055,4,4,3,3,9.98855467281935305e-01,4.60123550178659024e-01,4.36854285197043668e-01,0
3060,0,0,0,0,9.99863268402450212e-01,3.96769692960352227e+00,3.96826662907522909e+00,0
3060,1,1,2,2,9.99463449222621536e-01,1.34960107498421267e+00,1.35825315655288903e+00,0
3060,2,2,1,1,9.99500117436396884e-01,1.24897801451155965e+00,1.24526607078992879e+00,0
3060,3,3,3,3,9.99115971557644533e-01,6.48954313964345553e-01,6.50995161080995755e-01,0
3060,4,4,3,3,9.99118308632922947e-01,4.36854285197043668e-01,4.15825907806811002e-01,0
3065,0,0,0,0,9.99869834651506917e-01,3.96826662907522909e+00,3.96863920664459702e+00,0
3065,1,1,2,2,9.99541327964900361e-01,1.35825315655288903e+00,1.36534853373951681e+00,0
3065,2,2,1,1,9.99583395005957165e-01,1.24526607078992879e+00,1.24137987933908156e+00,0
3065,3,3,3,3,9.99230432346449482e-01,6.50995161080995755e-01,6.54421786686446572e-01,0
3065,4,4,3,3,9.99227174046079636e-01,4.15825907806811002e-01,3.97746869427359095e-01,0
3070,0,0,0,0,9.99876846520701523e-01,3.96863920664459702e+00,3.96869521433733130e+00,0
3070,1,1,2,2,9.99616299230322136e-01,1.36534853373951681e+00,1.37081993748573749e+00,0
3070,2,2,1,1,9.99662637454663106e-01,1.24137987933908156e+00,1.23717359618744305e+00,0
3070,3,3,3,3,9.99287869092353787e-01,6.54421786686446572e-01,6.59689859750592023e-01,0
3070,4,4,3,3,9.99279620335441821e-01,3.97746869427359095e-01,3.83129625975628996e-01,0
3075,0,0,0,0,9.99883526550561230e-01,3.96869521433733130e+00,3.96839447104529652e+00,0
3075,1,1,2,2,9.99688592106101837e-01,1.37081993748573749e+00,1.37467468746497401e+00,0
3075,2,2,1,1,9.99735613175044446e-01,1.23717359618744305e+00,1.23249030120319958e+00,0
3075,3,3,3,3,9.99335272586844292e-01,6.59689859750592023e-01,6.67149972400896685e-01,0
3075,4,4,3,3,9.99323051708642995e-01,3.83129625975628996e-01,3.72247963424186645e-01,0
3080,0,0,0,0,9.99889169770103448e-01,3.96839447104529652e+00,3.96777310604314870e+00,0
3080,1,1,2,2,9.99755062562633023e-01,1.37467468746497401e+00,1.37698871822096436e+00,0
3080,2,2,1,1,9.99796549113236566e-01,1.23249030120319958e+00,1.22717320434786958e+00,0
3080,3,3,3,3,9.99392878563250320e-01,6.67149972400896685e-01,6.77003586290633175e-01,0
3080,4,4,3,3,9.99377584526158769e-01,3.72247963424186645e-01,3.65117287723959405e-01,0
3085,0,0,0,0,9.99893235257805379e-01,3.96777310604314870e+00,3.96693158601265861e+00,0
3085,1,1,2,2,9.99810525002247541e-01,1.37698871822096436e+00,1.37789540893610818e+00,0
3085,2,2,1,1,9.99838392334911674e-01,1.22717320434786958e+00,1.22107544096852849e+00,0
3085,3,3,3,3,9.99463445520626381e-01,6.77003586290633175e-01,6.89288274062159312e-01,0
3085,4,4,3,3,9.99445628413795362e-01,3.65117287723959405e-01,3.61508444845028976e-01,0
3090,0,0,0,0,9.99895408592536894e-01,3.96693158601265861e+00,3.96601736325702525e+00,0
3090,1,1,2,2,9.99847704921285496e-01,1.37789540893610818e+00,1.37757257035539404e+00,0
3090,2,2,1,1,9.99853442880497489e-01,1.22107544096852849e+00,1.21406633465315883e+00,0
3090,3,3,3,3,9.99539177298296444e-01,6.89288274062159312e-01,7.03890714182934363e-01,0
3090,4,4,3,3,9.99518998145001558e-01,3.61508444845028976e-01,3.60992879439156977e-01,0
3095,0,0,0,0,9.99895630984969808e-01,3.96601736325702525e+00,3.96520502966493993e+00,0
3095,1,1,2,2,9.99858078235777326e-01,1.37757257035539404e+00,1.37623040208336334e+00,0
3095,2,2,1,1,9.99834510732982462e-01,1.21406633465315883e+00,1.20603315564311386e+00,0
3095,3,3,3,3,9.99608522461979954e-01,7.03890714182934363e-01,7.20579759666100994e-01,0
