step,plane0_sigma0.160105,plane1_sigma0.160105,plane2_sigma0.179003,plane3_sigma0.179003,plane4_sigma0.179003,plane5_sigma0.179003,plane6_sigma0.423598
31200,0.08016890283435586,0.06771785012724865,0.05851073904886451,0.01760187330148868,0.03212160840740219,0.08405079902917428,0.034990387348369664
31220,0.08062409990502917,0.0668703548591466,0.05952527129109632,0.01786931687085702,0.03139764943037783,0.08277024377445338,0.03592647802633026
31240,0.0805673431055967,0.06543363908343199,0.06175794871919455,0.01805379525178309,0.03027956605886265,0.08138960686898139,0.036503403727100106
31260,0.0800484375261277,0.06419631554330452,0.06400421317786507,0.01805978908702419,0.029464791910620125,0.08065640704744255,0.036398637900173836
31280,0.07933451218917872,0.0638342246028643,0.06506579669112723,0.01786540878711511,0.029429579750113996,0.08097493088039759,0.0356403161158294
31300,0.07877063743892432,0.06453716411524922,0.06438388031783202,0.01755027857432198,0.03015915837321502,0.08219583550333162,0.03461137446405967
31320,0.07861783472653272,0.06592707415105745,0.06232363281640858,0.017266901498451698,0.031172831722120507,0.08370924124728306,0.03387411545446069
31340,0.07893539764799042,0.06728094903555508,0.059976524563676886,0.01716353262784252,0.031820020481059245,0.08475311668822366,0.03385670899810421
31360,0.079541895950441,0.06790765149160376,0.05858635227086825,0.017306208639119573,0.031682063960741205,0.08479488930845978,0.03458463792174764
31380,0.08009665780794106,0.0674934155152603,0.05888833286076063,0.017640729468401332,0.03083943549119176,0.08382097066866716,0.035662360808323294
31400,0.08029178513786644,0.06626669236904845,0.06071281295807913,0.018007825620042817,0.029823197334726194,0.08235543749088556,0.03651193229998509
31420,0.08003457662296581,0.0648904429835074,0.06308268491812609,0.01821085417209438,0.029273880575123118,0.08115707569214542,0.03668224906006932
31440,0.07949391795096544,0.06410223663278297,0.06474944524967403,0.01811779788966561,0.029537659202582892,0.08078987736201196,0.03606363571471938
31460,0.07900191915711459,0.06429761634657293,0.06485215990695176,0.017745003320114174,0.03046232784707251,0.08135860419431117,0.034950480788674125
31480,0.0788818776609616,0.06532861552347359,0.06334750904446927,0.017262937786729486,0.03149702004912249,0.08252017781026187,0.033920496780438805
31500,0.07926426121381551,0.06662608822759207,0.06102222310259384,0.01691212584325358,0.03201328284100127,0.0836827237789892,0.03353310961054911
31520,0.07997050477137026,0.06751719030571485,0.059090685222191276,0.01687779086084018,0.031674600859719244,0.08429208874205339,0.033997881990399256
31540,0.08058146182429042,0.06754946546090385,0.058553919794894965,0.017192788057576534,0.03065531808027881,0.08411100406813841,0.03505464279990607
31560,0.08069438764189514,0.06671199749694222,0.05965501748246212,0.0177155265703731,0.02955431309523584,0.08332732772430229,0.03614539122019211
31580,0.08017836184502408,0.06546870841153828,0.061762635691038445,0.018192197923574033,0.029029051983298755,0.08239319838628345,0.036720033073328724
31600,0.07924879261829076,0.06452327438434594,0.06374537922738291,0.018380548507963255,0.029390783168041296,0.08173287160245564,0.03649280677327932
31620,0.07836626879646244,0.06440132765838692,0.0645793269989676,0.018180446564892722,0.03043253486973817,0.08155695258176479,0.035577925618563135
31640,0.07803529217409624,0.06514539031687638,0.06385395347281587,0.017695653223227383,0.031569486246740344,0.08184443413894263,0.034456521383485886
31660,0.07853861545556064,0.06633831402717649,0.06197167780061997,0.0171787319757622,0.03216791562352919,0.0823983781157467,0.03373101238677637
31680,0.07971214316690599,0.06736472039942394,0.05995553502289802,0.01688744487080709,0.031887756009850984,0.0829451315887057,0.033772171738787764
31700,0.08096831440506592,0.06770055636568392,0.05890602759866935,0.01694498319990551,0.030882767168338054,0.08328457890070297,0.03451134607847121
31720,0.08162805375128819,0.06714750614270253,0.05937837746924524,0.017286654148043725,0.029726774456985537,0.08338251053164179,0.035520832674403306
31740,0.0813171662163854,0.06596981580586414,0.06108041746653274,0.01770728029099337,0.029069640518049774,0.08330241066159642,0.03627280287177557
31760,0.08014960648640833,0.06479966290289883,0.06307442151297941,0.017971971310930732,0.029243387660442533,0.08308296469017637,0.036393911360844335
31780,0.07866574586000745,0.0642733932094624,0.06429828414868016,0.017942496737500604,0.030093378076842196,0.08273613319402194,0.035834279620228275
31800,0.07761014491746487,0.06464984863709465,0.0640931687844518,0.017660611116018497,0.031114341888887148,0.0823319164791877,0.034904808486808214
31820,0.0775817037784075,0.06570946720073971,0.06253273689220133,0.017325929932013102,0.031750562843838245,0.08200573187221605,0.0341182376458429
31840,0.07866908582753868,0.066930521335696,0.06042209336808232,0.017164108884714886,0.03168244801686447,0.08188261022286736,0.03388375581146913
31860,0.08033869232998947,0.06773832731874666,0.05889466151467192,0.017275473709905263,0.030987621728108122,0.08203511821565235,0.03427088880229099
31880,0.08172434484154009,0.06773835113849694,0.05877389774148382,0.017576643673618417,0.030095915240726197,0.08246795956223989,0.03501344577466048
31900,0.08211502180914025,0.0669261244287885,0.06010892982510159,0.01786232799196171,0.029528497732448183,0.08305486983253942,0.0356998826377951
31920,0.08130303541468398,0.06573938671320706,0.06218394678056794,0.017926964407768718,0.029575527267859805,0.08351071298939822,0.03598859318175016
31940,0.0796619829703403,0.0648163426001554,0.06392979271615995,0.017681991726610044,0.0301440323976958,0.08353852041803139,0.03576205679367484
31960,0.07799009814936791,0.06460534421233458,0.06445736895759946,0.017225100602979417,0.030864277803853913,0.08306661253550376,0.035186094818805295
31980,0.07714698672367866,0.06514284048749885,0.0634876514252767,0.01681162060998658,0.031333785956776154,0.08232900195406276,0.034620635142727965
32000,0.07759286937563381,0.06610915614127989,0.0615183721427682,0.016711438836847305,0.03132708538563424,0.08171840822345586,0.03439291630639251
32020,0.07910770507812195,0.06701699284126718,0.05959444815425851,0.017031357359683114,0.03088858070941885,0.08157275739927433,0.0345874422442031
32040,0.08091353653332388,0.06741708619750532,0.05873720752831852,0.017634377036794175,0.03029208209680155,0.08202070002056891,0.0350190600222149
32060,0.08211331196344154,0.06711243723768649,0.05937021443941452,0.018212844605807233,0.029878482701490367,0.08289134771511535,0.0353851465400926
32080,0.08214249799705299,0.06629590792004679,0.06111242709797688,0.018453551492044497,0.029851531003495017,0.08373547495114028,0.03545511686247185
32100,0.0810125840115257,0.06545542162515339,0.06302276076680072,0.018197736574247114,0.0301688538428483,0.08404252645849929,0.03518811665666526
32120,0.0792940016584344,0.06506597283025584,0.06409833234757208,0.01753260802687613,0.030604938521894443,0.08357077440493728,0.03475220101429903
32140,0.0778489507509262,0.06530988315032935,0.0637719496084768,0.016770286579094584,0.03091915413666898,0.08253265348302184,0.03443804312743771
32160,0.0773973348035592,0.06601900233505878,0.06220702075110102,0.016298110980076188,0.030988446114908422,0.0814749676875849,0.03448338578831907
32180,0.07813318154236544,0.06680514680032365,0.06023641559672728,0.016366369938196144,0.03083263875349844,0.08096090086410886,0.034903316821814225
32200,0.07963122508282688,0.06725299642270459,0.058925203459434715,0.01694537125155616,0.030563830652839987,0.08127466689273449,0.035460060459731935
32220,0.08110320060282362,0.06711482543916407,0.058978148170944884,0.017743369647625577,0.030315770197026526,0.08228011920926577,0.03581090208494763
32240,0.08182721543464085,0.06645860807373534,0.060352729821260935,0.018363754793192487,0.0301813739056421,0.0834706143460922,0.03572354441837282
32260,0.08149354764647508,0.06566296083062588,0.062305574107221984,0.018504487906426056,0.030178157499935736,0.08421112381720537,0.03520967297804765
32280,0.08031829296558987,0.0652023304781587,0.06380912534038602,0.018104145942076256,0.03026600448036553,0.08409273446715644,0.034517263641603894
32300,0.07891758171498618,0.06534843851253085,0.06408208950119472,0.017371344665478867,0.03040582058994223,0.08319470059186686,0.03400983799172493
32320,0.07800802747833911,0.06601283417405887,0.06297752335307383,0.016677843948795037,0.030590875116911116,0.0820474170787846,0.033985052111967666
32340,0.07804676584550774,0.06682593723746577,0.061064560610474834,0.016363330330659474,0.03080606549915463,0.08130160012621522,0.03450121879463538
32360,0.07898543375779381,0.06735046570049279,0.059348214550559296,0.016558909770489537,0.030973329620592197,0.0813446144977501,0.03531297839855017
32380,0.08030458033619278,0.06728988947805109,0.058732848086250455,0.017129186476763723,0.030973766263193547,0.08211037620799014,0.0359911632817912
32400,0.08132259092452929,0.06663593345239283,0.059518337437004507,0.017758543068389115,0.030739620880294652,0.08314303483777838,0.03617019572134733
32420,0.08155904961616972,0.06571397101028942,0.06124591170668297,0.01812400197120068,0.03032411790507768,0.08383726710251077,0.03575177330432148
32440,0.08093177650068592,0.06504539820678652,0.06298155173428178,0.018058514974662963,0.029896574587731484,0.08376080495982881,0.034942185549395884
32460,0.07975590167406336,0.06503978852571866,0.06382734302742178,0.017625389184647858,0.029682369536666767,0.08292861378605773,0.03413943818361682
32480,0.07860765009701247,0.06572767643194868,0.06336539687073207,0.017074197846434467,0.02986178297411255,0.08183090364388383,0.033747203084475125
32500,0.07806855329351528,0.06675368850689285,0.06185519312729342,0.016703519204858547,0.030437062059522516,0.08113018360217443,0.0339779254751462
32520,0.07841199435955344,0.0676012820122059,0.060112717981997445,0.01669980917765789,0.03115730132323217,0.081238450052925,0.03472318953531887
32540,0.07943896339482107,0.06784744703657782,0.05908449372435859,0.01703952697698722,0.031619646979113014,0.08209749185402473,0.03559243122106031
32560,0.08061689222699134,0.0673403318897609,0.05930941458504948,0.01751237513239972,0.03151749108301504,0.0832572018327065,0.03613139481055506
32580,0.08139317501929776,0.06629946506885566,0.06061352578104338,0.017848732718629256,0.03084631447281635,0.08411565320413848,0.03607482365338709
32600,0.0814337423923558,0.06526536135073993,0.06224802651618139,0.017867290909092625,0.029921294803654536,0.08420206541687503,0.03546659363667585
32620,0.08072403186578404,0.06481579952143944,0.0633348899425015,0.017560650450675477,0.0292248780041438,0.08344103097492826,0.034614772356052995
32640,0.07959361564005561,0.06519897911331876,0.06331455791760762,0.0170913205994737,0.029171648658875022,0.08224340724963138,0.033943858803176886
32660,0.0786112308577785,0.06619042232690113,0.062206672901400674,0.016710923600992116,0.029868058340461637,0.08127109322624058,0.03379762625459758
32680,0.07828835837636215,0.06726577177566823,0.06061443483903713,0.01663142566105448,0.03099043283654163,0.08101345133275019,0.03425530564328244
32700,0.0787688614316147,0.06788829599101044,0.059425620696684646,0.016904866850389853,0.031920616521543856,0.08152782096015339,0.03507349254896332
32720,0.07977375422033392,0.06773447084573123,0.05930166156901103,0.017388648600861593,0.03210829805995795,0.08249256262755278,0.035821903069635994
32740,0.08080440911767109,0.06684882706616407,0.060276902664342775,0.017828036694196536,0.03141258496510999,0.0834158382369807,0.03612547062311601
32760,0.08138152779715142,0.06568174797138375,0.061766817694199797,0.017996771824000366,0.030186486200300594,0.08384926291437572,0.03584665847692989
32780,0.08121701677018614,0.06488171530525003,0.06294284563748044,0.01780464562699023,0.02908236805260352,0.08359588244382833,0.03512931633100109
32800,0.08036046378946321,0.06490152418360988,0.06317744505767685,0.017333137510825915,0.028712600285141873,0.08284203067483961,0.0343256017502722
32820,0.07924325334142228,0.06572502491301795,0.062339677599289114,0.016803677930071696,0.029317154362054555,0.0820487931729876,0.033836562475091966
32840,0.07847219763326559,0.06691839458482321,0.060871183070233904,0.016481805841652385,0.030594666029638548,0.08163203193817607,0.03390863834066421
32860,0.0784621884305585,0.0678904675890644,0.05958782840864306,0.01654064598246249,0.031835731169407515,0.08171860447819922,0.0344925717575596
32880,0.07920509333748213,0.06816008253402468,0.059228528000661175,0.01695888480196155,0.0323305081446759,0.08216311027063938,0.035272398836009036
32900,0.08031770755264298,0.06756972609387049,0.06000330045624523,0.017528606885953597,0.03179642287334455,0.08270405103491979,0.03584848883522104
32920,0.08124861463301328,0.0664026290817349,0.06147239446922102,0.017966798367426044,0.030539273362441555,0.08308845736641718,0.035944187009153486
32940,0.08151382008505378,0.06527357213504352,0.06282834650686861,0.018052874858680505,0.029265542032143158,0.08316201696334513,0.03552556403003933
32960,0.08093470209401676,0.06477949310723309,0.06334615999338962,0.01772765050796874,0.02868519351888694,0.08294832340961523,0.03480728121217063
32980,0.07978715859276923,0.06514978465348174,0.06273912674091081,0.017128658396404133,0.029121820903427013,0.08263122083334834,0.03415404204639282
33000,0.07869489791777755,0.06615404380729394,0.061299617925251994,0.016542033026326806,0.03032413272626689,0.08240160629478983,0.03390240887463832
33020,0.07827273827100154,0.06727175849750269,0.05977442453013651,0.01626923368650941,0.031595489000002044,0.08231421277127164,0.0341783991911186
33040,0.07876687859680838,0.06795607631944175,0.058982089538969606,0.016467353299365477,0.03219575131584628,0.08230341775437225,0.034823567420020275
33060,0.07992951214641875,0.06787746297310626,0.05934875269216738,0.017058370778709586,0.03178310341478349,0.08230216658328451,0.03548714140160672
33080,0.08115819598736015,0.06709136884780666,0.060661052361395115,0.01776230619818471,0.0306156625947565,0.08230809219858005,0.035823302739203804
33100,0.08179186467530875,0.06603315029246555,0.06220375899213737,0.018231237000822784,0.02938795569456885,0.08235735770726917,0.035667618595473224
33120,0.08144303709399303,0.06528310977394265,0.0631696354397434,0.01821607472424698,0.028814344126574094,0.08247914737675567,0.03510605939985766
33140,0.08023249912751185,0.06522740608937877,0.06307864012364808,0.017694564902703987,0.02921461244414111,0.08267230215047429,0.03442623634542987
33160,0.0787759911958128,0.0658516981632777,0.06200378847290244,0.01689835797247867,0.030336182497658376,0.0828859588779854,0.0339812579842895
33180,0.07787485324380285,0.0667897843453547,0.06052571746803486,0.016211214274083913,0.03150587401095365,0.08301160726561123,0.03401219235815823
33200,0.07806569315079726,0.06754796106861222,0.05943538389871673,0.015979853727649134,0.032023551756023394,0.08293355447793005,0.03450663034515838
33220,0.0793046961331817,0.06775119893078363,0.059310419466712644,0.01633501922685513,0.03157609628458154,0.08263165236961525,0.035191434914494536
33240,0.08098050513476819,0.06731299614284651,0.06018985089816272,0.017117385854980485,0.03042945301183082,0.08223875395023868,0.03568924548498899
33260,0.08223450738879991,0.06648006963964258,0.06155422750769812,0.017948442229675104,0.029272718471813366,0.08197017646856103,0.035736610700733557
33280,0.08239785427972748,0.06571425829477578,0.06263412192768504,0.01841426001964397,0.028799647051015172,0.08197458672247673,0.03531618125044542
33300,0.0813344702419124,0.06543616232870327,0.06284586776334063,0.018273961655287413,0.0292897027884324,0.0822428329386158,0.034647025753337696
33320,0.07954274384730513,0.06577649559336864,0.06209076137030417,0.017588090031446832,0.03044984727467246,0.0826358085055801,0.03407446967563518
33340,0.07793894713883243,0.06651498548401909,0.060783633510998386,0.016695748662740567,0.03159785502319105,0.0829669604418449,0.03390870136930751
33360,0.07737836804960549,0.06724015579772731,0.05963357620442835,0.01604514331330689,0.032060380514763655,0.08307612113289772,0.0342559211462339
33380,0.07816965455908197,0.06758607961404138,0.05927876671998522,0.015962383759460894,0.03156006517488755,0.08290412510482865,0.03493474606703428
33400,0.07990076426994086,0.06739680602761687,0.059931917064044424,0.01648098471556422,0.030383672337964195,0.08255057272968616,0.035569255076562174
33420,0.08168061836060748,0.06678403044128581,0.061239362224341926,0.017325065220356203,0.029223583622543955,0.08222789076508934,0.03581381986748383
33440,0.08260966435745822,0.06608329531971197,0.062477223759301155,0.01805521058859714,0.028764157392989115,0.08210493318537214,0.0355435765988182
33460,0.08221632481750965,0.06568860369932558,0.06297168594669375,0.01829733701291566,0.0292662729393966,0.08219082267081629,0.03489976411305036
33480,0.08069599342286185,0.06581687391211909,0.06246170302279865,0.017935721470788268,0.030420283471557348,0.08237669378266796,0.03420927543728886
33500,0.07884641293867918,0.06637340751732283,0.0612097540176947,0.017173133650787018,0.03154596916967914,0.08255165368214241,0.03383231831322686
33520,0.07765934510191329,0.06703462809494973,0.05985986617427376,0.016423683094829708,0.03199191123409412,0.08265559921022643,0.033976601268298906
33540,0.07775686728308251,0.06745663739902247,0.059125177771782535,0.016088080409308616,0.03150066892211201,0.08267704478932864,0.0345639086436652
33560,0.07904744347300342,0.06743947872633448,0.059413276151840666,0.01633324264206626,0.0303544823326554,0.08265884587092745,0.035264174864230495
33580,0.08082094030532445,0.0669964785289977,0.06057677442958366,0.01700441697529369,0.02921970846086842,0.08267299477443243,0.03569616519956088
33600,0.08215614081243329,0.06635488401529441,0.06198171235599035,0.017718138978627652,0.028757614636576303,0.08272813545194777,0.035644141715006405
33620,0.0823750414502578,0.065862151651489,0.06287576485724813,0.018075553757303183,0.02922964629217885,0.08271943355218973,0.035152716131044155
33640,0.08137096993779637,0.06579055462786006,0.06279939118122815,0.017877611078878617,0.030351491138079986,0.08252915316072393,0.03448767016734683
33660,0.07968873947578918,0.06616762064479907,0.06179801390946505,0.017233735715232214,0.03147806747618293,0.08217825363077665,0.034006251235740255
33680,0.0782510193042735,0.06677854671589689,0.060382830217699315,0.0165058654791392,0.03198174633408834,0.08184598221277846,0.03397243807164827
33700,0.07782798991848554,0.0673153444422187,0.059289340352398946,0.016108506897848963,0.03159633179959085,0.08175133670451998,0.0343967412839565
33720,0.07860002548588556,0.06753114900501382,0.0591061566258211,0.016272571577637927,0.030552445015985526,0.08202651946305975,0.03502251561997265
33740,0.08010319881095217,0.06733245436354776,0.05993861283744462,0.016913473240728494,0.029441459970740602,0.0826365285396654,0.03548885889041525
33760,0.0815256485098179,0.066821384869285,0.061334987424723715,0.01768034791802494,0.028876404336254456,0.083338131708548,0.03554695602754345
33780,0.0821286833649618,0.06626218714842126,0.06254899150662169,0.018150387112875137,0.029142233758031398,0.08374355401339163,0.03518332553823116
33800,0.08160808743379959,0.06594181134418763,0.06295333123353311,0.01805736604525091,0.03004868733192216,0.0835402153403511,0.03460850117678644
33820,0.0802629658983319,0.06600317786367034,0.062348358958545146,0.017437017121578652,0.03106595336992556,0.0827342626006117,0.03414441718226837
33840,0.07885100547677518,0.06638142205557188,0.06104430877450666,0.016612856313172858,0.031640549627273376,0.08169804254422737,0.03405328185403988
33860,0.07815892799699392,0.0668699314369152,0.05971247182114859,0.01602310040661995,0.031496415946172494,0.08097143984998445,0.03438102802011794
33880,0.07855066352827501,0.06723591831092991,0.05905133752404248,0.015980980559428617,0.03076133325437629,0.08096947176171146,0.03492181622331975
33900,0.07978536736968762,0.06732016037286205,0.05940773862361435,0.016505357459677992,0.02986845687314006,0.08175918887708014,0.03534632835783823
33920,0.08118067409762834,0.06710405523456955,0.060577238915656306,0.017314912742712255,0.02930133863346976,0.08299019611188675,0.03540620221871979
33940,0.08198473445583705,0.06671958176738683,0.061922808644742894,0.017982121904997886,0.029329627737011057,0.08403059961767381,0.035074674761761286
33960,0.08176191388530694,0.06637857893879175,0.06273131430526234,0.018160912628194373,0.029881534027971415,0.08429212526178874,0.0345509962772189
33980,0.08062066301973758,0.06625495366892536,0.06258701838448716,0.017769099102259968,0.03061436991116806,0.08358146873367507,0.03414549273138528
34000,0.07916544452662501,0.06639481335391942,0.061574629374406185,0.01702796362385611,0.031128377152766517,0.08224475879332795,0.034106630691687255
34020,0.07817906784316715,0.0667042112523478,0.06023170325756082,0.016335972873345418,0.031189070920206615,0.0809930399085515,0.03447364439956433
34040,0.0782013562179566,0.06701194995508201,0.05927281173606169,0.016049744425570164,0.030828018924129733,0.08051073882488656,0.03504183846258565
34060,0.07923769517293029,0.06716598357849114,0.05921277985861219,0.01629700488330571,0.030282843695994686,0.08107730886306143,0.03547526711849611
34080,0.08075661471502096,0.06710651238243627,0.06008581251114049,0.016919156621631876,0.029842535575420097,0.08240882345038765,0.03550595553018066
34100,0.08197449532638354,0.06688139229131977,0.06142094659565398,0.017565802919317818,0.029699747335722494,0.08380163874657248,0.03509570237336791
34120,0.08226512076833412,0.06661421451332311,0.06249566839342949,0.017887733012544142,0.029875679847371987,0.08450337965675617,0.03446115515133076
34140,0.08147127034492954,0.066447791225632,0.06272901554059611,0.0177250430167429,0.030236239431902467,0.08412004650444457,0.03395268064233678
34160,0.0799750865276999,0.06647144868051905,0.06199315199524297,0.017186685326395557,0.030584311228589255,0.08284595695557234,0.03386099038740486
34180,0.07851608571798009,0.0666616370901195,0.060674244874616715,0.016580144901961323,0.030772596897200303,0.08137559819438955,0.03425572241139494
34200,0.07783630960667558,0.06689498284836398,0.05946272616185627,0.01623799905330041,0.03076062790114003,0.08051719656029144,0.03493857151079935
34220,0.07830005243055764,0.067039593353115,0.058995046028108615,0.016339507756603755,0.03059057459316018,0.08072710303812373,0.03554014308197412
34240,0.07968997646895509,0.06703897286357792,0.05952423821012048,0.016818443089828237,0.030334959291496977,0.08185903218814161,0.03572049423878796
34260,0.08131939818224308,0.0669199168075167,0.06077600103052119,0.01740274373665811,0.030073002690699832,0.08327092735512684,0.03536638219885405
34280,0.0823936676602094,0.06675839884529976,0.06208068922637166,0.017766535125665214,0.029888666621126717,0.08419136980170493,0.034661688984148925
34300,0.08239414606706182,0.06665299192949321,0.06273653019401855,0.017710290972679586,0.029856015047095282,0.08412892373432247,0.03398392130447422
34320,0.0813053027189795,0.06668386498905927,0.06239843252191613,0.017264696798151104,0.030011202560607606,0.08313464981995837,0.033696321222800106
34340,0.07962979806000291,0.06684570546087086,0.06125641512557443,0.016665622337309206,0.030330110961306438,0.08178690051123254,0.033957692168517184
34360,0.0781778786505412,0.06702865818679726,0.05991805335691127,0.01622647942351698,0.03071517171058491,0.08086628013309996,0.03464033580233402
34380,0.07767330919851889,0.06709927723731937,0.05908811209005581,0.016177825705222915,0.031001734771650802,0.08088906748463892,0.03538936557400096
34400,0.07836980307840354,0.06700416844003378,0.059209171671355955,0.016548626769828007,0.03101630262994386,0.08180957571579263,0.03580371959368223
34420,0.07992517693089397,0.06679308776488704,0.06022183437200519,0.01714848282226482,0.03068424401672985,0.08307958809812133,0.03565572575071493
34440,0.08159572248394442,0.06657412924023072,0.06157791612147642,0.017667486455206872,0.030112827160691663,0.08398222642239489,0.03502048825221462
34460,0.08259594654661001,0.06646834849088111,0.0625354396804975,0.01784132687108023,0.029569351015982924,0.08401912999026301,0.03423115937181241
34480,0.08244651125997961,0.06656346929817797,0.06257420105846012,0.017585305091405885,0.029352339881836817,0.08317041000490659,0.03369495333160585
34500,0.08120524628133106,0.06684829031084423,0.06167461958483573,0.017028380700119,0.029626750867831085,0.08191384199825369,0.03368312944279245
34520,0.07947424908058667,0.06718607220648948,0.060312769465383206,0.016443947206229447,0.030309316825255984,0.0809614958455589,0.03419765412635481
34540,0.07811333683537143,0.06738842477241465,0.0592062860576911,0.016117049362133776,0.031073833193568542,0.0808392323869698,0.03497049659548864
34560,0.07778810939220068,0.06733796896361068,0.05894619659675012,0.01620534879857969,0.03150241421219151,0.08158423576816472,0.03560054392982346
34580,0.07863406541643464,0.0670531057383759,0.05968122546487966,0.016659673435502457,0.03132073368555423,0.08275483255916502,0.035765666258862426
34600,0.08021618489265371,0.0666674473009256,0.0610228716530561,0.0172500675460632,0.03057796866706259,0.08370652955700292,0.03539182351232943
34620,0.08175322366738487,0.06636804394245105,0.06225152206925973,0.017684776522631902,0.029649193251290704,0.08394322589095625,0.03468249530015909
34640,0.08248438601341544,0.06631651009144036,0.06271430906123913,0.017754617878643016,0.029045193827834718,0.08336888515119048,0.0340034653536198
34660,0.08204415232037948,0.0665618476865066,0.06217437509705647,0.017429954084053588,0.029128930190132483,0.08232986437229244,0.03369461130065916
34680,0.08066967286664622,0.0669944060511928,0.060923854565111825,0.016871615863014597,0.029894475908622133,0.08141495663608975,0.03390064361417952
34700,0.07908963389241695,0.06739501620686206,0.059623608536066394,0.016353690186909308,0.030943866167949592,0.08111371238881612,0.03450102175255543
34720,0.0781325985508725,0.06755797188243638,0.058957480544856534,0.016129884166430703,0.0316944586509192,0.08154602324308764,0.035178380055513776
34740,0.07828871791551067,0.06740295048875526,0.05926924413166456,0.016307079105165132,0.031706650404031575,0.08242527506081827,0.03558902624164839
34760,0.07946518200339703,0.06701044431608649,0.06037560862119321,0.016792448946961188,0.03094227644483639,0.08324811950144627,0.03553784342014878
34780,0.08103954188839113,0.06657502409432856,0.06166822845064492,0.017340963375276318,0.029804413803032642,0.08357965632775238,0.03506737455241007
34800,0.0821770389326979,0.066309410976962,0.06244878800098566,0.017677032262919914,0.02892789540953459,0.08327806598128273,0.034427493453113064
34820,0.08226612590674127,0.06634333661519251,0.0623055631099293,0.017630633199976944,0.028822518659821394,0.0825470312783894,0.033945470198725486
34840,0.08124965665222776,0.06665911599687595,0.06132969451513765,0.0172231128777452,0.029567557592609112,0.08179913256875512,0.03385701244252211
34860,0.0796642970669049,0.06709596606344274,0.06006090900015627,0.016658934754746148,0.030751098137443464,0.08142022790235472,0.03418731545669127
34880,0.07836052119335811,0.06743213809480153,0.05919041461013267,0.016224347492507996,0.031703835222273366,0.08157154942456524,0.034749469081774176
34900,0.07805022419058838,0.06750894017141432,0.059183841843570825,0.01614295873720597,0.03188347627372125,0.08212652573681316,0.035251300032207084
34920,0.07891833849800249,0.06731693284414915,0.06003450683344122,0.01646034308113023,0.031181173878098305,0.08276303901195069,0.03544248429489611
34940,0.08051260757051051,0.06698327375591163,0.061273679984830486,0.017015598248014994,0.02998672009518585,0.08315692170402865,0.035233784404658394
34960,0.08198536670080431,0.06668411405285067,0.062221987278817656,0.01751901412138065,0.02897841451413177,0.08315764253322137,0.03474080567159259
34980,0.08255239568062353,0.06655682189761256,0.06235412806132259,0.017702240293863605,0.02873716838660161,0.08283405962799818,0.034224426401918494
35000,0.08190731548737644,0.06664762257029933,0.061591245997016326,0.017461848240452153,0.029398872369277337,0.08238929197733454,0.03394929079866245
35020,0.08038118928727128,0.06688981570754132,0.06035051051682581,0.01691608974391233,0.030569283686022884,0.08203867444021364,0.03404420824622144
35040,0.07878053840626487,0.06713145260941387,0.059309517290965466,0.016345769520988623,0.031564236613037214,0.08191869432945159,0.034447513831155616
35060,0.07797014170142641,0.06723079956875912,0.0590293493697148,0.016052234669714633,0.03181474830579962,0.08203612393163034,0.03495005285093874
35080,0.07839612805967427,0.06715594568113699,0.059660760952933295,0.01620050200414766,0.031187626010110055,0.08227617019229881,0.03529729233425446
35100,0.07982695385408439,0.066990196330051,0.06087319957676009,0.016723686296871907,0.030055093758650182,0.08248952374943089,0.03531183307467625
35120,0.08148697863221122,0.06684931068849644,0.06202035672913469,0.017347383295692236,0.029085395502877448,0.08259635087147414,0.0349894115151892
35140,0.08249165686538856,0.06681017201851797,0.06247319518256464,0.017733996097455084,0.02885493063085686,0.0826055945968965,0.034505407575530396
35160,0.0823122865048687,0.0668926399312283,0.06196911385123693,0.01766817331833584,0.029496413657416492,0.08255508018314632,0.034113887753792774
35180,0.08104056912195536,0.06705367008599065,0.06077026862682684,0.017174461451238212,0.03061379331124737,0.08247338300329023,0.034007550301978925
35200,0.07935112551427839,0.06719146833756139,0.05951589993701255,0.01650597087049254,0.031530159631622395,0.08239257052905521,0.034227952975795936
35220,0.07816000649741711,0.0672064034235928,0.05886657702390684,0.0160164678613656,0.03169965086019491,0.08234626269484323,0.03465582201411598
35240,0.0781199830791201,0.0670889274936214,0.05916343834859839,0.015977111842083315,0.031021602286989716,0.08233924990062623,0.03506736035775386
35260,0.07924661164060084,0.06692994451254099,0.06026488950229611,0.016424727991803334,0.029891067619788006,0.08235055124240084,0.03524271175696107
35280,0.08092187479710776,0.06683645384798188,0.061610672807588786,0.01712904317594841,0.02897409590755794,0.08237199001796645,0.03508865239768403
35300,0.08225305534904155,0.0668559068622777,0.06249582328699893,0.017711760185028454,0.02882255898578247,0.08240924122771412,0.034696028169082814
35320,0.08254511125218329,0.06697153052184994,0.0624464364576967,0.017853691301869996,0.029538508006627797,0.08244210986120482,0.034282945172410026
35340,0.08164776561141358,0.06712336909985148,0.06148546412729818,0.01746780358447069,0.03070305665384394,0.08242808252800045,0.03406776238080871
35360,0.08003780413133176,0.06722341146763766,0.06011422489444002,0.01674584676634672,0.031629607690881745,0.08236204805860352,0.034158246577472115
35380,0.07858053376167083,0.06719878642144632,0.059032014314918786,0.01606195184420529,0.03177740395727829,0.0823001581632026,0.03450382330198897
