step,r1_full,r2_full,r3_full,r4_full,r5_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp
30680,0.3100189774397827,0.31001897739403084,0.3100189773910694,0.3100189773466092,3.4624335334844187e-09,7.004271471110481e-11,6.865581902177286e-11,4.829117499844161e-11,4.7147358521789834e-11,3.7319824854964552e-19
30720,0.3100189774399945,0.31001897739404083,0.3100189773910615,0.31001897734640027,2.7150347621996155e-09,7.03602652497652e-11,6.896671276502325e-11,4.851015965629466e-11,4.736043730679181e-11,5.625401428371264e-19
30760,0.31001897744020657,0.3100189773940483,0.3100189773910563,0.31001897734619127,1.5290258250606284e-09,7.06788065010579e-11,6.927763106328654e-11,4.8729372838458175e-11,4.757438806489563e-11,2.2521323588210637e-19
30800,0.31001897744041856,0.3100189773940558,0.31001897739104883,0.31001897734598005,1.644970237789193e-09,7.099935298408134e-11,6.958870530643371e-11,4.894996359698043e-11,4.779014732240084e-11,7.340617306263625e-19
30840,0.3100189774406328,0.3100189773940672,0.3100189773910393,0.31001897734577,3.858315207226647e-09,7.13214765613344e-11,6.990059757784196e-11,4.9170799160712804e-11,4.8006783132435515e-11,5.833805228648853e-19
30880,0.31001897744084644,0.3100189773940793,0.3100189773910272,0.3100189773455591,2.2936478868977904e-09,7.164445419881009e-11,7.021329431969026e-11,4.939219934256543e-11,4.822465062820688e-11,7.078148409826195e-19
30920,0.31001897744106427,0.3100189773940915,0.3100189773910194,0.3100189773453498,1.5028476787021694e-09,7.196941205679029e-11,7.05268739894596e-11,4.961454459989781e-11,4.8443946342260143e-11,2.036409114699411e-19
30960,0.31001897744128354,0.3100189773941004,0.3100189773910135,0.3100189773451398,2.6791507566282165e-09,7.229596156064485e-11,7.08420238177824e-11,4.983762641289823e-11,4.8663877385803815e-11,7.122907707813289e-19
31000,0.3100189774415059,0.3100189773941124,0.3100189773910074,0.31001897734492984,2.3653199608600843e-09,7.262395787381132e-11,7.115916838938161e-11,5.0061570583135204e-11,4.888445803928484e-11,7.061270690000701e-19
31040,0.31001897744172274,0.3100189773941198,0.3100189773909935,0.3100189773447146,1.2153563139771453e-09,7.295169364498602e-11,7.147779201916364e-11,5.0286769186191064e-11,4.91059181958822e-11,4.726881691352971e-19
31080,0.31001897744194146,0.3100189773941253,0.3100189773909788,0.3100189773444961,2.09193904507985e-09,7.32823852359678e-11,7.179917460690778e-11,5.051352179581852e-11,4.932843565141398e-11,4.3296708509005977e-19
31120,0.3100189774421591,0.31001897739412526,0.31001897739096757,0.3100189773442753,2.5518288914750013e-09,7.361366227668006e-11,7.212299619942058e-11,5.0741152755807136e-11,4.9551195449670695e-11,4.487741578392019e-19
31160,0.31001897744238277,0.31001897739412937,0.31001897739096257,0.3100189773440583,3.6470423355471564e-09,7.394601764297353e-11,7.244880248493964e-11,5.0969795013846814e-11,4.977486487340979e-11,9.946906365704659e-19
31200,0.31001897744260626,0.31001897739413514,0.31001897739095413,0.3100189773438388,2.9719778054077582e-09,7.42796899031648e-11,7.277708767354757e-11,5.1199569478022485e-11,4.9998717145561484e-11,4.749268150533651e-19
31240,0.31001897744282914,0.31001897739414114,0.31001897739094303,0.31001897734361716,2.2198816174347448e-09,7.46143958336075e-11,7.310736832262375e-11,5.143050332346502e-11,5.0223037795575415e-11,6.107384271499854e-19
31280,0.3100189774430541,0.31001897739414624,0.31001897739093626,0.3100189773433951,3.4526834807635972e-09,7.495032860357721e-11,7.343930567725135e-11,5.1662538775529326e-11,5.0447688391982766e-11,7.368747288856117e-19
31320,0.31001897744328144,0.3100189773941506,0.3100189773909332,0.310018977343174,3.1045841115225297e-09,7.528769920305833e-11,7.377214542610486e-11,5.189570592571827e-11,5.0673484756049425e-11,7.234075423313513e-19
31360,0.31001897744350937,0.3100189773941588,0.3100189773909285,0.3100189773429515,2.6807645417107573e-09,7.56265020440184e-11,7.410587209210417e-11,5.21298829922073e-11,5.090032002599877e-11,1.0218819244019993e-18
31400,0.3100189774437369,0.3100189773941696,0.31001897739091966,0.31001897734272743,2.504001923650185e-09,7.596683582480992e-11,7.44404207908228e-11,5.23644071033165e-11,5.112805582781321e-11,3.74561788056986e-19
31440,0.31001897744396395,0.31001897739417983,0.31001897739091006,0.310018977342502,3.178026017810591e-09,7.630845730348789e-11,7.477507319868837e-11,5.259937186386641e-11,5.1357115604529266e-11,5.799040761385761e-19
31480,0.3100189774441884,0.31001897739418455,0.31001897739089984,0.31001897734227285,3.074665528090251e-09,7.665171911174464e-11,7.510972266859154e-11,5.2835687454789226e-11,5.1587729151334736e-11,5.593205317459718e-19
31520,0.3100189774444151,0.3100189773941912,0.3100189773908901,0.3100189773420444,1.7274466701447818e-09,7.699718615134586e-11,7.544487460610682e-11,5.30723780110332e-11,5.1819589932097736e-11,5.586334174247814e-19
31560,0.31001897744464146,0.31001897739419965,0.310018977390876,0.3100189773418154,1.6233581726897517e-09,7.734349156829555e-11,7.578074769183331e-11,5.3310057403743214e-11,5.205281943140552e-11,1.0507756914988771e-18
31600,0.3100189774448668,0.31001897739420775,0.31001897739085776,0.31001897734158346,8.660148122171484e-10,7.769157321304624e-11,7.611754837412346e-11,5.354858147933521e-11,5.228716713524546e-11,8.352861590617397e-19
31640,0.3100189774450989,0.31001897739421813,0.3100189773908466,0.3100189773413557,2.5144117119501103e-09,7.804161316325727e-11,7.64559483220096e-11,5.3787980095298076e-11,5.25224509476195e-11,2.899449188912272e-19
31680,0.3100189774453278,0.31001897739422113,0.3100189773908331,0.3100189773411231,1.1963599442388638e-09,7.839296467964427e-11,7.679539760535633e-11,5.402861583997251e-11,5.275925685438457e-11,1.0035233026183687e-18
31720,0.3100189774455588,0.3100189773942255,0.31001897739081835,0.31001897734089007,2.347405291160447e-09,7.874642761672491e-11,7.713712493518213e-11,5.42706511747861e-11,5.299743852605172e-11,4.8882451177584185e-19
31760,0.310018977445794,0.3100189773942352,0.31001897739080425,0.3100189773406584,2.0679433115615237e-09,7.91016868171448e-11,7.748113550233209e-11,5.451376495840891e-11,5.3236330930799275e-11,2.8151791324817795e-19
31800,0.3100189774460294,0.3100189773942417,0.31001897739078954,0.3100189773404242,3.028923801903147e-09,7.945804790258723e-11,7.78276429589372e-11,5.475834404932499e-11,5.3476272295340946e-11,8.26730375761686e-19
31840,0.3100189774462687,0.31001897739424583,0.3100189773907806,0.31001897734018996,2.3614213945745326e-09,7.981632322069196e-11,7.81771904827407e-11,5.500445455501772e-11,5.371711936649548e-11,6.969517507805361e-19
31880,0.3100189774465067,0.3100189773942459,0.31001897739077094,0.31001897733995193,2.2106477608358606e-09,8.017585448068397e-11,7.852926798931658e-11,5.5252199013166944e-11,5.3959084345341264e-11,8.323619107515771e-19
31920,0.310018977446745,0.3100189773942471,0.31001897739075757,0.31001897733971145,3.6454907222807556e-09,8.053724846001539e-11,7.888397756484255e-11,5.550126096876404e-11,5.42019801440886e-11,6.5550996282317265e-19
31960,0.31001897744698564,0.3100189773942511,0.310018977390744,0.31001897733946937,2.917979249605841e-09,8.090114390176889e-11,7.924171616074086e-11,5.5751936750201266e-11,5.4446029990775404e-11,3.2850403355939495e-19
32000,0.31001897744722773,0.31001897739425366,0.31001897739073453,0.3100189773392263,2.3022543516455684e-09,8.126632697124834e-11,7.960170240735758e-11,5.6003872688818215e-11,5.469084715690378e-11,6.341033433348087e-19
32040,0.31001897744747026,0.31001897739425316,0.3100189773907264,0.3100189773389807,1.2930652010511092e-09,8.163342184066876e-11,7.996323055919705e-11,5.6256827988948336e-11,5.493685378992647e-11,8.103212359663988e-19
32080,0.31001897744771656,0.3100189773942577,0.3100189773907198,0.31001897733873657,2.4248110525256934e-09,8.200214216562503e-11,8.032651003965244e-11,5.65110511981138e-11,5.518408943313468e-11,1.0123428691185596e-18
32120,0.31001897744795853,0.31001897739426043,0.31001897739070433,0.31001897733848577,1.9248073086051426e-09,8.237334239511178e-11,8.069131087379669e-11,5.67659982895545e-11,5.543234291304373e-11,6.923180865006753e-19
32160,0.31001897744820556,0.3100189773942685,0.31001897739069334,0.31001897733823813,1.8609366192528586e-09,8.274623104952284e-11,8.105734364110751e-11,5.702190475866965e-11,5.5681962252270665e-11,7.533146000508374e-19
32200,0.3100189774484535,0.310018977394274,0.31001897739068546,0.31001897733799005,2.3115421374252813e-09,8.312028531792745e-11,8.142479424915642e-11,5.727849816448149e-11,5.593238403689127e-11,7.248275643768935e-19
32240,0.3100189774487017,0.3100189773942788,0.3100189773906771,0.31001897733774103,3.460554662042919e-09,8.349605165292815e-11,8.179275302818027e-11,5.7536346338814374e-11,5.618437866129301e-11,3.8484761623093317e-19
32280,0.31001897744895196,0.3100189773942884,0.31001897739066786,0.31001897733749323,2.998071994220196e-09,8.387296310858868e-11,8.21616906745036e-11,5.779495511891727e-11,5.643770155096923e-11,7.161322444217234e-19
32320,0.31001897744919926,0.3100189773942958,0.31001897739065204,0.31001897733724165,2.7489565977870856e-09,8.425107204308712e-11,8.2531357741016e-11,5.805441110121089e-11,5.669222822375826e-11,8.752227584896652e-19
32360,0.310018977449451,0.3100189773943042,0.3100189773906419,0.3100189773369936,1.3823362362576883e-09,8.463045255365985e-11,8.290177628931718e-11,5.831486756809454e-11,5.69481668746397e-11,7.023518477963753e-19
32400,0.310018977449704,0.3100189773943101,0.31001897739063344,0.310018977336744,2.7677745317076275e-09,8.501164245975433e-11,8.32736597119863e-11,5.857683538802287e-11,5.720533926158747e-11,9.300719403835369e-19
32440,0.31001897744995804,0.31001897739431633,0.310018977390623,0.3100189773364931,9.367514804928237e-10,8.539426263204304e-11,8.364715093250261e-11,5.88400027338243e-11,5.7463698199344346e-11,8.94230673804299e-19
32480,0.31001897745021323,0.31001897739432527,0.3100189773906108,0.31001897733624234,2.4737195093158564e-09,8.577783379170942e-11,8.402210893589988e-11,5.91037535641028e-11,5.772241073460701e-11,1.0409998308448655e-18
32520,0.31001897745047247,0.3100189773943355,0.31001897739060064,0.3100189773359926,1.368300404305071e-09,8.616299156360035e-11,8.43985730024269e-11,5.9368530165364e-11,5.798223819334474e-11,7.511615660415614e-19
32560,0.31001897745073,0.3100189773943395,0.31001897739059103,0.3100189773357379,1.478417380908505e-09,8.65496640357905e-11,8.477746310643058e-11,5.963457049555282e-11,5.824300326368744e-11,5.546943957048694e-19
32600,0.31001897745098694,0.31001897739434,0.310018977390581,0.3100189773354805,2.9339838774416405e-09,8.69376880792849e-11,8.515823344886183e-11,5.990145907543448e-11,5.850459740419575e-11,7.642469753760155e-19
32640,0.31001897745124724,0.3100189773943439,0.3100189773905711,0.31001897733522404,2.615625942415811e-09,8.732712161799585e-11,8.55419524572622e-11,6.017021615132705e-11,5.8767312615558e-11,6.239986380294257e-19
32680,0.3100189774515081,0.31001897739435014,0.3100189773905609,0.3100189773349671,2.5222987289425064e-09,8.771721527979879e-11,8.592739103235545e-11,6.044042983831467e-11,5.903080247432353e-11,5.572450995301135e-19
32720,0.31001897745177126,0.31001897739435513,0.31001897739055323,0.31001897733470923,3.701824316300933e-09,8.810949102423826e-11,8.631479745140609e-11,6.071162212404227e-11,5.929487183866546e-11,2.8163585125691823e-19
32760,0.31001897745203616,0.31001897739435835,0.3100189773905496,0.3100189773344507,3.1982191721278634e-09,8.85029820083554e-11,8.670390549621974e-11,6.098392312058306e-11,5.955983628052628e-11,8.030476973724328e-19
32800,0.3100189774523002,0.3100189773943614,0.31001897739054296,0.310018977334189,1.3234840754140921e-09,8.889802934153932e-11,8.709431343244014e-11,6.125703994739934e-11,5.9825586096326e-11,1.0260737791871886e-18
32840,0.3100189774525679,0.3100189773943706,0.3100189773905352,0.31001897733392797,2.8563888300690897e-09,8.929590361221533e-11,8.74865255777382e-11,6.153134700017911e-11,6.009262377449679e-11,1.784952478504142e-19
32880,0.3100189774528339,0.3100189773943779,0.3100189773905255,0.3100189773336634,2.205535004033112e-09,8.969514572465996e-11,8.788027102081924e-11,6.180655670224058e-11,6.03605550403815e-11,1.0049438149716255e-18
32920,0.3100189774531029,0.3100189773943842,0.31001897739052064,0.3100189773333999,1.8635860025818016e-09,9.009597545475112e-11,8.827527385157139e-11,6.208294007615037e-11,6.062998258562587e-11,1.151243126067882e-18
32960,0.3100189774533702,0.3100189773943879,0.3100189773905134,0.31001897733313205,2.084704338287718e-09,9.049856290371863e-11,8.867140241029414e-11,6.236056668556583e-11,6.090093437540227e-11,7.675970013083716e-19
33000,0.3100189774536395,0.3100189773943958,0.3100189773905042,0.31001897733286576,3.2807137477364594e-09,9.09022394225774e-11,8.906795441762085e-11,6.263859878087838e-11,6.117289074279588e-11,8.397091004922265e-19
33040,0.3100189774539101,0.3100189773944071,0.3100189773904937,0.3100189773325991,1.575758250550698e-09,9.130795745937746e-11,8.946594764985106e-11,6.291700680396702e-11,6.144581842617779e-11,1.0126729165843793e-18
33080,0.31001897745418155,0.31001897739441503,0.3100189773904837,0.3100189773323308,2.661554444791049e-09,9.17153678779652e-11,8.986540982515274e-11,6.319592309638009e-11,6.171962685633086e-11,5.504575797274476e-19
33120,0.3100189774544556,0.3100189773944223,0.31001897739047946,0.31001897733206346,3.5546058858004554e-09,9.212399206689529e-11,9.026649051169396e-11,6.347590474179501e-11,6.199465378637444e-11,9.114642281302578e-19
33160,0.31001897745472834,0.3100189773944287,0.3100189773904717,0.3100189773317946,2.913809209196585e-09,9.253242554391189e-11,9.066802287462215e-11,6.3756840432685e-11,6.227036244839203e-11,3.183193151259321e-19
33200,0.31001897745500007,0.3100189773944358,0.31001897739045936,0.31001897733152406,2.0346523079522043e-09,9.294182070746934e-11,9.107080560021979e-11,6.40385738279349e-11,6.254721321797284e-11,9.967710334604637e-19
33240,0.3100189774552724,0.3100189773944429,0.3100189773904481,0.3100189773312534,1.4065819968189584e-09,9.335187532933288e-11,9.147476492800179e-11,6.432104785263602e-11,6.282467967789398e-11,9.991456018590123e-19
33280,0.31001897745554846,0.31001897739444884,0.31001897739044165,0.3100189773309849,2.1312015416867773e-09,9.376337950572698e-11,9.187971641393425e-11,6.46044386433644e-11,6.310293945508099e-11,1.1438325849760244e-18
33320,0.31001897745582147,0.31001897739444956,0.31001897739043194,0.31001897733071115,8.61315128470614e-10,9.417582640762191e-11,9.228551738617431e-11,6.489001571014651e-11,6.33829866595536e-11,6.609032637679311e-19
33360,0.3100189774561011,0.31001897739445794,0.3100189773904241,0.3100189773304405,1.8400519490001728e-09,9.459065339104542e-11,9.269357649794355e-11,6.517677220858178e-11,6.36634690659101e-11,8.163666706203286e-19
33400,0.31001897745637963,0.3100189773944667,0.31001897739041334,0.31001897733016764,2.0734852993019297e-09,9.500598096572707e-11,9.310320464889962e-11,6.54646071901875e-11,6.394453727555418e-11,8.971913376041273e-19
33440,0.31001897745666074,0.3100189773944744,0.3100189773904063,0.3100189773298946,2.470127166026328e-09,9.542315163606766e-11,9.351435280779777e-11,6.575305330952503e-11,6.422601562172264e-11,1.1947311863568277e-18
33480,0.3100189774569416,0.3100189773944782,0.3100189773904013,0.3100189773296188,2.5016818711065264e-09,9.584155671766131e-11,9.392699877701546e-11,6.604266737164702e-11,6.450855644413383e-11,1.1104952789652495e-18
33520,0.31001897745722534,0.31001897739448414,0.3100189773903954,0.3100189773293424,1.950819586386245e-09,9.626208923158597e-11,9.434136990980323e-11,6.633324871714268e-11,6.479178296509106e-11,9.09091629299826e-19
33560,0.310018977457507,0.3100189773944904,0.3100189773903846,0.3100189773290622,1.9847521285252635e-09,9.668322382067661e-11,9.475813862223385e-11,6.662422393734471e-11,6.507515903883133e-11,1.1231289257691956e-18
33600,0.3100189774577926,0.31001897739450124,0.31001897739037726,0.31001897732878364,1.907896453654328e-09,9.710599080783915e-11,9.517564753451962e-11,6.691564910961751e-11,6.535929081238026e-11,7.490253943711017e-19
33640,0.31001897745807827,0.31001897739450823,0.31001897739037304,0.3100189773285043,2.11229746663342e-09,9.752948908013441e-11,9.559440179805657e-11,6.720798826212068e-11,6.564410906284494e-11,6.411337152473373e-19
33680,0.31001897745836304,0.3100189773945148,0.31001897739036904,0.3100189773282243,3.1844910958882498e-09,9.795350975909611e-11,9.601330880348014e-11,6.750106174214502e-11,6.592988943760859e-11,9.335338587996257e-19
33720,0.31001897745864326,0.3100189773945195,0.31001897739035644,0.310018977327939,1.504161961251448e-09,9.837902631758681e-11,9.643267787078215e-11,6.779486029131467e-11,6.62169972721595e-11,4.673285191857133e-19
33760,0.31001897745892226,0.3100189773945258,0.31001897739034084,0.31001897732765227,2.6572337087809795e-09,9.880560177168744e-11,9.685288737894239e-11,6.808933032264453e-11,6.650481011555828e-11,4.1426032945975026e-19
33800,0.31001897745920604,0.31001897739453455,0.3100189773903309,0.3100189773273696,2.5261836430940452e-09,9.923364743573806e-11,9.72735889192077e-11,6.838444542074361e-11,6.679378349625389e-11,1.0718135750505233e-18
33840,0.31001897745948753,0.31001897739453754,0.3100189773903201,0.3100189773270846,2.262738245878726e-09,9.966260002449305e-11,9.76944861725515e-11,6.868010728480924e-11,6.708382277196778e-11,1.2379051154165044e-18
33880,0.310018977459773,0.3100189773945443,0.3100189773903094,0.31001897732680084,3.5955292840187706e-09,1.0009376545115833e-10,9.811653200067747e-11,6.897708814406354e-11,6.737547228229276e-11,8.586834076116353e-19
33920,0.31001897746005874,0.3100189773945526,0.31001897739029477,0.3100189773265158,1.1455049341199524e-09,1.0052658937724342e-10,9.853943436507643e-11,6.927471092686879e-11,6.766831747739852e-11,2.0450348436994772e-19
33960,0.3100189774603455,0.31001897739455964,0.3100189773902784,0.3100189773262285,2.072231133577348e-09,1.0096137714725993e-10,9.89638721014441e-11,6.95740564101013e-11,6.796265339091184e-11,7.399863140589011e-19
34000,0.31001897746063733,0.31001897739456574,0.310018977390268,0.3100189773259423,3.1879086513552357e-09,1.0139822755600527e-10,9.938992438466155e-11,6.987466117903714e-11,6.825848739324098e-11,4.280381792426806e-19
34040,0.3100189774609298,0.3100189773945697,0.31001897739025885,0.3100189773256547,1.9048333149205645e-09,1.0183596691678977e-10,9.981825010849096e-11,7.017674616487146e-11,6.855509284279855e-11,6.256572745296215e-19
34080,0.3100189774612208,0.310018977394572,0.31001897739024276,0.31001897732536093,1.6682490832542236e-09,1.022762296150517e-10,1.0024917409265218e-10,7.048033308456495e-11,6.885270579710598e-11,6.496943077084267e-19
34120,0.31001897746151624,0.31001897739457873,0.310018977390228,0.31001897732506767,3.785053778005648e-09,1.0271873429027962e-10,1.006832832115103e-10,7.07853830419371e-11,6.91510177909976e-11,9.274766964544006e-19
34160,0.3100189774618135,0.3100189773945837,0.3100189773902175,0.31001897732477396,1.7910586236511747e-09,1.0316210712767781e-10,1.0112017437349035e-10,7.109151645869178e-11,6.944992178087521e-11,1.24882836499263e-18
34200,0.31001897746211277,0.31001897739458634,0.3100189773902107,0.3100189773244793,3.3156277247308046e-09,1.0360658632298738e-10,1.0155902246974637e-10,7.139888119044395e-11,6.974970563079452e-11,1.083159456047239e-18
34240,0.31001897746241236,0.3100189773945898,0.3100189773902026,0.31001897732418243,3.031651314134308e-09,1.0405318377901318e-10,1.0200030814027739e-10,7.17070952834264e-11,7.0050106244212e-11,9.85012005622218e-19
34280,0.3100189774627081,0.3100189773945929,0.31001897739018786,0.31001897732388095,2.457993744455463e-09,1.0450053879741599e-10,1.0244329491219159e-10,7.201716590477393e-11,7.035141470529684e-11,1.017996059812255e-18
34320,0.31001897746300944,0.3100189773946016,0.3100189773901786,0.3100189773235838,1.7773623468807657e-09,1.0494925775048449e-10,1.0288790669313628e-10,7.232786406083116e-11,7.06537129951213e-11,9.20980100074571e-19
34360,0.31001897746331286,0.31001897739461004,0.3100189773901746,0.3100189773232875,1.890815188719038e-09,1.0539917990002617e-10,1.0333314924468747e-10,7.26394040463242e-11,7.095686989047231e-11,9.230127971158091e-19
34400,0.3100189774636139,0.3100189773946154,0.3100189773901688,0.31001897732298805,1.3730157640751599e-09,1.058504664217872e-10,1.0377925681473052e-10,7.295173872403357e-11,7.126137703317636e-11,1.0475630815467555e-18
34440,0.31001897746391294,0.3100189773946219,0.3100189773901575,0.3100189773226861,9.796734944535076e-10,1.0630307367589736e-10,1.0422538277189222e-10,7.326473114117146e-11,7.156677853931166e-11,1.4439434433475481e-18
34480,0.3100189774642169,0.31001897739463546,0.31001897739014617,0.31001897732238676,1.7947028049002426e-09,1.0675842655850181e-10,1.046720759788349e-10,7.357787909055862e-11,7.18733014897464e-11,4.891449584791596e-19
34520,0.31001897746452006,0.3100189773946457,0.3100189773901345,0.31001897732208555,3.81727700084313e-09,1.0721523451760913e-10,1.0511947940444816e-10,7.38923491834074e-11,7.218169974697685e-11,5.839307616295921e-19
34560,0.3100189774648248,0.3100189773946535,0.3100189773901266,0.31001897732178574,2.8503982791935214e-09,1.0767282880323062e-10,1.0556756998428663e-10,7.420702401151204e-11,7.249097199172414e-11,9.411848507998056e-19
34600,0.3100189774651301,0.3100189773946614,0.3100189773901156,0.3100189773214839,1.3259708895149377e-09,1.0813283358207165e-10,1.0601668901466414e-10,7.452319376550006e-11,7.280186183521843e-11,4.839501926898254e-19
34640,0.3100189774654384,0.3100189773946727,0.31001897739010253,0.31001897732118344,1.4407144224008782e-09,1.0859399201878154e-10,1.0646710973393244e-10,7.484026372627554e-11,7.311398272671783e-11,9.761993259688795e-19
34680,0.31001897746574425,0.3100189773946801,0.31001897739008477,0.3100189773208769,2.3053306979943233e-09,1.0905763208425273e-10,1.0691959257300573e-10,7.515937362939487e-11,7.342770453506892e-11,9.309460335397835e-19
34720,0.310018977466056,0.3100189773946872,0.31001897739007483,0.31001897732057254,1.7733080551551858e-09,1.0952327369986106e-10,1.0737478303903424e-10,7.548026332358549e-11,7.374296218198371e-11,1.0616007173099881e-18
34760,0.3100189774663663,0.31001897739468803,0.31001897739006234,0.310018977320263,2.5762525232785383e-09,1.0999044551536416e-10,1.078324669548462e-10,7.58026377543514e-11,7.405915389837337e-11,7.920526010034271e-19
34800,0.3100189774666835,0.31001897739469625,0.3100189773900527,0.3100189773199557,2.2854874188170286e-09,1.1046019695036955e-10,1.0829286960115702e-10,7.612690992233449e-11,7.437703551916066e-11,4.1168781780247203e-19
34840,0.31001897746700213,0.3100189773947072,0.31001897739004186,0.3100189773196467,2.381009267002879e-09,1.1093160391054471e-10,1.0875636613588521e-10,7.64527910680991e-11,7.469560077562921e-11,7.321229793845355e-19
34880,0.31001897746731943,0.31001897739471296,0.3100189773900301,0.3100189773193327,3.886007948066581e-09,1.1140482911421905e-10,1.0922234597199444e-10,7.678020338359606e-11,7.501485144159654e-11,6.858740166312897e-19
34920,0.31001897746763635,0.310018977394714,0.3100189773900206,0.31001897731901534,2.0599995296552788e-09,1.1187977738616343e-10,1.0969103061860617e-10,7.710908516365571e-11,7.53352427636442e-11,6.036387821615108e-19
34960,0.31001897746795465,0.3100189773947163,0.3100189773900108,0.3100189773186977,2.602588990954966e-09,1.1235638855635876e-10,1.1016193784002467e-10,7.743932230371564e-11,7.565683053111967e-11,9.832587854285544e-19
35000,0.3100189774682786,0.31001897739472833,0.31001897739000345,0.31001897731838357,2.114877271565862e-09,1.1283502671864219e-10,1.1063437725623513e-10,7.777097253438352e-11,7.597982471053156e-11,9.25204779926999e-19
35040,0.31001897746860274,0.3100189773947402,0.31001897738999407,0.31001897731806627,2.576785636523229e-09,1.133166798224904e-10,1.1110914246814395e-10,7.810335362686785e-11,7.630374274864894e-11,7.685864369912298e-19
35080,0.31001897746892143,0.3100189773947435,0.31001897738998263,0.3100189773177432,2.2634409346783156e-09,1.1379898334022737e-10,1.1158508019965728e-10,7.843681656081894e-11,7.662878451891792e-11,5.944873772777126e-19
35120,0.3100189774692431,0.31001897739474854,0.3100189773899746,0.3100189773174217,1.8690507301549723e-09,1.1428307687634781e-10,1.1206190535847069e-10,7.877132535905886e-11,7.695530387809615e-11,1.0888972809224285e-18
35160,0.3100189774695678,0.31001897739476,0.31001897738996553,0.3100189773171014,1.2217409798641403e-09,1.1476983047685095e-10,1.1253991205728538e-10,7.910649151497106e-11,7.728301169446157e-11,1.1882432870558757e-18
35200,0.3100189774698926,0.3100189773947724,0.31001897738995166,0.3100189773167792,2.216414474898208e-09,1.1525894583673191e-10,1.1301924396490435e-10,7.944313607036604e-11,7.761273289493471e-11,9.72143952208059e-19
35240,0.3100189774702209,0.31001897739478546,0.3100189773899411,0.3100189773164577,2.4280614224169445e-09,1.1575016046464784e-10,1.1349944329473423e-10,7.978091772982787e-11,7.79438518010027e-11,6.839619742740166e-19
35280,0.310018977470548,0.31001897739479284,0.3100189773899299,0.3100189773161321,3.2366657888691955e-09,1.1624357706236003e-10,1.1398131906499326e-10,8.011996981016096e-11,7.827634921874584e-11,1.0011046481309389e-18
35320,0.31001897747087526,0.31001897739479956,0.3100189773899167,0.3100189773158046,2.0554409901034225e-09,1.1673852846742294e-10,1.1446472840717047e-10,8.04600316917234e-11,7.861041691757665e-11,7.663937802919352e-19
35360,0.31001897747120544,0.31001897739481116,0.3100189773899009,0.3100189773154772,2.2758694579472644e-09,1.1723554781206525e-10,1.1494956701916544e-10,8.080131632998949e-11,7.894598412645988e-11,1.2936051345343037e-18
35400,0.3100189774715391,0.3100189773948252,0.31001897738988776,0.31001897731515127,1.6909539954755492e-09,1.1773408839549358e-10,1.1543618018809556e-10,8.114323339218507e-11,7.928261690771807e-11,7.061948085160653e-19
35440,0.3100189774718717,0.31001897739483286,0.3100189773898741,0.31001897731482053,3.2232274604268117e-09,1.1823429706506391e-10,1.1592485308480722e-10,8.148719885025271e-11,7.962038126234793e-11,4.958624507790432e-19
35480,0.3100189774722028,0.31001897739483614,0.31001897738985934,0.31001897731448697,2.1694907659932186e-09,1.187353643361174e-10,1.1641504593377505e-10,8.183251455298648e-11,7.99592469955363e-11,1.2595906206218196e-18
35520,0.3100189774725391,0.3100189773948459,0.3100189773898458,0.31001897731415584,3.197820102330445e-09,1.1923822019300755e-10,1.1690697995465225e-10,8.217898827800596e-11,8.029876580334867e-11,7.427624994939544e-19
35560,0.31001897747287543,0.3100189773948568,0.3100189773898298,0.31001897731382316,3.941846004719039e-09,1.197423345318368e-10,1.1740097364869077e-10,8.252742850372509e-11,8.063959564672856e-11,5.87619627883802e-19
35600,0.31001897747321566,0.31001897739486856,0.31001897738981843,0.31001897731349126,2.3024585632059044e-09,1.2024806115921426e-10,1.1789734801016124e-10,8.28770427506283e-11,8.098107908369184e-11,1.2121936659937384e-18
35640,0.31001897747355567,0.31001897739487594,0.31001897738980816,0.31001897731315625,1.6726851266463089e-09,1.2075623016161048e-10,1.1839565542168407e-10,8.322813678556781e-11,8.132351891815025e-11,6.981916521922201e-19
35680,0.31001897747389684,0.310018977394885,0.31001897738979856,0.3100189773128211,2.4542041745112125e-09,1.2126529146944153e-10,1.1889600823117948e-10,8.358000951619005e-11,8.166635110863887e-11,8.2565556904671755e-19
35720,0.3100189774742329,0.3100189773948912,0.31001897738978,0.3100189773124795,2.4514752391395107e-09,1.2177598225371773e-10,1.1939799157679077e-10,8.393362967416614e-11,8.201105743271611e-11,6.530839747291656e-19
35760,0.3100189774745771,0.3100189773949048,0.310018977389768,0.31001897731214345,2.4051396814984745e-09,1.2228901650199304e-10,1.1990189781629029e-10,8.428891171788348e-11,8.235702748313427e-11,1.1207883449183936e-18
35800,0.3100189774749219,0.31001897739491596,0.31001897738975853,0.3100189773118047,1.419145450945507e-09,1.2280426904095356e-10,1.204070736911278e-10,8.464493882933748e-11,8.270430405717458e-11,9.008542214865834e-19
35840,0.31001897747526475,0.31001897739492285,0.31001897738974665,0.3100189773114619,2.889105711027522e-09,1.233215892605634e-10,1.2091379417222358e-10,8.500195828057938e-11,8.305268407401665e-11,1.3681073467080057e-18
