step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp
3720,0.3038082687376332,0.30380826873758726,0.3038082687374124,0.3038082687373598,0.3038082687372775,0.30380826873721695,2.581729648891589e-09,1.0340457861884327e-12,7.776512070900423e-13,7.574030628450376e-13,6.829223886552922e-13,4.014283072845082e-13,1.2352298608333508e-13,4.867317969382522e-21
3760,0.3038082687376373,0.3038082687375917,0.3038082687374132,0.30380826873736144,0.30380826873727956,0.3038082687372147,2.7029021233858415e-09,1.0508924229983178e-12,7.914053381289529e-13,7.713621104624365e-13,6.97463111558647e-13,4.078653889176282e-13,1.2120161877816153e-13,3.908549918847726e-21
3800,0.30380826873764066,0.3038082687375996,0.3038082687374136,0.3038082687373576,0.303808268737282,0.3038082687372121,1.949090615890327e-09,1.068723518753231e-12,8.070035741818818e-13,7.867373728863652e-13,7.126260048052391e-13,4.142475314307948e-13,1.3007877580519248e-13,4.882131493937197e-21
3840,0.3038082687376455,0.3038082687376042,0.3038082687374161,0.30380826873735234,0.3038082687372787,0.30380826873720707,2.0631188315118287e-09,1.0875516131176075e-12,8.232675859729331e-13,8.013997719676635e-13,7.264520406431843e-13,4.2299559524936825e-13,1.450211557040599e-13,9.633684268312282e-21
3880,0.30380826873765326,0.3038082687376106,0.3038082687374206,0.3038082687373549,0.3038082687372748,0.3038082687372024,2.2108054832157493e-09,1.1072409372138074e-12,8.419272125122174e-13,8.163759885633798e-13,7.417001090447149e-13,4.309153882274342e-13,1.5536997616943657e-13,1.1050795456126179e-20
3920,0.3038082687376578,0.3038082687376172,0.30380826873742234,0.30380826873735095,0.3038082687372707,0.3038082687371962,1.8021426620453894e-09,1.1273978603041786e-12,8.607345619519782e-13,8.31140256572013e-13,7.56392771917154e-13,4.397422663375586e-13,1.6436805836487532e-13,1.2256949258577289e-20
3960,0.30380826873766437,0.3038082687376214,0.30380826873742495,0.30380826873734523,0.30380826873726685,0.30380826873719213,1.8056109744767347e-09,1.1489692308931665e-12,8.798240148281714e-13,8.461514905070568e-13,7.722531017354493e-13,4.506079647903606e-13,1.6189643797890954e-13,5.469748678960031e-21
4000,0.30380826873766587,0.3038082687376185,0.30380826873742484,0.30380826873733996,0.3038082687372559,0.3038082687371861,1.5359180625669504e-09,1.1701318010985425e-12,8.998534204376817e-13,8.606736534711734e-13,7.883641523110247e-13,4.596017452405991e-13,1.599887170758415e-13,1.1578356266071325e-20
4040,0.3038082687376673,0.30380826873761796,0.30380826873742517,0.3038082687373385,0.30380826873724903,0.30380826873718,3.718679721442598e-09,1.1917633486439348e-12,9.191952170713553e-13,8.755168743998915e-13,8.040459881014065e-13,4.677903631165465e-13,1.5587498519574201e-13,4.039263392321028e-21
4080,0.3038082687376691,0.30380826873762024,0.3038082687374238,0.30380826873733385,0.3038082687372483,0.30380826873717587,1.576490963422533e-09,1.2130487001697492e-12,9.37299224404745e-13,8.908961498225523e-13,8.217044426807485e-13,4.774018843515427e-13,1.4866037527323926e-13,7.342639843079302e-21
4120,0.30380826873767813,0.303808268737627,0.3038082687374271,0.3038082687373348,0.30380826873725286,0.30380826873717814,9.616540612961688e-10,1.2329660636726486e-12,9.56308719204122e-13,9.06016006665434e-13,8.400736087759485e-13,4.859941769634397e-13,1.3545411822901684e-13,8.53247479784179e-21
4160,0.30380826873768324,0.3038082687376293,0.3038082687374283,0.3038082687373363,0.3038082687372508,0.3038082687371764,2.6295704997862075e-09,1.2531755108338775e-12,9.763603493819455e-13,9.217559358689177e-13,8.58641228769033e-13,4.95419088382216e-13,1.3359708854325064e-13,3.8769513360628824e-21
4200,0.30380826873768774,0.3038082687376362,0.3038082687374312,0.30380826873733763,0.30380826873724903,0.3038082687371715,2.76587016981452e-09,1.2741553055805369e-12,9.97365913808942e-13,9.377490193806028e-13,8.784372481841338e-13,5.038938655401725e-13,1.3511258519295204e-13,1.3515281302538357e-20
4240,0.30380826873769223,0.30380826873764527,0.30380826873743283,0.30380826873733335,0.303808268737249,0.30380826873716565,3.3186087698573946e-09,1.2963732238888176e-12,1.0195577653332577e-12,9.545515739104243e-13,8.985397221336164e-13,5.136989849100833e-13,1.4179368881942124e-13,5.402452336344869e-21
4280,0.30380826873769673,0.3038082687376486,0.3038082687374329,0.30380826873732625,0.30380826873724326,0.3038082687371564,3.00189077235484e-09,1.3198784301583358e-12,1.040941446473179e-12,9.713296423148175e-13,9.174549973060395e-13,5.251587334671248e-13,1.5837124218770495e-13,9.848924008551957e-21
4320,0.3038082687377049,0.3038082687376551,0.30380826873743616,0.3038082687373294,0.30380826873723743,0.3038082687371504,1.8217012612426907e-09,1.3451858410978835e-12,1.0630309996791976e-12,9.895305554283074e-13,9.372356457295741e-13,5.391910796927919e-13,1.6974482174367657e-13,1.3903307459738042e-20
4360,0.30380826873770383,0.3038082687376554,0.30380826873743066,0.30380826873732236,0.3038082687372262,0.30380826873713823,2.2371323306983976e-09,1.3700799590144129e-12,1.0854244509906352e-12,1.0066478463419954e-12,9.566812863863044e-13,5.535539031758095e-13,1.8195058014161363e-13,1.0790162739795316e-20
4400,0.3038082687377045,0.30380826873765515,0.30380826873742656,0.3038082687373107,0.30380826873721944,0.30380826873712974,1.5697984622604158e-09,1.3945285173852841e-12,1.1079944395107464e-12,1.0232892702414403e-12,9.764267751083587e-13,5.666972496357651e-13,1.9092941342722472e-13,4.2621925307756586e-21
4440,0.3038082687377079,0.3038082687376539,0.30380826873742656,0.30380826873730565,0.3038082687372112,0.3038082687371248,2.4798244974908597e-09,1.4188720706857248e-12,1.1308467835546756e-12,1.0398797399948626e-12,9.958808573274432e-13,5.778507932857217e-13,1.972850943601305e-13,8.347953963424463e-21
4480,0.30380826873771377,0.303808268737657,0.3038082687374307,0.30380826873730843,0.30380826873720684,0.30380826873712236,1.1628170737017469e-09,1.443302329953234e-12,1.1537482765691027e-12,1.0567898407834875e-12,1.0154129471247692e-12,5.876657339725744e-13,2.018332479604139e-13,7.230669042388855e-21
4520,0.30380826873771644,0.3038082687376608,0.3038082687374301,0.30380826873730427,0.3038082687372056,0.3038082687371172,2.3347973363178373e-09,1.4682298272846642e-12,1.176610209241897e-12,1.0753472694454255e-12,1.0355057934944542e-12,5.97991177255402e-13,2.032373762549816e-13,7.061545903600373e-21
4560,0.3038082687377231,0.30380826873766686,0.3038082687374325,0.3038082687373014,0.3038082687372071,0.30380826873711486,3.066527487915515e-09,1.4933485746445784e-12,1.1995230816453195e-12,1.093755313838599e-12,1.0573658729533882e-12,6.108080408426943e-13,2.016122800593589e-13,8.18153589315927e-21
4600,0.3038082687377278,0.30380826873766975,0.30380826873743466,0.3038082687373014,0.30380826873720074,0.3038082687371083,3.2244207214902228e-09,1.51869898850572e-12,1.2237379426132697e-12,1.1126578023171948e-12,1.0799689643141098e-12,6.23267849058884e-13,1.9916760891101083e-13,3.9932653017501875e-21
4640,0.3038082687377329,0.3038082687376764,0.30380826873743594,0.30380826873730343,0.30380826873719596,0.30380826873709976,1.833728051277521e-09,1.544351652867036e-12,1.248030538132502e-12,1.1313683299884802e-12,1.1025838265841671e-12,6.365760612114649e-13,1.965603997725581e-13,5.701686516481774e-21
4680,0.30380826873773853,0.30380826873768574,0.30380826873743655,0.30380826873729816,0.3038082687371954,0.303808268737092,1.7536015364625572e-09,1.570492704715776e-12,1.2733408696505212e-12,1.1510329781954521e-12,1.1251330544631029e-12,6.510551752701449e-13,1.9854976403693271e-13,1.071760503877118e-20
4720,0.3038082687377468,0.30380826873769085,0.3038082687374382,0.303808268737294,0.3038082687371918,0.3038082687370864,1.6305197635023287e-09,1.5970014183111082e-12,1.2985724418678454e-12,1.1709737251866427e-12,1.1469672591351942e-12,6.674306425759007e-13,2.0929912421074805e-13,1.2447984814538724e-20
4760,0.3038082687377519,0.3038082687376932,0.3038082687374392,0.30380826873729383,0.3038082687371823,0.30380826873707945,2.0383933324593107e-09,1.6234726607762348e-12,1.3235582120581616e-12,1.1903645979392185e-12,1.1687487321741784e-12,6.835949134977055e-13,2.2665697579125423e-13,1.1829468894131576e-20
4800,0.3038082687377562,0.30380826873769895,0.30380826873744055,0.30380826873729283,0.3038082687371773,0.3038082687370739,3.23285741449954e-09,1.649132502882496e-12,1.3473614859157856e-12,1.20794664409825e-12,1.190665866023018e-12,6.973346229988251e-13,2.419403765194643e-13,1.2694278148064537e-20
4840,0.3038082687377616,0.3038082687377023,0.3038082687374404,0.30380826873728406,0.30380826873717415,0.30380826873706934,2.432166861619485e-09,1.6753604311707963e-12,1.370242354840705e-12,1.2253060266637416e-12,1.2116352458858944e-12,7.100472900595146e-13,2.585291891174959e-13,1.4452084825211128e-20
4880,0.3038082687377638,0.30380826873769873,0.30380826873743805,0.3038082687372765,0.3038082687371642,0.3038082687370617,2.0449449088696766e-09,1.701789499859978e-12,1.3941850679774926e-12,1.243668553008656e-12,1.2321403867253416e-12,7.213060290122479e-13,2.7243811692591117e-13,1.027649587093654e-20
4920,0.30380826873776756,0.30380826873769967,0.30380826873743855,0.3038082687372782,0.3038082687371564,0.3038082687370557,1.9795697099341053e-09,1.7282529732930352e-12,1.4180360570921252e-12,1.2638759971746537e-12,1.2527098030867883e-12,7.320047041217379e-13,2.824174647308733e-13,1.286660625988093e-20
4960,0.3038082687377734,0.3038082687377092,0.3038082687374419,0.30380826873727823,0.3038082687371566,0.3038082687370522,2.775244748414553e-09,1.7549760499897301e-12,1.4426293778641774e-12,1.2842604511455004e-12,1.274745760396997e-12,7.421413355452545e-13,2.8790992675232724e-13,1.5253649498420436e-20
5000,0.3038082687377747,0.3038082687377119,0.3038082687374391,0.30380826873727074,0.3038082687371516,0.30380826873704253,2.2654719922951818e-09,1.7827461807629385e-12,1.4682282082478632e-12,1.3041011661783758e-12,1.2989970856592052e-12,7.541541544583267e-13,2.902595372187796e-13,9.481856014060294e-21
5040,0.3038082687377795,0.30380826873771544,0.3038082687374411,0.30380826873727057,0.3038082687371437,0.3038082687370343,1.904632039748179e-09,1.8108843610194305e-12,1.4927585349391863e-12,1.3242160298199985e-12,1.3214372445288652e-12,7.678822026379309e-13,2.9125026296382244e-13,1.356552667259788e-20
5080,0.3038082687377811,0.30380826873771943,0.3038082687374397,0.3038082687372704,0.3038082687371352,0.3038082687370222,2.576468457622754e-09,1.8389473854701606e-12,1.5175602261804216e-12,1.3506781613991987e-12,1.3380835295816542e-12,7.831017510982563e-13,2.9115234037743946e-13,1.6622935680043848e-20
5120,0.303808268737785,0.3038082687377273,0.3038082687374372,0.3038082687372664,0.303808268737132,0.3038082687370127,2.3027496136228292e-09,1.8667241536842834e-12,1.54129256205815e-12,1.3759968288267362e-12,1.3535608776079493e-12,8.005208828938498e-13,2.948853175987738e-13,1.2928492642017934e-20
5160,0.30380826873779165,0.303808268737732,0.30380826873743755,0.3038082687372612,0.30380826873712946,0.3038082687370063,3.2005446034915815e-09,1.8932119415587835e-12,1.5658060885092423e-12,1.3992518053204317e-12,1.3701146261619682e-12,8.191775991142098e-13,3.0421147794081804e-13,1.191625577770833e-20
5200,0.30380826873780065,0.3038082687377364,0.3038082687374403,0.3038082687372636,0.30380826873712663,0.3038082687370048,1.7969159606051784e-09,1.918286936731164e-12,1.5898322577901069e-12,1.4187376899580606e-12,1.3881642964985803e-12,8.360575792926712e-13,3.1661964649114197e-13,1.9044219971424428e-20
5240,0.3038082687378054,0.30380826873774097,0.30380826873744116,0.30380826873726213,0.303808268737123,0.3038082687370023,2.6147044991721116e-09,1.9423170942504595e-12,1.6128583834029647e-12,1.4346199131182684e-12,1.4083683059770482e-12,8.498792190427406e-13,3.2957099624875516e-13,1.198616215462665e-20
5280,0.3038082687378083,0.30380826873774264,0.3038082687374399,0.3038082687372538,0.30380826873712025,0.30380826873699773,2.6529340610490707e-09,1.9665763260056482e-12,1.6362137518545604e-12,1.4509613506131572e-12,1.429614535120271e-12,8.605674111154173e-13,3.3864967515037435e-13,1.2239601024418861e-20
5320,0.30380826873781336,0.3038082687377425,0.30380826873744177,0.3038082687372484,0.3038082687371162,0.3038082687369937,2.4328369975252434e-09,1.992285596358126e-12,1.6606712791519834e-12,1.470510723058808e-12,1.449230026840122e-12,8.68518939243364e-13,3.4588050646892657e-13,2.4135057037382017e-20
5360,0.3038082687378214,0.3038082687377476,0.30380826873744754,0.3038082687372523,0.30380826873711037,0.30380826873699046,2.7826034798161e-09,2.0196843171197264e-12,1.6847456758572748e-12,1.4923885382375753e-12,1.469243464070854e-12,8.757737648365547e-13,3.478474119093763e-13,2.0036572433103662e-20
5400,0.3038082687378245,0.3038082687377545,0.3038082687374476,0.30380826873725053,0.30380826873710554,0.3038082687369815,2.432599031370451e-09,2.0494988464309534e-12,1.7099289377600582e-12,1.5156012145882585e-12,1.4903574513030846e-12,8.851035355001579e-13,3.483527440522467e-13,1.4124030081559163e-20
5440,0.30380826873783323,0.30380826873776495,0.3038082687374515,0.3038082687372484,0.30380826873710554,0.3038082687369743,2.1289143654633235e-09,2.0803553915511114e-12,1.7347723388041417e-12,1.5397902503206056e-12,1.5118668304951192e-12,8.969718393991753e-13,3.461450584998844e-13,2.0082309096869424e-20
5480,0.3038082687378408,0.30380826873777134,0.30380826873745403,0.3038082687372489,0.3038082687370979,0.3038082687369656,1.3895137804413091e-09,2.1121121551922846e-12,1.7601540462128534e-12,1.56603002520417e-12,1.532385731619449e-12,9.129264341515143e-13,3.462799158679053e-13,1.1048062951624586e-20
5520,0.30380826873784383,0.30380826873777594,0.3038082687374508,0.303808268737249,0.3038082687370868,0.3038082687369527,2.3534395337476215e-09,2.1439396286038785e-12,1.786140880395208e-12,1.5928217205529476e-12,1.5506985551370588e-12,9.310809612899812e-13,3.516825587900634e-13,1.8699378444044273e-20
5560,0.3038082687378428,0.3038082687377793,0.3038082687374426,0.3038082687372426,0.3038082687370783,0.3038082687369383,2.362164610415844e-09,2.1746909516923203e-12,1.8110450462631274e-12,1.6178787315523782e-12,1.5673081125330127e-12,9.508489136303893e-13,3.640462063212088e-13,1.1099339939487069e-20
5600,0.30380826873784916,0.3038082687377828,0.30380826873744093,0.3038082687372376,0.30380826873707706,0.3038082687369311,3.1109488002842833e-09,2.2037715220340584e-12,1.8361190128518033e-12,1.6413173752209865e-12,1.5853344522909024e-12,9.692749165193724e-13,3.741679010258313e-13,1.9129215792050392e-20
5640,0.3038082687378564,0.3038082687377847,0.30380826873744043,0.30380826873723715,0.30380826873707156,0.30380826873692734,1.5309757022149098e-09,2.23174877132383e-12,1.8611450451675684e-12,1.6621883479680024e-12,1.6048877516136433e-12,9.881903065251456e-13,3.8259882488860343e-13,2.1654192497086943e-20
5680,0.3038082687378635,0.30380826873779204,0.30380826873744166,0.3038082687372396,0.30380826873707284,0.30380826873692707,1.2532404186991052e-09,2.258501461313434e-12,1.8874046736786485e-12,1.6816255315520575e-12,1.62683024164906e-12,1.0036004341029525e-12,3.878551544026434e-13,9.831360418902459e-21
5720,0.303808268737868,0.30380826873779576,0.3038082687374413,0.3038082687372313,0.30380826873707345,0.303808268736924,1.2213362993339187e-09,2.285349091026233e-12,1.9145769690980425e-12,1.7011106593131227e-12,1.6501419474123914e-12,1.0149887657251996e-12,3.875492099071699e-13,1.562953488310868e-20
5760,0.3038082687378771,0.3038082687377997,0.30380826873744754,0.3038082687372268,0.3038082687370722,0.30380826873692246,2.7532336938365027e-09,2.3142932138227515e-12,1.9427097961249454e-12,1.7237297854928606e-12,1.673481606386244e-12,1.024127029248348e-12,3.8454151010511705e-13,8.304814915208731e-21
5800,0.30380826873788386,0.303808268737805,0.3038082687374535,0.3038082687372274,0.3038082687370648,0.3038082687369169,2.5109255720021188e-09,2.3458450708090257e-12,1.97121051643022e-12,1.7485727086023832e-12,1.695881035577023e-12,1.03047265445995e-12,3.8096736450155083e-13,1.664734568473563e-20
5840,0.3038082687378894,0.30380826873781497,0.3038082687374556,0.30380826873722466,0.3038082687370591,0.30380826873690675,3.259127234206142e-09,2.3808569032435358e-12,1.9994249762653416e-12,1.775525673395192e-12,1.720281422943568e-12,1.0376936721672652e-12,3.7440574352689856e-13,1.927472246891472e-20
5880,0.3038082687378978,0.30380826873782313,0.303808268737456,0.3038082687372191,0.30380826873705435,0.3038082687368938,2.6036499709485407e-09,2.4187175183047696e-12,2.028001842861462e-12,1.804392632681853e-12,1.7456848474316039e-12,1.0506797397304782e-12,3.679903131488973e-13,1.5584820131709862e-20
5920,0.3038082687379074,0.30380826873783134,0.3038082687374585,0.3038082687372201,0.3038082687370455,0.3038082687368821,1.672111257826432e-09,2.4569443357624226e-12,2.0574939830015473e-12,1.8349682448398656e-12,1.7690560923130872e-12,1.0696756287363391e-12,3.713416530058831e-13,1.2507084596864052e-20
5960,0.3038082687379143,0.30380826873784056,0.30380826873745587,0.30380826873722133,0.3038082687370369,0.3038082687368695,1.822875266834593e-09,2.4941685074990417e-12,2.088120421235349e-12,1.867409363937543e-12,1.790414364494553e-12,1.0942590329265092e-12,3.776331088869967e-13,1.7412627014524527e-20
