波ID,関係ID,関係辺,波振幅,親位相度,標本数N,波の構成,非直流成分数,非直流次数一覧,基本波成分数,倍音数,倍音次数一覧,基本波振幅,基本波位相度,最大強度倍音次数,最大強度倍音振幅,最大強度倍音位相度,実効非直流成分数,奇数倍音強度比,偶数倍音強度比,B/F読出し,粒子反粒子読出し,正負周回偏極,最大強度倍音住所,有限回帰次数,住所電荷量,符号付き住所電荷量,質量二乗型Gram量,質量型sqrtGram量,半周重なり実部,半周同符号残差,半周反符号残差,半周二次量残差,状態回帰次数,二次量回帰次数,半周期被覆比,スピン型読出し,相関寿命型量標本,零閉塞絶対残差,零閉塞相対残差,零閉塞成立
W0316,316,"(10,11)",0.03672264900138535,48.62569871811312,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.010324155319491282,33.56406186961386,-11,0.011046812970608189,-156.14152036974892,20.442137911723975,0.4666375724375289,0.5333624275624712,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.12476806883785238,-11/40,40,0.5782172325201153,0.5782172325201153,3.250450769783455e-07,0.0005701272463041434,0.1621145904149269,1.2945156697275417,1.524542285681133,1.503040025147428,40,40,,奇数・偶数倍音の混合スピン型,1,1.8160512811520106e-19,1.3466666485616007e-16,True
W0317,317,"(10,12)",0.035808721976568474,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.012275592962413052,88.39559009684967,1,0.012275592962413052,88.39559009684967,19.19835647618567,0.7135291747283594,0.2864708252716406,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.24360682597897884,1/40,40,0.0061558297024311365,0.0061558297024311365,3.604062221256219e-07,0.0006003384229962479,-0.3886386071971715,1.6665164908858068,1.1057679619186191,1.3656369993669297,40,40,,奇数・偶数倍音の混合スピン型,1,9.86638869736393e-20,7.694503093444152e-17,True
W0318,318,"(10,13)",0.03644276257487297,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0027536366795225405,-157.95372887595374,-3,0.0097675047569071,-14.758491562618993,24.189005820660928,0.5137798561813155,0.4862201438186844,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.09641478133703742,-3/40,40,0.05449673790581606,0.05449673790581606,3.7174088112108086e-07,0.0006097055692062201,0.0047976031157397694,1.4108170660183126,1.4176019209324882,1.4985383617848032,40,40,,奇数・偶数倍音の混合スピン型,1,1.5152185993940876e-19,1.1409134749048062e-16,True
W0319,319,"(10,14)",0.03622035818011923,48.625698718113114,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.012037157138745395,137.74975804274888,1,0.012037157138745395,137.74975804274888,19.98634024571255,0.6650879241217929,0.33491207587820715,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.099420016220483,1/40,40,0.0061558297024311365,0.0061558297024311365,4.0723712461669005e-07,0.0006381513336323055,-0.31510602403149507,1.6217928499235006,1.1703794051234024,1.3783454079402653,40,40,,奇数・偶数倍音の混合スピン型,1,0.0,0.0,True
W0320,320,"(10,15)",0.03613907364969634,48.62569871811313,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005568495668224261,134.06557992754512,3,0.011808002696406606,-146.41242883920003,22.088271178813024,0.6652489392391838,0.3347510607608163,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.15028155764856835,3/40,40,0.05449673790581606,0.05449673790581606,3.495301102316515e-07,0.0005912107155927162,-0.25320945421619745,1.583167365894205,1.2221215535156906,1.304579728566934,40,40,,奇数・偶数倍音の混合スピン型,1,1.6389595060956334e-19,1.2549146556949644e-16,True
W0321,321,"(10,16)",0.03399826498500584,-41.37430128188685,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.01140714887216375,-139.34115033641996,1,0.01140714887216375,-139.34115033641996,19.199499167399757,0.6504353452635224,0.3495646547364776,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.13866085214005652,1/40,40,0.0061558297024311365,0.0061558297024311365,2.743316027841284e-07,0.0005237667446336474,-0.2821292804448141,1.6013302472911788,1.1982242858122893,1.4446722855031486,40,40,,奇数・偶数倍音の混合スピン型,1,1.648736087515688e-19,1.4263878632494128e-16,True
W0322,322,"(10,17)",0.03383485098078609,-41.37430128188687,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005112840173560741,79.79450540043705,17,0.009215161044833437,176.509369690665,24.049282005692138,0.6180143264217677,0.3819856735782324,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.09533363486604107,17/40,40,0.9455032620941839,0.9455032620941839,2.626943359880404e-07,0.0005125371557146276,-0.20982673830977283,1.5555235377902663,1.257118341040514,1.5469121610308538,40,40,,奇数・偶数倍音の混合スピン型,1,1.2946033388197867e-19,1.130858291462066e-16,True
W0323,323,"(10,18)",0.036095859522585726,48.62569871811306,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0033900058615428147,136.67129901731602,15,0.011770747826316319,-20.789123489436843,19.04236628443544,0.6552819690656986,0.34471803093430153,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.020282437611309805,3/8,8,0.8535533905932737,0.8535533905932737,3.5873232061038114e-07,0.000598942668884411,-0.2525235184124648,1.5827340385626796,1.2226826911243451,1.540224835811505,40,40,,奇数・偶数倍音の混合スピン型,1,2.462871194609113e-19,1.8902834141807312e-16,True
W0324,324,"(10,19)",0.035479532640994196,48.62569871811305,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.009437877985984652,175.49357209534912,20,0.00988341620927893,-91.66933452790315,21.307879997568158,0.5573925636202041,0.4426074363797958,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.08141800513940048,1/2,2,1.0,-1.0,3.0865727363876774e-07,0.0005555693238820587,-0.10318227866864813,1.4853836397837752,1.3392667556027453,1.4217725745239875,40,40,,奇数・偶数倍音の混合スピン型,1,1.648736087515688e-19,1.309770978049055e-16,True
W0325,325,"(10,20)",0.036777862556742646,48.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.008663481044918082,115.33095408819521,5,0.011455015561472468,-59.53749473513112,23.652938961884086,0.5370055513035716,0.4629944486964283,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.2446504778046032,1/8,8,0.14644660940672624,0.14644660940672624,3.848110295233016e-07,0.0006203313868597184,-0.07138243474930014,1.4638185917314348,1.3628041423848842,1.4221711871444083,40,40,,奇数・偶数倍音の混合スピン型,1,2.846030702774449e-19,2.1041011319221017e-16,True
W0326,326,"(10,21)",0.03556957547992739,48.625698718113135,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0016848199153961518,25.701772127532845,8,0.010736286871980383,90.50241347995805,19.302753891860327,0.4934650606969021,0.5065349393030979,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.16254273799839672,1/5,5,0.3454915028125263,-0.3454915028125263,2.982989131344967e-07,0.0005461674771848802,0.026335554834112165,1.3954672659477811,1.432714594630844,1.6341615879618552,40,40,,奇数・偶数倍音の混合スピン型,1,1.6940658945086007e-20,1.338976439552427e-17,True
W0327,327,"(10,22)",0.034808471186218166,138.62569871811314,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.00865708295722133,168.30093856294278,7,0.011484220290681626,-18.678554751537106,20.348518321950472,0.45894089416907574,0.5410591058309243,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.15020596663518707,7/40,40,0.2730047501302265,0.2730047501302265,2.9941316147287836e-07,0.0005471865874387624,0.1255552837441029,1.3224558338605468,1.500370143494,1.498789888136011,40,40,,奇数・偶数倍音の混合スピン型,1,1.3552527156068805e-19,1.1185370854455107e-16,True
W0328,328,"(10,23)",0.036721013133502345,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.005181820712729348,109.15467651630347,5,0.01432959025301024,-58.310111564800934,17.878023177400973,0.512277733644656,0.4877222663553439,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.18341053616462336,1/8,8,0.14644660940672624,0.14644660940672624,4.088050849200771e-07,0.0006393786709924543,-0.01878276967302497,1.427433199609022,1.4008691804211948,1.4755446832504664,40,40,,奇数・偶数倍音の混合スピン型,1,1.9166167708542177e-20,1.4213661689069152e-17,True
W0329,329,"(10,24)",0.037543530231353824,-131.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.006565729494635922,138.1357596962776,-16,0.013112023143799412,-72.60579790591852,18.211277585887203,0.3506297050232491,0.6493702949767509,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.07031380333051275,-2/5,5,0.9045084971874736,0.9045084971874736,4.3307560884778486e-07,0.00065808480369006,0.30832876491474615,1.1761558018266578,1.6176085836287752,1.5435542926113832,40,40,,奇数・偶数倍音の混合スピン型,1,2.7914587313814176e-19,1.980436844896844e-16,True
W0330,330,"(10,25)",0.03738117124162489,48.625698718113085,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0017692531628795396,38.539857191580765,16,0.012093800509802997,106.5221782371986,21.76349808554612,0.4854185575720738,0.5145814424279263,奇数・偶数倍音混合（偶数優勢）,粒子側（正周回）,0.0993870550646035,2/5,5,0.9045084971874736,0.9045084971874736,4.4202662898624005e-07,0.0006648508321317197,0.0422746852342051,1.383998059800515,1.443796859142037,1.3920315400299106,40,40,,奇数・偶数倍音の混合スピン型,1,2.4015139305700164e-19,1.718617780973474e-16,True
W0331,331,"(10,26)",0.0347526565572057,-41.37430128188691,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.002588321582649641,-177.52160934358523,12,0.011140007802717265,48.90566745948228,20.408106793810564,0.5315082247267214,0.46849177527327845,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.10153306986504071,3/10,10,0.6545084971874737,-0.6545084971874737,3.313196246119012e-07,0.0005756037044806967,-0.05156105316049123,1.4502145035548992,1.3772719025954963,1.59947226015749,40,40,,奇数・偶数倍音の混合スピン型,1,1.648736087515688e-19,1.3651335084445436e-16,True
W0332,332,"(10,27)",0.03603764220244049,48.62569871811309,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0033972199717811355,-77.50220871950314,4,0.013291793453016666,50.64613521415456,14.30175862315787,0.5647015877119784,0.43529841228802163,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.46445248048981297,1/10,10,0.09549150281252627,0.09549150281252627,2.6000908439198e-07,0.0005099108592606946,-0.023600909713126655,1.4308046056070176,1.3974255545730325,1.6269838135600734,40,40,,奇数・偶数倍音の混合スピン型,1,9.216714921605305e-20,7.09681389436517e-17,True
W0333,333,"(10,28)",0.033944547670016444,138.62569871811317,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003630972785773363,-167.28965697497225,2,0.010064986393240966,-91.76751084057497,24.004254643853542,0.5042958027505873,0.4957041972494128,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.05179635990009565,1/20,20,0.024471741852423214,-0.024471741852423214,2.625369968477592e-07,0.0005123836422523256,-0.000445796255846058,1.414528752804867,1.4138983016781328,1.2875195163775048,40,40,,奇数・偶数倍音の混合スピン型,1,3.2213989299453435e-19,2.795789428705703e-16,True
W0334,334,"(10,29)",0.0338258777365451,-41.37430128188678,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003587248615889972,107.95127555297275,19,0.01223095406714211,150.45872775377268,20.345115647460833,0.5179879640135012,0.48201203598649867,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.018731377157020408,19/40,40,0.9938441702975689,-0.9938441702975689,2.927720509746522e-07,0.0005410841440798761,-0.03246596816142968,1.4369871037427093,1.3910672390927552,1.4246848248213653,40,40,,奇数・偶数倍音の混合スピン型,1,2.7138914480632597e-19,2.3718887921057163e-16,True
W0335,335,"(10,30)",0.03391798844530724,-41.37430128188689,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003650136459715852,102.16900653017149,7,0.009151680385016025,-176.66678440213528,24.148460051578567,0.5931948182911901,0.4068051817088098,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.012350340188871517,7/40,40,0.2730047501302265,-0.2730047501302265,2.7815410021832834e-07,0.0005274031666745359,-0.1404020948173838,1.510233157374969,1.3111810745908563,1.4028339794646503,40,40,,奇数・偶数倍音の混合スピン型,1,4.0071731311767355e-19,3.4831961436640904e-16,True
W0336,336,"(10,31)",0.033219877017031926,138.6256987181132,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0063242725369683835,-60.31393825213481,-13,0.0098918812695371,-114.9355778402704,19.69799386933588,0.5113722969123768,0.48862770308762327,奇数・偶数倍音混合（奇数優勢）,反粒子側（負周回）,-0.26600451482632376,-13/40,40,0.7269952498697734,-0.7269952498697734,2.2528566401075816e-07,0.00047464266981673506,0.08606313104169427,1.3519888083547924,1.4738135099405856,1.3863337859700682,40,40,,奇数・偶数倍音の混合スピン型,1,9.825582188149884e-20,8.903530527568453e-17,True
W0337,337,"(10,32)",0.03467336236664457,138.6256987181131,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.003134264967893068,178.63055792084393,6,0.01409392382012196,153.89388975792696,14.027209148080917,0.4560917751311805,0.5439082248688195,奇数・偶数倍音混合（偶数優勢）,反粒子側（負周回）,-0.2010107287332105,3/20,20,0.20610737385376346,-0.20610737385376346,3.3612390639106326e-07,0.0005797619394122584,0.1000640307192697,1.3415930599706678,1.4832828662930546,1.4130960316626642,40,40,,奇数・偶数倍音の混合スピン型,1,1.4149253747969214e-19,1.1769055703939863e-16,True
W0338,338,"(10,33)",0.03508014187466595,-41.37430128188681,40,基本波＋倍音,39,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1]",2,37,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, -19, -18, -17, -16, -15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2]",0.0044427440702036166,170.4933864473492,-18,0.009889622054628322,93.45816992268821,24.71167485745417,0.5056057888295917,0.4943942111704083,奇数・偶数倍音混合（奇数優勢）,粒子側（正周回）,0.08161505537429986,-9/20,20,0.9755282581475768,0.9755282581475768,2.8707417693583567e-07,0.0005357930355424898,0.04781920604566225,1.3799860825054273,1.4476320016120547,1.635626521086103,40,40,,奇数・偶数倍音の混合スピン型,1,4.0933343711484768e-19,3.326247337783871e-16,True
